,plant_0802_1300_W2W3_plantArea
W3-154,376.0
W3-155,101.0
W3-156,209.0
W3-157,172.0
W3-158,209.0
W3-159,352.0
W3-160,320.0
W3-161,88.0
W3-162,396.0
W3-163,337.0
W3-164,321.0
W3-165,332.0
W3-166,289.0
W3-167,213.0
W3-168,352.0
W3-169,254.0
W3-170,207.0
W3-171,263.0
W3-172,251.0
W3-173,353.0
W3-174,752.0
W3-175,423.0
W3-176,352.0
W3-177,127.0
W3-178,206.0
W3-179,273.0
W3-180,244.0
W3-181,228.0
W3-182,437.0
W3-183,380.0
W3-184,365.0
W3-185,294.0
W3-186,84.0
W3-187,126.0
W3-188,193.0
W3-189,249.0
W3-190,253.0
W3-191,293.0
W3-192,33.0
W3-193,51.0
W3-194,183.0
W3-195,374.0
W3-196,251.0
W3-197,225.0
W3-198,375.0
W3-199,179.0
W3-200,19.0
W3-301,395.0
W3-302,412.0
W3-303,436.0
W3-304,379.0
W3-305,361.0
W3-306,301.0
W3-307,310.0
W3-308,296.0
W3-309,356.0
W3-310,371.0
W3-311,132.0
W3-312,485.0
W3-313,425.0
W3-314,436.0
W3-315,144.0
W3-316,244.0
W3-317,392.0
W3-318,375.0
W3-319,293.0
W3-320,112.0
W3-321,177.0
W3-322,196.0
W3-323,307.0
W3-324,431.0
W3-325,298.0
W3-326,256.0
W3-327,254.0
W3-328,312.0
