,plant_0818_1200_W2W3_plantArea
W2-109,2199.0
W2-110,1357.0
W2-111,3310.0
W2-112,3418.0
W2-113,2414.0
W2-114,1369.0
W2-115,2947.0
W2-116,1964.0
W2-117,2573.0
W2-118,2002.0
W2-119,1452.0
W2-120,2083.0
W2-121,2692.0
W2-122,1347.0
W2-123,1089.0
W2-124,1978.0
W2-125,1827.0
W2-126,2964.0
W2-127,3092.0
W2-128,1734.0
W2-129,2722.0
W2-130,2499.0
W2-131,2961.0
W2-132,1609.0
W2-133,1954.0
W2-134,2515.0
W2-135,1257.0
W2-136,1456.0
W2-137,1502.0
W2-138,1938.0
W2-139,819.0
W2-140,2531.0
W2-141,1616.0
W2-142,1100.0
W2-143,1444.0
W2-144,982.0
W2-145,1940.0
W2-146,2345.0
W2-147,2160.0
W2-148,1361.0
W2-149,19.0
W2-150,1654.0
W2-151,1566.0
W2-152,755.0
W2-153,1347.0
W2-154,3038.0
W2-155,1348.0
W2-156,3402.0
W2-157,2450.0
W2-158,759.0
W2-159,2219.0
W2-160,2420.0
W2-161,794.0
W2-162,1738.0
W2-163,1937.0
W2-164,2722.0
W2-165,732.0
W2-166,1219.0
W2-167,1852.0
W2-168,910.0
W2-169,1023.0
W2-170,1266.0
W2-171,1584.0
W2-172,1001.0
W2-173,1139.0
W2-174,975.0
W2-175,772.0
W2-176,1961.0
W2-177,1835.0
W2-178,1708.0
W2-179,2576.0
W2-180,844.0
W2-181,950.0
W2-182,336.0
W2-183,1697.0
W2-184,1494.0
W2-185,1587.0
W2-186,778.0
W2-187,944.0
W2-188,2071.0
W2-189,1888.0
W2-190,900.0
W2-191,890.0
W2-192,2263.0
W2-193,1721.0
W2-194,1671.0
W2-195,1108.0
W2-196,1109.0
W2-197,850.0
W2-198,1546.0
W2-199,1675.0
W2-200,1981.0
W2-301,1091.0
W2-302,428.0
W2-303,1932.0
W2-304,1673.0
W2-305,905.0
W2-306,797.0
W2-307,1610.0
W2-308,706.0
W2-309,1312.0
W2-310,1492.0
W2-311,1682.0
W2-312,2117.0
W2-313,1358.0
W2-314,237.0
W2-315,2419.0
W2-316,1083.0
W2-317,1847.0
W2-318,1102.0
W2-319,1991.0
W2-320,1974.0
W2-321,1731.0
W2-322,1103.0
W2-323,2326.0
W2-324,1072.0
W2-325,2307.0
W2-326,1213.0
W2-327,1820.0
W2-328,431.0
W3-001,1423.0
W3-002,1193.0
W3-003,351.0
W3-004,541.0
W3-005,1084.0
W3-006,1209.0
W3-007,433.0
W3-008,1312.0
W3-009,714.0
W3-010,2626.0
W3-011,1566.0
W3-012,1628.0
W3-013,1606.0
W3-014,0.0
W3-015,1062.0
W3-016,1110.0
W3-017,1596.0
W3-018,1849.0
W3-019,991.0
W3-020,1384.0
W3-021,1793.0
W3-022,959.0
W3-023,1014.0
W3-024,1937.0
W3-025,838.0
W3-026,1361.0
W3-027,1407.0
W3-028,2393.0
W3-029,1963.0
W3-030,1927.0
W3-031,1282.0
W3-032,1581.0
W3-033,1216.0
W3-034,1747.0
W3-035,1447.0
W3-036,0.0
W3-037,578.0
W3-038,663.0
W3-039,401.0
W3-040,872.0
W3-041,1521.0
W3-042,1800.0
W3-043,1231.0
W3-044,620.0
W3-045,2216.0
W3-046,1209.0
W3-047,1878.0
W3-048,1926.0
W3-049,1913.0
W3-050,1006.0
W3-051,1119.0
W3-052,987.0
W3-053,1621.0
W3-054,583.0
W3-055,1001.0
W3-056,730.0
W3-057,415.0
W3-058,1375.0
W3-059,1669.0
W3-060,880.0
W3-061,2651.0
W3-062,1819.0
W3-063,650.0
W3-064,1762.0
W3-065,1144.0
W3-066,1317.0
W3-067,2601.0
W3-068,2018.0
W3-069,1532.0
W3-070,793.0
W3-071,729.0
W3-072,1974.0
W3-073,1846.0
W3-074,2490.0
W3-075,2243.0
W3-076,2568.0
W3-077,2204.0
W3-078,1602.0
W3-079,1484.0
W3-080,1883.0
W3-081,2295.0
W3-082,621.0
W3-083,1125.0
W3-084,940.0
W3-085,2024.0
W3-086,2366.0
W3-087,1090.0
W3-088,691.0
W3-089,1513.0
W3-090,729.0
W3-091,773.0
W3-092,507.0
W3-093,62.0
W3-094,525.0
W3-095,425.0
W3-096,905.0
W3-097,2569.0
W3-098,2217.0
W3-099,2399.0
W3-100,1389.0
W3-101,734.0
W3-102,598.0
W3-103,893.0
W3-104,943.0
W3-105,830.0
W3-106,1001.0
W3-107,934.0
W3-108,509.0
W3-109,993.0
W3-110,2036.0
W3-111,2079.0
W3-112,1718.0
W3-113,1939.0
W3-114,2268.0
W3-115,1385.0
W3-116,1362.0
W3-117,1719.0
W3-118,1860.0
W3-119,2103.0
W3-120,1503.0
W3-121,1320.0
W3-122,2296.0
W3-123,1042.0
W3-124,1360.0
W3-125,848.0
W3-126,1267.0
W3-127,1816.0
W3-128,1270.0
W3-129,2004.0
W3-130,1335.0
W3-131,1436.0
W3-132,711.0
W3-133,994.0
W3-134,1354.0
W3-135,942.0
W3-136,896.0
W3-137,577.0
W3-138,1201.0
W3-139,1480.0
W3-140,1723.0
W3-141,1370.0
W3-142,2864.0
W3-143,1477.0
W3-144,1739.0
W3-145,2138.0
W3-146,1657.0
W3-147,2116.0
W3-148,1784.0
W3-149,1181.0
W3-150,1873.0
W3-151,681.0
W3-152,1212.0
W3-153,1137.0
W3-154,1319.0
W3-155,284.0
W3-156,1049.0
W3-157,500.0
W3-158,864.0
W3-159,1818.0
W3-160,1700.0
W3-161,722.0
W3-162,1493.0
W3-163,1253.0
W3-164,1144.0
W3-165,1467.0
W3-166,1399.0
W3-167,1184.0
W3-168,1458.0
W3-169,1189.0
W3-170,1411.0
W3-171,1465.0
W3-172,1427.0
W3-173,1848.0
W3-174,2565.0
W3-175,1846.0
W3-176,1865.0
W3-177,509.0
W3-178,681.0
W3-179,1440.0
W3-180,2120.0
W3-181,1557.0
W3-182,1754.0
W3-183,2311.0
W3-184,2326.0
W3-185,1165.0
W3-186,889.0
W3-187,1057.0
W3-188,1231.0
W3-189,1432.0
W3-190,1931.0
W3-191,1543.0
W3-192,293.0
W3-193,505.0
W3-194,1129.0
W3-195,1917.0
W3-196,1193.0
W3-197,1337.0
W3-198,1718.0
W3-199,1167.0
W3-200,179.0
W3-301,1820.0
W3-302,854.0
W3-303,1692.0
W3-304,616.0
W3-305,1309.0
W3-306,1168.0
W3-307,1346.0
W3-308,498.0
W3-309,1104.0
W3-310,1749.0
W3-311,1039.0
W3-312,1956.0
W3-313,681.0
W3-314,1368.0
W3-315,777.0
W3-316,1495.0
W3-317,1058.0
W3-318,1851.0
W3-319,1782.0
W3-320,536.0
W3-321,819.0
W3-322,780.0
W3-323,778.0
W3-324,1690.0
W3-325,1363.0
W3-326,432.0
W3-327,868.0
W3-328,1621.0
