,plant_0831_1310_W2W3_plantArea
W3-066,5468.0
W3-067,8859.0
W3-068,7656.0
W3-069,3081.0
W3-070,3405.0
W3-071,3806.0
W3-072,6365.0
W3-073,5170.0
W3-074,7159.0
W3-075,7206.0
W3-076,4739.0
W3-077,7646.0
W3-078,8228.0
W3-079,4290.0
W3-080,5701.0
W3-081,6018.0
W3-082,3449.0
W3-083,3804.0
W3-084,3078.0
W3-085,5395.0
W3-086,5925.0
W3-087,4069.0
W3-088,3254.0
W3-089,4411.0
W3-090,3207.0
W3-091,3404.0
W3-092,3130.0
W3-093,412.0
W3-094,2485.0
W3-095,1725.0
W3-096,2483.0
W3-097,6425.0
W3-098,6376.0
W3-099,6957.0
W3-100,4741.0
W3-101,3647.0
W3-102,3785.0
W3-103,3428.0
W3-104,4252.0
W3-105,3756.0
W3-106,3759.0
W3-107,3424.0
W3-108,3178.0
W3-109,3851.0
W3-110,5747.0
W3-111,6043.0
W3-112,5652.0
W3-113,5720.0
W3-114,6708.0
W3-115,4748.0
W3-116,2652.0
W3-117,5029.0
W3-118,5527.0
W3-119,5848.0
W3-120,4399.0
W3-121,5216.0
W3-122,6159.0
W3-123,4272.0
W3-124,3909.0
W3-125,3848.0
W3-126,4224.0
W3-127,5174.0
W3-128,3933.0
W3-129,4933.0
W3-130,4014.0
W3-131,4139.0
W3-132,3075.0
W3-133,4029.0
W3-134,2313.0
W3-135,4069.0
W3-136,3087.0
W3-137,3003.0
W3-138,3781.0
W3-139,4102.0
W3-140,4347.0
W3-141,3171.0
W3-142,6372.0
W3-143,4562.0
W3-144,4080.0
W3-145,3880.0
W3-146,3405.0
W3-147,4992.0
W3-148,4032.0
W3-149,2746.0
W3-150,4310.0
W3-151,2574.0
W3-152,3506.0
W3-153,1675.0
W3-154,3042.0
W3-155,2367.0
W3-156,3073.0
W3-157,2904.0
W3-158,4281.0
W3-159,3631.0
W3-160,6158.0
W3-161,3435.0
W3-162,4830.0
W3-163,3773.0
W3-164,3883.0
W3-165,2881.0
W3-166,4725.0
W3-167,4009.0
W3-168,4227.0
W3-169,4488.0
W3-170,4367.0
W3-171,4553.0
W3-172,5798.0
W3-173,6021.0
W3-174,6149.0
W3-175,4105.0
W3-176,5422.0
W3-177,3367.0
W3-178,3386.0
W3-179,5211.0
W3-180,6690.0
W3-181,4544.0
W3-182,5332.0
W3-183,6416.0
W3-184,5786.0
W3-185,1448.0
W3-186,2810.0
W3-187,2757.0
W3-188,4260.0
W3-189,4164.0
W3-190,5854.0
W3-191,4739.0
W3-192,2189.0
W3-193,1711.0
W3-194,5352.0
W3-195,4705.0
W3-196,5186.0
W3-197,5579.0
W3-198,4813.0
W3-199,4078.0
W3-200,1737.0
W3-301,5180.0
W3-302,2890.0
W3-303,2790.0
W3-304,2265.0
W3-305,4227.0
W3-306,2341.0
W3-307,2641.0
W3-308,2200.0
W3-309,4212.0
W3-310,5663.0
W3-311,1131.0
W3-312,4172.0
W3-313,2634.0
W3-314,4282.0
W3-315,3079.0
W3-316,2451.0
W3-317,3722.0
W3-318,2802.0
W3-319,4529.0
W3-320,2446.0
W3-321,3567.0
W3-322,3648.0
W3-323,3625.0
W3-324,3268.0
W3-325,5346.0
W3-326,3393.0
W3-327,2265.0
W3-328,4909.0
