,plant_0816_1210_W2W3_plantArea
W2-169,760.0
W2-170,1368.0
W2-171,1771.0
W2-172,716.0
W2-173,1148.0
W2-174,845.0
W2-175,577.0
W2-176,1787.0
W2-177,1535.0
W2-178,1511.0
W2-179,2365.0
W2-180,930.0
W2-181,1228.0
W2-182,243.0
W2-183,1727.0
W2-184,1366.0
W2-185,1202.0
W2-186,557.0
W2-187,1124.0
W2-188,1650.0
W2-189,1647.0
W2-190,962.0
W2-191,728.0
W2-192,1856.0
W2-193,1425.0
W2-194,1273.0
W2-195,986.0
W2-196,1206.0
W2-197,774.0
W2-198,1485.0
W2-199,1188.0
W2-200,1767.0
W2-301,1180.0
W2-302,547.0
W2-303,1870.0
W2-304,1878.0
W2-305,908.0
W2-306,705.0
W2-307,1385.0
W2-308,832.0
W2-309,1478.0
W2-310,1537.0
W2-311,1701.0
W2-312,1965.0
W2-313,1233.0
W2-314,257.0
W2-315,2206.0
W2-316,1228.0
W2-317,1930.0
W2-318,1111.0
W2-319,2016.0
W2-320,1787.0
W2-321,1518.0
W2-322,1103.0
W2-323,2137.0
W2-324,1305.0
W2-325,2271.0
W2-326,1158.0
W2-327,1676.0
W2-328,530.0
W3-001,1186.0
W3-002,1026.0
W3-003,332.0
W3-004,944.0
W3-005,1123.0
W3-006,985.0
W3-007,695.0
W3-008,1098.0
W3-009,943.0
W3-010,2519.0
W3-011,1981.0
W3-012,1556.0
W3-013,1634.0
W3-014,2.0
W3-015,1009.0
W3-016,962.0
W3-017,1453.0
W3-018,1988.0
W3-019,1272.0
W3-020,1441.0
W3-021,1596.0
W3-022,1086.0
W3-023,1079.0
W3-024,1818.0
W3-025,868.0
W3-026,1388.0
W3-027,1779.0
W3-028,2215.0
W3-029,1987.0
W3-030,1776.0
W3-031,1538.0
W3-032,1453.0
W3-033,1179.0
W3-034,1679.0
W3-035,1387.0
W3-036,3.0
W3-037,723.0
W3-038,880.0
W3-039,504.0
W3-040,950.0
W3-041,1505.0
W3-042,1375.0
W3-043,1176.0
W3-044,582.0
W3-045,2141.0
W3-046,1137.0
W3-047,1633.0
W3-048,1872.0
W3-049,1707.0
W3-050,1007.0
W3-051,1073.0
W3-052,845.0
W3-053,1349.0
W3-054,1076.0
W3-055,1582.0
W3-056,759.0
W3-057,546.0
W3-058,1468.0
W3-059,1977.0
W3-060,954.0
W3-061,2147.0
W3-062,1477.0
W3-063,696.0
W3-064,1658.0
W3-065,1251.0
W3-066,1325.0
W3-067,2124.0
W3-068,1713.0
W3-069,1578.0
W3-070,989.0
W3-071,792.0
W3-072,1606.0
W3-073,1573.0
W3-074,2602.0
W3-075,1930.0
W3-076,1986.0
W3-077,2174.0
W3-078,1800.0
W3-079,1404.0
W3-080,1860.0
W3-081,2027.0
W3-082,657.0
W3-083,1115.0
W3-084,771.0
W3-085,1890.0
W3-086,1985.0
W3-087,1089.0
W3-088,809.0
W3-089,1385.0
W3-090,793.0
W3-091,916.0
W3-092,686.0
W3-093,140.0
W3-094,502.0
W3-095,658.0
W3-096,680.0
W3-097,2215.0
W3-098,1938.0
W3-099,1969.0
W3-100,1525.0
W3-101,726.0
W3-102,838.0
W3-103,770.0
W3-104,1219.0
W3-105,1022.0
W3-106,1007.0
W3-107,844.0
W3-108,670.0
W3-109,941.0
W3-110,1882.0
W3-111,1774.0
W3-112,1542.0
W3-113,1787.0
W3-114,2082.0
W3-115,1515.0
W3-116,1375.0
W3-117,1639.0
W3-118,1724.0
W3-119,1999.0
W3-120,1344.0
W3-121,1236.0
W3-122,2277.0
W3-123,1295.0
W3-124,1138.0
W3-125,978.0
W3-126,1159.0
W3-127,1391.0
W3-128,1240.0
W3-129,1812.0
W3-130,1155.0
W3-131,1392.0
W3-132,1051.0
W3-133,1106.0
W3-134,1366.0
W3-135,1002.0
W3-136,697.0
W3-137,649.0
W3-138,1021.0
W3-139,1221.0
W3-140,1621.0
W3-141,1191.0
W3-142,2485.0
W3-143,1204.0
W3-144,1594.0
W3-145,1880.0
W3-146,1562.0
W3-147,1870.0
W3-148,1446.0
W3-149,976.0
W3-150,1769.0
W3-151,836.0
W3-152,1413.0
W3-153,1116.0
W3-154,1337.0
W3-155,393.0
W3-156,823.0
W3-157,640.0
W3-158,952.0
W3-159,1677.0
W3-160,1746.0
W3-161,794.0
W3-162,1544.0
W3-163,1412.0
W3-164,1534.0
W3-165,1367.0
W3-166,1403.0
W3-167,1351.0
W3-168,1422.0
W3-169,1193.0
W3-170,1313.0
W3-171,1662.0
W3-172,1770.0
W3-173,1956.0
W3-174,2321.0
W3-175,1800.0
W3-176,1749.0
W3-177,811.0
W3-178,1029.0
W3-179,1480.0
W3-180,1925.0
W3-181,1331.0
W3-182,1732.0
W3-183,1822.0
W3-184,1906.0
W3-185,1169.0
W3-186,743.0
W3-187,865.0
W3-188,1393.0
W3-189,1118.0
W3-190,1856.0
W3-191,1612.0
W3-192,286.0
W3-193,374.0
W3-194,1356.0
W3-195,1746.0
W3-196,1088.0
W3-197,1299.0
W3-198,1704.0
W3-199,1019.0
W3-200,268.0
W3-301,1813.0
W3-302,961.0
W3-303,1941.0
W3-304,810.0
W3-305,1714.0
W3-306,997.0
W3-307,1441.0
W3-308,566.0
W3-309,1140.0
W3-310,1892.0
W3-311,1247.0
W3-312,2111.0
W3-313,679.0
W3-314,1475.0
W3-315,917.0
W3-316,1596.0
W3-317,1004.0
W3-318,1984.0
W3-319,1950.0
W3-320,490.0
W3-321,899.0
W3-322,1032.0
W3-323,915.0
W3-324,1935.0
W3-325,1762.0
W3-326,782.0
W3-327,801.0
W3-328,1547.0
