,plant_0810_1135_W1W4_plantArea
W1-120,537.0
W1-121,875.0
W1-122,395.0
W1-123,765.0
W1-124,284.0
W1-125,409.0
W1-126,335.0
W1-127,375.0
W1-128,790.0
W1-129,130.0
W1-130,481.0
W1-131,629.0
W1-132,349.0
W1-133,425.0
W1-134,222.0
W1-135,427.0
W1-136,701.0
W1-137,964.0
W1-138,666.0
W1-139,1175.0
W1-140,1641.0
W1-141,1243.0
W1-142,704.0
W1-143,277.0
W1-144,319.0
W1-145,130.0
W1-146,279.0
W1-147,140.0
W1-148,203.0
W1-149,427.0
W1-150,913.0
W1-151,394.0
W1-152,298.0
W1-153,124.0
W1-154,627.0
W1-155,886.0
W1-156,1368.0
W1-157,756.0
W1-158,937.0
W1-159,1935.0
W1-160,1769.0
W1-161,1430.0
W1-162,1256.0
W1-163,2076.0
W1-164,728.0
W1-165,1533.0
W1-166,1685.0
W1-167,1891.0
W1-168,1922.0
W1-169,2215.0
W1-170,1487.0
W1-171,741.0
W1-172,866.0
W1-173,618.0
W1-174,513.0
W1-175,568.0
W1-176,1376.0
W1-177,657.0
W1-178,1051.0
W1-179,1240.0
W1-180,847.0
W1-181,662.0
W1-182,146.0
W1-183,354.0
W1-184,356.0
W1-185,1104.0
W1-186,1797.0
W1-187,617.0
W1-188,335.0
W1-189,777.0
W1-190,905.0
W1-191,416.0
W1-192,248.0
W1-193,536.0
W1-194,303.0
W1-195,334.0
W1-196,388.0
W1-197,413.0
W1-198,492.0
W1-199,484.0
W1-200,798.0
W1-301,162.0
W1-302,256.0
W1-303,680.0
W1-304,1010.0
W1-305,1043.0
W1-306,533.0
W1-307,1554.0
W1-308,714.0
W1-309,1489.0
W1-310,1795.0
W1-311,651.0
W1-312,1596.0
W1-313,1249.0
W1-314,1462.0
W1-315,1818.0
W1-316,2166.0
W1-317,1622.0
W1-318,1529.0
W1-319,1589.0
W1-320,1328.0
W1-321,849.0
W1-322,1073.0
W1-323,883.0
W1-324,1138.0
W1-325,1354.0
W1-326,1699.0
W1-327,281.0
W1-328,1371.0
W4-001,94.0
W4-002,168.0
W4-003,148.0
W4-004,7.0
W4-005,386.0
W4-006,338.0
W4-007,429.0
W4-008,433.0
W4-009,476.0
W4-010,155.0
W4-011,142.0
W4-012,142.0
W4-013,83.0
W4-014,223.0
W4-015,295.0
W4-016,209.0
W4-017,220.0
W4-018,83.0
W4-019,195.0
W4-020,106.0
W4-021,223.0
W4-022,117.0
W4-023,183.0
W4-024,279.0
W4-025,231.0
W4-026,281.0
W4-027,272.0
W4-028,617.0
W4-029,88.0
W4-030,354.0
W4-031,382.0
W4-032,120.0
W4-033,294.0
W4-034,392.0
W4-035,251.0
W4-036,391.0
W4-037,260.0
W4-038,232.0
W4-039,280.0
W4-040,424.0
W4-041,152.0
W4-042,331.0
W4-043,97.0
W4-044,91.0
W4-045,461.0
W4-046,458.0
W4-047,297.0
W4-048,115.0
W4-049,80.0
W4-050,592.0
W4-051,100.0
W4-052,137.0
W4-053,153.0
W4-054,37.0
W4-055,85.0
W4-056,127.0
W4-057,164.0
W4-058,219.0
W4-059,233.0
W4-060,236.0
W4-061,194.0
W4-062,70.0
W4-063,86.0
W4-064,109.0
W4-065,249.0
W4-066,74.0
W4-067,247.0
W4-068,218.0
W4-069,113.0
W4-070,110.0
W4-071,20.0
W4-072,219.0
W4-073,216.0
W4-074,142.0
W4-075,51.0
W4-076,314.0
W4-077,341.0
W4-078,268.0
W4-079,266.0
W4-080,492.0
W4-081,153.0
W4-082,149.0
W4-083,301.0
W4-084,311.0
W4-085,477.0
W4-086,330.0
W4-087,199.0
W4-088,430.0
W4-089,598.0
W4-090,716.0
W4-091,234.0
W4-092,38.0
W4-093,144.0
W4-094,170.0
W4-095,242.0
W4-096,92.0
W4-097,195.0
W4-098,260.0
W4-099,111.0
W4-100,240.0
W4-101,247.0
W4-102,216.0
W4-103,179.0
W4-104,189.0
W4-105,141.0
W4-106,95.0
W4-107,186.0
W4-108,233.0
W4-109,494.0
W4-110,478.0
W4-111,323.0
W4-112,147.0
W4-113,377.0
W4-114,383.0
W4-115,826.0
W4-116,304.0
W4-117,243.0
W4-118,132.0
W4-119,429.0
W4-120,159.0
W4-121,344.0
W4-122,143.0
W4-123,345.0
W4-124,283.0
W4-125,242.0
W4-126,264.0
W4-127,285.0
W4-128,454.0
W4-129,412.0
W4-130,227.0
W4-131,209.0
W4-132,558.0
W4-133,446.0
W4-134,191.0
W4-135,216.0
W4-136,398.0
W4-137,336.0
W4-138,337.0
W4-139,371.0
W4-140,121.0
W4-141,183.0
W4-142,466.0
W4-143,405.0
W4-144,168.0
W4-145,358.0
W4-146,334.0
W4-147,321.0
W4-148,240.0
W4-149,278.0
W4-150,119.0
W4-151,125.0
W4-152,255.0
W4-153,303.0
W4-154,161.0
W4-155,91.0
W4-156,200.0
W4-157,194.0
W4-158,406.0
W4-159,182.0
W4-160,86.0
W4-161,226.0
W4-162,229.0
W4-163,263.0
W4-164,210.0
W4-165,249.0
W4-166,171.0
W4-167,61.0
W4-168,124.0
W4-169,157.0
W4-170,293.0
W4-171,139.0
W4-172,436.0
W4-173,194.0
W4-174,120.0
W4-175,124.0
W4-176,105.0
W4-177,423.0
W4-178,93.0
W4-179,125.0
W4-180,197.0
W4-181,80.0
W4-182,118.0
W4-183,152.0
W4-184,97.0
W4-185,149.0
W4-186,181.0
W4-187,43.0
W4-188,117.0
W4-189,177.0
W4-190,136.0
W4-191,107.0
W4-192,320.0
W4-193,231.0
W4-194,227.0
W4-195,303.0
W4-196,388.0
W4-197,275.0
W4-198,183.0
W4-199,177.0
W4-200,267.0
W4-301,133.0
W4-302,247.0
W4-303,117.0
W4-304,204.0
W4-305,205.0
W4-306,118.0
W4-307,108.0
W4-308,113.0
W4-309,153.0
W4-310,57.0
W4-311,149.0
W4-312,63.0
W4-313,294.0
W4-314,275.0
W4-315,92.0
W4-316,121.0
W4-317,435.0
W4-318,245.0
W4-319,129.0
W4-320,70.0
W4-321,315.0
W4-322,119.0
W4-323,231.0
W4-324,124.0
W4-325,420.0
W4-326,171.0
W4-327,251.0
W4-328,215.0
