,plant_0829_1215_W1W4_plantArea
W4-039,3244.0
W4-040,4975.0
W4-041,2886.0
W4-042,3272.0
W4-043,2498.0
W4-044,1654.0
W4-045,3610.0
W4-046,2855.0
W4-047,1589.0
W4-048,937.0
W4-049,1080.0
W4-050,2211.0
W4-051,1088.0
W4-052,1782.0
W4-053,1637.0
W4-054,718.0
W4-055,1127.0
W4-056,1687.0
W4-057,1544.0
W4-058,1801.0
W4-059,1491.0
W4-060,2258.0
W4-061,1874.0
W4-062,2045.0
W4-063,2150.0
W4-064,2143.0
W4-065,2600.0
W4-066,1963.0
W4-067,1797.0
W4-068,2102.0
W4-069,944.0
W4-070,1786.0
W4-071,667.0
W4-072,1327.0
W4-073,1110.0
W4-074,345.0
W4-075,556.0
W4-076,2286.0
W4-077,1783.0
W4-078,3817.0
W4-079,3255.0
W4-080,3827.0
W4-081,1761.0
W4-082,1954.0
W4-083,3697.0
W4-084,1458.0
W4-085,3411.0
W4-086,2743.0
W4-087,1081.0
W4-088,896.0
W4-089,2821.0
W4-090,3717.0
W4-091,2733.0
W4-092,791.0
W4-093,1569.0
W4-094,1589.0
W4-095,554.0
W4-096,759.0
W4-097,1513.0
W4-098,1880.0
W4-099,812.0
W4-100,1201.0
W4-101,3122.0
W4-102,2817.0
W4-103,2790.0
W4-104,2489.0
W4-105,2528.0
W4-106,2023.0
W4-107,2571.0
W4-108,1977.0
W4-109,4159.0
W4-110,4756.0
W4-111,2368.0
W4-112,3190.0
W4-113,3893.0
W4-114,3533.0
W4-115,3828.0
W4-116,2907.0
W4-117,2658.0
W4-118,2196.0
W4-119,2602.0
W4-120,2579.0
W4-121,2716.0
W4-122,1425.0
W4-123,2789.0
W4-124,4082.0
W4-125,2315.0
W4-126,1980.0
W4-127,2976.0
W4-128,4189.0
W4-129,2843.0
W4-130,2221.0
W4-131,1667.0
W4-132,2373.0
W4-133,2657.0
W4-134,1928.0
W4-135,1877.0
W4-136,4208.0
W4-137,1908.0
W4-138,1421.0
W4-139,2695.0
W4-140,2043.0
W4-141,3154.0
W4-142,2605.0
W4-143,4956.0
W4-144,1936.0
W4-145,3987.0
W4-146,2102.0
W4-147,2974.0
W4-148,1408.0
W4-149,1291.0
W4-150,518.0
W4-151,1074.0
W4-152,2778.0
W4-153,2643.0
W4-154,722.0
W4-155,1081.0
W4-156,622.0
W4-157,1800.0
W4-158,2363.0
W4-159,1937.0
W4-160,2348.0
W4-161,2073.0
W4-162,2038.0
W4-163,1687.0
W4-164,1489.0
W4-165,1623.0
W4-166,2052.0
W4-167,840.0
W4-168,1107.0
W4-169,1562.0
W4-170,2556.0
W4-171,814.0
W4-172,2015.0
W4-173,942.0
W4-174,773.0
W4-175,697.0
W4-176,743.0
W4-177,2224.0
W4-178,1146.0
W4-179,611.0
W4-180,1023.0
W4-181,432.0
W4-182,615.0
W4-183,846.0
W4-184,101.0
W4-185,727.0
W4-186,1092.0
W4-187,1633.0
W4-188,1799.0
W4-189,2007.0
W4-190,2046.0
W4-191,1314.0
W4-192,2859.0
W4-193,2646.0
W4-194,2457.0
W4-195,2623.0
W4-196,2321.0
W4-197,2355.0
W4-198,1447.0
W4-199,648.0
W4-200,675.0
W4-301,2626.0
W4-302,2286.0
W4-303,2878.0
W4-304,2848.0
W4-305,1523.0
W4-306,3173.0
W4-307,1921.0
W4-308,2751.0
W4-309,1505.0
W4-310,2340.0
W4-311,1134.0
W4-312,2128.0
W4-313,1264.0
W4-314,2677.0
W4-315,3189.0
W4-316,3251.0
W4-317,3984.0
W4-318,4257.0
W4-319,2454.0
W4-320,2104.0
W4-321,3200.0
W4-322,2645.0
W4-323,1847.0
W4-324,2621.0
W4-325,3781.0
W4-326,1853.0
W4-327,1440.0
W4-328,1314.0
