,plant_0802_1320_W1W4_plantArea
W4-039,148.0
W4-040,219.0
W4-041,88.0
W4-042,128.0
W4-043,58.0
W4-044,29.0
W4-045,214.0
W4-046,196.0
W4-047,236.0
W4-048,35.0
W4-049,43.0
W4-050,268.0
W4-051,104.0
W4-052,109.0
W4-053,196.0
W4-054,56.0
W4-055,93.0
W4-056,87.0
W4-057,118.0
W4-058,215.0
W4-059,165.0
W4-060,104.0
W4-061,184.0
W4-062,79.0
W4-063,73.0
W4-064,134.0
W4-065,239.0
W4-066,141.0
W4-067,205.0
W4-068,162.0
W4-069,70.0
W4-070,122.0
W4-071,45.0
W4-072,300.0
W4-073,143.0
W4-074,88.0
W4-075,70.0
W4-076,208.0
W4-077,219.0
W4-078,195.0
W4-079,104.0
W4-080,294.0
W4-081,152.0
W4-082,111.0
W4-083,178.0
W4-084,175.0
W4-085,222.0
W4-086,132.0
W4-087,71.0
W4-088,270.0
W4-089,369.0
W4-090,334.0
W4-091,265.0
W4-092,19.0
W4-093,268.0
W4-094,133.0
W4-095,214.0
W4-096,83.0
W4-097,116.0
W4-098,186.0
W4-099,28.0
W4-100,165.0
W4-101,97.0
W4-102,112.0
W4-103,65.0
W4-104,114.0
W4-105,127.0
W4-106,60.0
W4-107,127.0
W4-108,108.0
W4-109,266.0
W4-110,185.0
W4-111,160.0
W4-112,91.0
W4-113,221.0
W4-114,202.0
W4-115,425.0
W4-116,156.0
W4-117,59.0
W4-118,80.0
W4-119,161.0
W4-120,35.0
W4-121,139.0
W4-122,50.0
W4-123,128.0
W4-124,149.0
W4-125,129.0
W4-126,103.0
W4-127,166.0
W4-128,235.0
W4-129,192.0
W4-130,144.0
W4-131,164.0
W4-132,421.0
W4-133,183.0
W4-134,176.0
W4-135,121.0
W4-136,163.0
W4-137,247.0
W4-138,161.0
W4-139,207.0
W4-140,62.0
W4-141,120.0
W4-142,279.0
W4-143,250.0
W4-144,87.0
W4-145,267.0
W4-146,235.0
W4-147,210.0
W4-148,193.0
W4-149,164.0
W4-150,117.0
W4-151,97.0
W4-152,210.0
W4-153,206.0
W4-154,75.0
W4-155,112.0
W4-156,207.0
W4-157,181.0
W4-158,227.0
W4-159,163.0
W4-160,111.0
W4-161,202.0
W4-162,307.0
W4-163,148.0
W4-164,103.0
W4-165,74.0
W4-166,102.0
W4-167,45.0
W4-168,62.0
W4-169,123.0
W4-170,211.0
W4-171,26.0
W4-172,290.0
W4-173,46.0
W4-174,81.0
W4-175,66.0
W4-176,171.0
W4-177,177.0
W4-178,96.0
W4-179,61.0
W4-180,113.0
W4-181,71.0
W4-182,96.0
W4-183,236.0
W4-184,2.0
W4-185,61.0
W4-186,85.0
W4-187,74.0
W4-188,53.0
W4-189,106.0
W4-190,162.0
W4-191,86.0
W4-192,218.0
W4-193,274.0
W4-194,166.0
W4-195,212.0
W4-196,314.0
W4-197,279.0
W4-198,150.0
W4-199,220.0
W4-200,179.0
W4-301,78.0
W4-302,210.0
W4-303,207.0
W4-304,110.0
W4-305,191.0
W4-306,135.0
W4-307,95.0
W4-308,131.0
W4-309,112.0
W4-310,124.0
W4-311,183.0
W4-312,122.0
W4-313,206.0
W4-314,202.0
W4-315,162.0
W4-316,215.0
W4-317,236.0
W4-318,230.0
W4-319,213.0
W4-320,79.0
W4-321,153.0
W4-322,52.0
W4-323,171.0
W4-324,233.0
W4-325,160.0
W4-326,193.0
W4-327,171.0
W4-328,203.0
