,plant_0817_1300_W2W3_plantArea
W2-107,2472.0
W2-108,2068.0
W2-109,2077.0
W2-110,1347.0
W2-111,2990.0
W2-112,3000.0
W2-113,2169.0
W2-114,1405.0
W2-115,2821.0
W2-116,1798.0
W2-117,2396.0
W2-118,1877.0
W2-119,1382.0
W2-120,1857.0
W2-121,2380.0
W2-122,1358.0
W2-123,1073.0
W2-124,1996.0
W2-125,1776.0
W2-126,2714.0
W2-127,2803.0
W2-128,1600.0
W2-129,2629.0
W2-130,2346.0
W2-131,2699.0
W2-132,1527.0
W2-133,1920.0
W2-134,2339.0
W2-135,1426.0
W2-136,1354.0
W2-137,1402.0
W2-138,1707.0
W2-139,780.0
W2-140,2506.0
W2-141,1471.0
W2-142,1272.0
W2-143,1219.0
W2-144,974.0
W2-145,1879.0
W2-146,2108.0
W2-147,2002.0
W2-148,1224.0
W2-149,17.0
W2-150,1754.0
W2-151,1525.0
W2-152,809.0
W2-153,1334.0
W2-154,2868.0
W2-155,1367.0
W2-156,3095.0
W2-157,2301.0
W2-158,797.0
W2-159,2237.0
W2-160,2253.0
W2-161,701.0
W2-162,1703.0
W2-163,1774.0
W2-164,2485.0
W2-165,788.0
W2-166,1127.0
W2-167,1608.0
W2-168,882.0
W2-169,963.0
W2-170,1435.0
W2-171,1711.0
W2-172,818.0
W2-173,1135.0
W2-174,875.0
W2-175,779.0
W2-176,2015.0
W2-177,1686.0
W2-178,1589.0
W2-179,2399.0
W2-180,853.0
W2-181,1116.0
W2-182,325.0
W2-183,1723.0
W2-184,1390.0
W2-185,1432.0
W2-186,708.0
W2-187,885.0
W2-188,1795.0
W2-189,1782.0
W2-190,997.0
W2-191,788.0
W2-192,2088.0
W2-193,1511.0
W2-194,1497.0
W2-195,1025.0
W2-196,1110.0
W2-197,857.0
W2-198,1576.0
W2-199,1486.0
W2-200,1980.0
W2-301,1084.0
W2-302,442.0
W2-303,1881.0
W2-304,1746.0
W2-305,861.0
W2-306,871.0
W2-307,1550.0
W2-308,760.0
W2-309,1323.0
W2-310,1691.0
W2-311,1759.0
W2-312,2075.0
W2-313,1346.0
W2-314,260.0
W2-315,2491.0
W2-316,1127.0
W2-317,1737.0
W2-318,1060.0
W2-319,1964.0
W2-320,1870.0
W2-321,1695.0
W2-322,1108.0
W2-323,2226.0
W2-324,1231.0
W2-325,2302.0
W2-326,1275.0
W2-327,1761.0
W2-328,466.0
W3-001,1349.0
W3-002,1108.0
W3-003,313.0
W3-004,635.0
W3-005,1052.0
W3-006,1060.0
W3-007,435.0
W3-008,1201.0
W3-009,742.0
W3-010,2503.0
W3-011,1555.0
W3-012,1470.0
W3-013,1523.0
W3-014,1.0
W3-015,1048.0
W3-016,1021.0
W3-017,1461.0
W3-018,1708.0
W3-019,914.0
W3-020,1271.0
W3-021,1700.0
W3-022,822.0
W3-023,866.0
W3-024,1762.0
W3-025,807.0
W3-026,1298.0
W3-027,1487.0
W3-028,2270.0
W3-029,1901.0
W3-030,1752.0
W3-031,1331.0
W3-032,1403.0
W3-033,1208.0
W3-034,1665.0
W3-035,1367.0
W3-036,2.0
W3-037,642.0
W3-038,666.0
W3-039,438.0
W3-040,868.0
W3-041,1439.0
W3-042,1596.0
W3-043,1101.0
W3-044,596.0
W3-045,2074.0
W3-046,1117.0
W3-047,1764.0
W3-048,2026.0
W3-049,1735.0
W3-050,938.0
W3-051,1121.0
W3-052,950.0
W3-053,1523.0
W3-054,602.0
W3-055,1070.0
W3-056,675.0
W3-057,447.0
W3-058,1277.0
W3-059,1704.0
W3-060,895.0
W3-061,2484.0
W3-062,1544.0
W3-063,656.0
W3-064,1708.0
W3-065,1129.0
W3-066,1178.0
W3-067,2359.0
W3-068,1869.0
W3-069,1506.0
W3-070,795.0
W3-071,673.0
W3-072,1747.0
W3-073,1630.0
W3-074,2363.0
W3-075,1905.0
W3-076,2280.0
W3-077,2078.0
W3-078,1619.0
W3-079,1381.0
W3-080,1821.0
W3-081,2160.0
W3-082,541.0
W3-083,1074.0
W3-084,805.0
W3-085,1810.0
W3-086,2041.0
W3-087,1016.0
W3-088,722.0
W3-089,1360.0
W3-090,784.0
W3-091,743.0
W3-092,504.0
W3-093,85.0
W3-094,466.0
W3-095,431.0
W3-096,841.0
W3-097,2292.0
W3-098,2175.0
W3-099,2070.0
W3-100,1497.0
W3-101,726.0
W3-102,634.0
W3-103,840.0
W3-104,1040.0
W3-105,869.0
W3-106,892.0
W3-107,821.0
W3-108,498.0
W3-109,887.0
W3-110,1866.0
W3-111,1855.0
W3-112,1636.0
W3-113,1722.0
W3-114,2172.0
W3-115,1339.0
W3-116,1270.0
W3-117,1554.0
W3-118,1676.0
W3-119,1914.0
W3-120,1353.0
W3-121,1199.0
W3-122,2127.0
W3-123,998.0
W3-124,1197.0
W3-125,773.0
W3-126,1204.0
W3-127,1801.0
W3-128,1195.0
W3-129,1888.0
W3-130,1276.0
W3-131,1240.0
W3-132,607.0
W3-133,976.0
W3-134,1282.0
W3-135,850.0
W3-136,751.0
W3-137,510.0
W3-138,1054.0
W3-139,1279.0
W3-140,1544.0
W3-141,1170.0
W3-142,2596.0
W3-143,1432.0
W3-144,1623.0
W3-145,1897.0
W3-146,1586.0
W3-147,1819.0
W3-148,1634.0
W3-149,1079.0
W3-150,1710.0
W3-151,693.0
W3-152,1138.0
W3-153,1154.0
W3-154,1358.0
W3-155,263.0
W3-156,992.0
W3-157,618.0
W3-158,843.0
W3-159,1722.0
W3-160,1486.0
W3-161,686.0
W3-162,1516.0
W3-163,1242.0
W3-164,1075.0
W3-165,1347.0
W3-166,1360.0
W3-167,1031.0
W3-168,1376.0
W3-169,1051.0
W3-170,1317.0
W3-171,1403.0
W3-172,1411.0
W3-173,1616.0
W3-174,2486.0
W3-175,1811.0
W3-176,1706.0
W3-177,519.0
W3-178,636.0
W3-179,1281.0
W3-180,1894.0
W3-181,1376.0
W3-182,1774.0
W3-183,2053.0
W3-184,2082.0
W3-185,1015.0
W3-186,760.0
W3-187,851.0
W3-188,1253.0
W3-189,1243.0
W3-190,1698.0
W3-191,1525.0
W3-192,309.0
W3-193,447.0
W3-194,1031.0
W3-195,1605.0
W3-196,1058.0
W3-197,1226.0
W3-198,1737.0
W3-199,1002.0
W3-200,194.0
W3-301,1756.0
W3-302,879.0
W3-303,1653.0
W3-304,673.0
W3-305,1363.0
W3-306,1037.0
W3-307,1356.0
W3-308,545.0
W3-309,1113.0
W3-310,1688.0
W3-311,941.0
W3-312,1974.0
W3-313,662.0
W3-314,1352.0
W3-315,695.0
W3-316,1338.0
W3-317,953.0
W3-318,1632.0
W3-319,1687.0
W3-320,508.0
W3-321,860.0
W3-322,794.0
W3-323,732.0
W3-324,1591.0
W3-325,1315.0
W3-326,410.0
W3-327,838.0
W3-328,1616.0
