,plant_0727_1550_W1W4_plantArea
W4-076,388.0
W4-077,353.0
W4-078,391.0
W4-079,206.0
W4-080,462.0
W4-081,269.0
W4-082,252.0
W4-083,298.0
W4-084,265.0
W4-085,398.0
W4-086,187.0
W4-087,136.0
W4-088,474.0
W4-089,565.0
W4-090,542.0
W4-091,411.0
W4-092,91.0
W4-093,460.0
W4-094,206.0
W4-095,472.0
W4-096,165.0
W4-097,144.0
W4-098,335.0
W4-099,59.0
W4-100,305.0
W4-101,160.0
W4-102,130.0
W4-103,79.0
W4-104,153.0
W4-105,162.0
W4-106,175.0
W4-107,118.0
W4-108,102.0
W4-109,320.0
W4-110,212.0
W4-111,217.0
W4-112,180.0
W4-113,403.0
W4-114,215.0
W4-115,393.0
W4-116,253.0
W4-117,177.0
W4-118,146.0
W4-119,219.0
W4-120,162.0
W4-121,170.0
W4-122,104.0
W4-123,247.0
W4-124,248.0
W4-125,151.0
W4-126,216.0
W4-127,326.0
W4-128,385.0
W4-129,348.0
W4-130,345.0
W4-131,380.0
W4-132,573.0
W4-133,393.0
W4-134,316.0
W4-135,207.0
W4-136,213.0
W4-137,326.0
W4-138,191.0
W4-139,319.0
W4-140,160.0
W4-141,262.0
W4-142,408.0
W4-143,400.0
W4-144,97.0
W4-145,490.0
W4-146,486.0
W4-147,376.0
W4-148,215.0
W4-149,329.0
W4-150,232.0
W4-151,64.0
W4-152,185.0
W4-153,236.0
W4-154,83.0
W4-155,158.0
W4-156,368.0
W4-157,299.0
W4-158,296.0
W4-159,181.0
W4-160,158.0
W4-161,300.0
W4-162,328.0
W4-163,221.0
W4-164,181.0
W4-165,78.0
W4-166,121.0
W4-167,125.0
W4-168,58.0
W4-169,193.0
W4-170,328.0
W4-171,52.0
W4-172,311.0
W4-173,140.0
W4-174,98.0
W4-175,131.0
W4-176,249.0
W4-177,274.0
W4-178,185.0
W4-179,59.0
W4-180,154.0
W4-181,107.0
W4-182,115.0
W4-183,287.0
W4-184,1.0
W4-185,21.0
W4-186,112.0
W4-187,104.0
W4-188,87.0
W4-189,166.0
W4-190,334.0
W4-191,95.0
W4-192,288.0
W4-193,308.0
W4-194,200.0
W4-195,268.0
W4-196,404.0
W4-197,398.0
W4-198,205.0
W4-199,348.0
W4-200,274.0
W4-301,276.0
W4-302,233.0
W4-303,242.0
W4-304,226.0
W4-305,289.0
W4-306,170.0
W4-307,286.0
W4-308,225.0
W4-309,251.0
W4-310,193.0
W4-311,318.0
W4-312,245.0
W4-313,257.0
W4-314,355.0
W4-315,274.0
W4-316,315.0
W4-317,344.0
W4-318,321.0
W4-319,340.0
W4-320,179.0
W4-321,236.0
W4-322,122.0
W4-323,225.0
W4-324,280.0
W4-325,290.0
W4-326,249.0
W4-327,167.0
W4-328,213.0
