,plant_0903_1310_W2W3_plantArea
W3-066,6195.0
W3-067,9352.0
W3-068,8133.0
W3-069,2626.0
W3-070,3959.0
W3-071,4029.0
W3-072,6846.0
W3-073,4975.0
W3-074,7336.0
W3-075,7451.0
W3-076,4927.0
W3-077,8328.0
W3-078,8277.0
W3-079,4005.0
W3-080,6244.0
W3-081,5990.0
W3-082,3609.0
W3-083,4236.0
W3-084,2987.0
W3-085,6138.0
W3-086,6813.0
W3-087,4444.0
W3-088,3695.0
W3-089,5208.0
W3-090,3338.0
W3-091,3744.0
W3-092,3274.0
W3-093,642.0
W3-094,2929.0
W3-095,1881.0
W3-096,2758.0
W3-097,6514.0
W3-098,7039.0
W3-099,7492.0
W3-100,5283.0
W3-101,3711.0
W3-102,4126.0
W3-103,3808.0
W3-104,4522.0
W3-105,4208.0
W3-106,4136.0
W3-107,3872.0
W3-108,3183.0
W3-109,4479.0
W3-110,6445.0
W3-111,6505.0
W3-112,6463.0
W3-113,6311.0
W3-114,6968.0
W3-115,5575.0
W3-116,2536.0
W3-117,5287.0
W3-118,5982.0
W3-119,6221.0
W3-120,4971.0
W3-121,5900.0
W3-122,6874.0
W3-123,4771.0
W3-124,4329.0
W3-125,4004.0
W3-126,4498.0
W3-127,6074.0
W3-128,4589.0
W3-129,5681.0
W3-130,4397.0
W3-131,4999.0
W3-132,3916.0
W3-133,4541.0
W3-134,2466.0
W3-135,4567.0
W3-136,3615.0
W3-137,3290.0
W3-138,4161.0
W3-139,4751.0
W3-140,4889.0
W3-141,3170.0
W3-142,7347.0
W3-143,5065.0
W3-144,4766.0
W3-145,4311.0
W3-146,3685.0
W3-147,5869.0
W3-148,4153.0
W3-149,3076.0
W3-150,5303.0
W3-151,2482.0
W3-152,3443.0
W3-153,1576.0
W3-154,2798.0
W3-155,2702.0
W3-156,3123.0
W3-157,3407.0
W3-158,4600.0
W3-159,3591.0
W3-160,6373.0
W3-161,3730.0
W3-162,5469.0
W3-163,3933.0
W3-164,3984.0
W3-165,2759.0
W3-166,4983.0
W3-167,4297.0
W3-168,4418.0
W3-169,4957.0
W3-170,4506.0
W3-171,4694.0
W3-172,5983.0
W3-173,6317.0
W3-174,6088.0
W3-175,4094.0
W3-176,5864.0
W3-177,3943.0
W3-178,3724.0
W3-179,5787.0
W3-180,7216.0
W3-181,4725.0
W3-182,5803.0
W3-183,6669.0
W3-184,6290.0
W3-185,1455.0
W3-186,2827.0
W3-187,2846.0
W3-188,4643.0
W3-189,4541.0
W3-190,6285.0
W3-191,5087.0
W3-192,2244.0
W3-193,1856.0
W3-194,5949.0
W3-195,4412.0
W3-196,5246.0
W3-197,6415.0
W3-198,5164.0
W3-199,4634.0
W3-200,2137.0
W3-301,5720.0
W3-302,3203.0
W3-303,2970.0
W3-304,2746.0
W3-305,4468.0
W3-306,3050.0
W3-307,2972.0
W3-308,2311.0
W3-309,4528.0
W3-310,5800.0
W3-311,1300.0
W3-312,4209.0
W3-313,2806.0
W3-314,4715.0
W3-315,3341.0
W3-316,2418.0
W3-317,3800.0
W3-318,2744.0
W3-319,4676.0
W3-320,2605.0
W3-321,3769.0
W3-322,3583.0
W3-323,3935.0
W3-324,3372.0
W3-325,3922.0
W3-326,3679.0
W3-327,2375.0
W3-328,5451.0
