,plant_0727_1530_W2W3_plantArea
W3-034,175.0
W3-035,193.0
W3-036,0.0
W3-037,88.0
W3-038,80.0
W3-039,78.0
W3-040,134.0
W3-041,168.0
W3-042,250.0
W3-043,241.0
W3-044,96.0
W3-045,354.0
W3-046,150.0
W3-047,185.0
W3-048,218.0
W3-049,122.0
W3-050,72.0
W3-051,175.0
W3-052,86.0
W3-053,259.0
W3-054,205.0
W3-055,336.0
W3-056,235.0
W3-057,168.0
W3-058,421.0
W3-059,407.0
W3-060,136.0
W3-061,351.0
W3-062,117.0
W3-063,116.0
W3-064,177.0
W3-065,188.0
W3-066,143.0
W3-067,313.0
W3-068,281.0
W3-069,275.0
W3-070,143.0
W3-071,146.0
W3-072,240.0
W3-073,213.0
W3-074,233.0
W3-075,161.0
W3-076,293.0
W3-077,394.0
W3-078,247.0
W3-079,230.0
W3-080,324.0
W3-081,249.0
W3-082,57.0
W3-083,124.0
W3-084,59.0
W3-085,274.0
W3-086,289.0
W3-087,135.0
W3-088,69.0
W3-089,213.0
W3-090,215.0
W3-091,143.0
W3-092,150.0
W3-093,99.0
W3-094,116.0
W3-095,112.0
W3-096,70.0
W3-097,276.0
W3-098,190.0
W3-099,196.0
W3-100,187.0
W3-101,51.0
W3-102,183.0
W3-103,160.0
W3-104,213.0
W3-105,194.0
W3-106,103.0
W3-107,67.0
W3-108,125.0
W3-109,129.0
W3-110,240.0
W3-111,264.0
W3-112,298.0
W3-113,253.0
W3-114,307.0
W3-115,249.0
W3-116,297.0
W3-117,324.0
W3-118,219.0
W3-119,290.0
W3-120,202.0
W3-121,184.0
W3-122,301.0
W3-123,191.0
W3-124,201.0
W3-125,143.0
W3-126,116.0
W3-127,210.0
W3-128,207.0
W3-129,270.0
W3-130,145.0
W3-131,108.0
W3-132,178.0
W3-133,153.0
W3-134,162.0
W3-135,165.0
W3-136,80.0
W3-137,42.0
W3-138,122.0
W3-139,129.0
W3-140,256.0
W3-141,162.0
W3-142,410.0
W3-143,218.0
W3-144,197.0
W3-145,293.0
W3-146,281.0
W3-147,301.0
W3-148,199.0
W3-149,154.0
W3-150,251.0
W3-151,180.0
W3-152,284.0
W3-153,297.0
W3-154,312.0
W3-155,100.0
W3-156,166.0
W3-157,159.0
W3-158,209.0
W3-159,292.0
W3-160,249.0
W3-161,90.0
W3-162,299.0
W3-163,237.0
W3-164,309.0
W3-165,294.0
W3-166,271.0
W3-167,198.0
W3-168,276.0
W3-169,213.0
W3-170,134.0
W3-171,200.0
W3-172,253.0
W3-173,293.0
W3-174,537.0
W3-175,332.0
W3-176,281.0
W3-177,156.0
W3-178,144.0
W3-179,200.0
W3-180,205.0
W3-181,155.0
W3-182,308.0
W3-183,245.0
W3-184,219.0
W3-185,196.0
W3-186,80.0
W3-187,67.0
W3-188,186.0
W3-189,181.0
W3-190,190.0
W3-191,228.0
W3-192,33.0
W3-193,31.0
W3-194,166.0
W3-195,218.0
W3-196,173.0
W3-197,162.0
W3-198,169.0
W3-199,102.0
W3-200,13.0
W3-301,208.0
W3-302,243.0
W3-303,268.0
W3-304,209.0
W3-305,199.0
W3-306,225.0
W3-307,250.0
W3-308,268.0
W3-309,223.0
W3-310,316.0
W3-311,131.0
W3-312,290.0
W3-313,307.0
W3-314,265.0
W3-315,262.0
W3-316,151.0
W3-317,306.0
W3-318,306.0
W3-319,201.0
W3-320,189.0
W3-321,171.0
W3-322,160.0
W3-323,229.0
W3-324,301.0
W3-325,283.0
W3-326,273.0
W3-327,182.0
W3-328,300.0
