,plant_0825_1310_W2W3_plantArea
W2-317,3289.0
W2-318,1875.0
W2-319,3530.0
W2-320,3111.0
W2-321,2903.0
W2-322,1856.0
W2-323,1811.0
W2-324,2337.0
W2-325,3488.0
W2-326,2628.0
W2-327,1681.0
W2-328,925.0
W3-001,2741.0
W3-002,2111.0
W3-003,769.0
W3-004,1740.0
W3-005,2197.0
W3-006,2305.0
W3-007,1374.0
W3-008,2590.0
W3-009,1667.0
W3-010,4502.0
W3-011,2952.0
W3-012,2958.0
W3-013,3017.0
W3-014,20.0
W3-015,2265.0
W3-016,1704.0
W3-017,2599.0
W3-018,3220.0
W3-019,2397.0
W3-020,2079.0
W3-021,2451.0
W3-022,2076.0
W3-023,2369.0
W3-024,3243.0
W3-025,2169.0
W3-026,2487.0
W3-027,2319.0
W3-028,3154.0
W3-029,2757.0
W3-030,3386.0
W3-031,2714.0
W3-032,2091.0
W3-033,2043.0
W3-034,2810.0
W3-035,2595.0
W3-036,41.0
W3-037,1795.0
W3-038,1770.0
W3-039,999.0
W3-040,2057.0
W3-041,3131.0
W3-042,2968.0
W3-043,2348.0
W3-044,1533.0
W3-045,3579.0
W3-046,1961.0
W3-047,3520.0
W3-048,3716.0
W3-049,3439.0
W3-050,1911.0
W3-051,2276.0
W3-052,1848.0
W3-053,2781.0
W3-054,1928.0
W3-055,3134.0
W3-056,1133.0
W3-057,1124.0
W3-058,2681.0
W3-059,3678.0
W3-060,2041.0
W3-061,4583.0
W3-062,3965.0
W3-063,1771.0
W3-064,3042.0
W3-065,2546.0
W3-066,3003.0
W3-067,5171.0
W3-068,4644.0
W3-069,2302.0
W3-070,2004.0
W3-071,2400.0
W3-072,3798.0
W3-073,3363.0
W3-074,4248.0
W3-075,4276.0
W3-076,3720.0
W3-077,4787.0
W3-078,5288.0
W3-079,3112.0
W3-080,3359.0
W3-081,4168.0
W3-082,1929.0
W3-083,2341.0
W3-084,1856.0
W3-085,3358.0
W3-086,3662.0
W3-087,2375.0
W3-088,1733.0
W3-089,2584.0
W3-090,1910.0
W3-091,1911.0
W3-092,1458.0
W3-093,160.0
W3-094,1257.0
W3-095,1092.0
W3-096,1589.0
W3-097,4409.0
W3-098,4084.0
W3-099,4362.0
W3-100,2943.0
W3-101,1851.0
W3-102,1862.0
W3-103,1906.0
W3-104,2350.0
W3-105,2193.0
W3-106,2208.0
W3-107,1922.0
W3-108,1752.0
W3-109,2185.0
W3-110,3535.0
W3-111,3690.0
W3-112,3422.0
W3-113,3446.0
W3-114,4200.0
W3-115,2772.0
W3-116,2071.0
W3-117,3006.0
W3-118,3416.0
W3-119,3466.0
W3-120,2825.0
W3-121,2738.0
W3-122,3718.0
W3-123,2394.0
W3-124,2320.0
W3-125,2403.0
W3-126,2383.0
W3-127,3156.0
W3-128,2317.0
W3-129,3238.0
W3-130,2408.0
W3-131,2562.0
W3-132,1824.0
W3-133,2298.0
W3-134,1759.0
W3-135,2122.0
W3-136,1662.0
W3-137,1590.0
W3-138,2222.0
W3-139,2576.0
W3-140,2950.0
W3-141,2028.0
W3-142,4340.0
W3-143,2804.0
W3-144,2733.0
W3-145,2652.0
W3-146,2476.0
W3-147,3259.0
W3-148,3016.0
W3-149,1986.0
W3-150,2799.0
W3-151,1570.0
W3-152,2328.0
W3-153,1391.0
W3-154,2132.0
W3-155,1079.0
W3-156,1889.0
W3-157,1385.0
W3-158,2255.0
W3-159,2637.0
W3-160,3370.0
W3-161,1802.0
W3-162,2722.0
W3-163,2285.0
W3-164,2326.0
W3-165,2222.0
W3-166,2845.0
W3-167,2369.0
W3-168,2513.0
W3-169,2518.0
W3-170,2550.0
W3-171,2858.0
W3-172,3200.0
W3-173,3466.0
W3-174,4014.0
W3-175,2820.0
W3-176,3376.0
W3-177,1645.0
W3-178,1678.0
W3-179,3094.0
W3-180,3815.0
W3-181,2616.0
W3-182,3242.0
W3-183,3837.0
W3-184,3744.0
W3-185,1175.0
W3-186,1825.0
W3-187,1876.0
W3-188,2466.0
W3-189,2587.0
W3-190,3538.0
W3-191,3113.0
W3-192,991.0
W3-193,997.0
W3-194,2943.0
W3-195,2985.0
W3-196,2608.0
W3-197,3044.0
W3-198,2875.0
W3-199,2338.0
W3-200,569.0
W3-301,3420.0
W3-302,1853.0
W3-303,3141.0
W3-304,1349.0
W3-305,2820.0
W3-306,1270.0
W3-307,2683.0
W3-308,1570.0
W3-309,2744.0
W3-310,3766.0
W3-311,2399.0
W3-312,2471.0
W3-313,1486.0
W3-314,2793.0
W3-315,1723.0
W3-316,1462.0
W3-317,2233.0
W3-318,1598.0
W3-319,2903.0
W3-320,1279.0
W3-321,2052.0
W3-322,1965.0
W3-323,1939.0
W3-324,3432.0
W3-325,3330.0
W3-326,1705.0
W3-327,1384.0
W3-328,3027.0
