,plant_0817_1245_W1W4_plantArea
W1-166,3611.0
W1-167,3559.0
W1-168,4016.0
W1-169,4079.0
W1-170,3551.0
W1-171,1901.0
W1-172,2109.0
W1-173,1700.0
W1-174,1700.0
W1-175,1517.0
W1-176,3441.0
W1-177,2190.0
W1-178,2949.0
W1-179,3579.0
W1-180,2837.0
W1-181,1839.0
W1-182,409.0
W1-183,623.0
W1-184,1099.0
W1-185,2846.0
W1-186,3595.0
W1-187,2033.0
W1-188,1021.0
W1-189,2442.0
W1-190,2377.0
W1-191,1544.0
W1-192,864.0
W1-193,1530.0
W1-194,1049.0
W1-195,1468.0
W1-196,1192.0
W1-197,1049.0
W1-198,1116.0
W1-199,1253.0
W1-200,2076.0
W1-301,681.0
W1-302,826.0
W1-303,2119.0
W1-304,1559.0
W1-305,2882.0
W1-306,1459.0
W1-307,2806.0
W1-308,2041.0
W1-309,3568.0
W1-310,3885.0
W1-311,2093.0
W1-312,3996.0
W1-313,2760.0
W1-314,3335.0
W1-315,4197.0
W1-316,2538.0
W1-317,1897.0
W1-318,3405.0
W1-319,3668.0
W1-320,1509.0
W1-321,1979.0
W1-322,2202.0
W1-323,2718.0
W1-324,2814.0
W1-325,3581.0
W1-326,3859.0
W1-327,665.0
W1-328,2810.0
W4-001,161.0
W4-002,245.0
W4-003,382.0
W4-004,40.0
W4-005,781.0
W4-006,761.0
W4-007,834.0
W4-008,798.0
W4-009,787.0
W4-010,499.0
W4-011,256.0
W4-012,309.0
W4-013,199.0
W4-014,461.0
W4-015,704.0
W4-016,527.0
W4-017,399.0
W4-018,218.0
W4-019,252.0
W4-020,171.0
W4-021,435.0
W4-022,104.0
W4-023,286.0
W4-024,393.0
W4-025,488.0
W4-026,645.0
W4-027,560.0
W4-028,1131.0
W4-029,211.0
W4-030,482.0
W4-031,753.0
W4-032,236.0
W4-033,485.0
W4-034,918.0
W4-035,583.0
W4-036,784.0
W4-037,664.0
W4-038,409.0
W4-039,428.0
W4-040,934.0
W4-041,232.0
W4-042,615.0
W4-043,271.0
W4-044,172.0
W4-045,845.0
W4-046,606.0
W4-047,220.0
W4-048,216.0
W4-049,113.0
W4-050,799.0
W4-051,173.0
W4-052,227.0
W4-053,125.0
W4-054,50.0
W4-055,108.0
W4-056,103.0
W4-057,57.0
W4-058,241.0
W4-059,237.0
W4-060,376.0
W4-061,139.0
W4-062,213.0
W4-063,125.0
W4-064,185.0
W4-065,238.0
W4-066,190.0
W4-067,170.0
W4-068,300.0
W4-069,103.0
W4-070,209.0
W4-071,61.0
W4-072,276.0
W4-073,184.0
W4-074,81.0
W4-075,46.0
W4-076,223.0
W4-077,480.0
W4-078,643.0
W4-079,461.0
W4-080,969.0
W4-081,162.0
W4-082,156.0
W4-083,408.0
W4-084,375.0
W4-085,835.0
W4-086,589.0
W4-087,247.0
W4-088,301.0
W4-089,711.0
W4-090,932.0
W4-091,268.0
W4-092,48.0
W4-093,387.0
W4-094,286.0
W4-095,253.0
W4-096,102.0
W4-097,290.0
W4-098,320.0
W4-099,202.0
W4-100,441.0
W4-101,555.0
W4-102,564.0
W4-103,504.0
W4-104,340.0
W4-105,88.0
W4-106,117.0
W4-107,317.0
W4-108,495.0
W4-109,785.0
W4-110,895.0
W4-111,481.0
W4-112,353.0
W4-113,463.0
W4-114,670.0
W4-115,1290.0
W4-116,715.0
W4-117,240.0
W4-118,238.0
W4-119,678.0
W4-120,196.0
W4-121,639.0
W4-122,172.0
W4-123,390.0
W4-124,580.0
W4-125,257.0
W4-126,316.0
W4-127,312.0
W4-128,650.0
W4-129,523.0
W4-130,232.0
W4-131,239.0
W4-132,469.0
W4-133,386.0
W4-134,166.0
W4-135,131.0
W4-136,751.0
W4-137,547.0
W4-138,584.0
W4-139,771.0
W4-140,227.0
W4-141,281.0
W4-142,775.0
W4-143,923.0
W4-144,305.0
W4-145,794.0
W4-146,384.0
W4-147,537.0
W4-148,354.0
W4-149,442.0
W4-150,97.0
W4-151,194.0
W4-152,672.0
W4-153,481.0
W4-154,243.0
W4-155,158.0
W4-156,206.0
W4-157,246.0
W4-158,543.0
W4-159,263.0
W4-160,227.0
W4-161,304.0
W4-162,299.0
W4-163,210.0
W4-164,279.0
W4-165,415.0
W4-166,296.0
W4-167,141.0
W4-168,217.0
W4-169,166.0
W4-170,382.0
W4-171,164.0
W4-172,555.0
W4-173,97.0
W4-174,147.0
W4-175,114.0
W4-176,150.0
W4-177,514.0
W4-178,206.0
W4-179,100.0
W4-180,130.0
W4-181,59.0
W4-182,124.0
W4-183,166.0
W4-184,6.0
W4-185,177.0
W4-186,181.0
W4-187,140.0
W4-188,331.0
W4-189,271.0
W4-190,280.0
W4-191,114.0
W4-192,603.0
W4-193,319.0
W4-194,323.0
W4-195,536.0
W4-196,750.0
W4-197,633.0
W4-198,160.0
W4-199,301.0
W4-200,433.0
W4-301,333.0
W4-302,779.0
W4-303,296.0
W4-304,398.0
W4-305,262.0
W4-306,289.0
W4-307,228.0
W4-308,459.0
W4-309,386.0
W4-310,314.0
W4-311,81.0
W4-312,347.0
W4-313,787.0
W4-314,670.0
W4-315,385.0
W4-316,397.0
W4-317,417.0
W4-318,686.0
W4-319,346.0
W4-320,216.0
W4-321,523.0
W4-322,413.0
W4-323,563.0
W4-324,348.0
W4-325,982.0
W4-326,255.0
W4-327,182.0
W4-328,384.0
