,plant_0829_1200_W2W3_plantArea
W2-133,5684.0
W2-134,6934.0
W2-135,4861.0
W2-136,4747.0
W2-137,6633.0
W2-138,5464.0
W2-139,3496.0
W2-140,7352.0
W2-141,4778.0
W2-142,5101.0
W2-143,3843.0
W2-144,2951.0
W2-145,3636.0
W2-146,7630.0
W2-147,6884.0
W2-148,4445.0
W2-149,509.0
W2-150,4720.0
W2-151,6334.0
W2-152,4131.0
W2-153,4947.0
W2-154,8933.0
W2-155,5321.0
W2-156,8622.0
W2-157,5805.0
W2-158,3641.0
W2-159,5297.0
W2-160,4314.0
W2-161,3674.0
W2-162,5736.0
W2-163,6645.0
W2-164,7706.0
W2-165,3915.0
W2-166,4969.0
W2-167,5773.0
W2-168,3679.0
W2-169,3633.0
W2-170,4807.0
W2-171,5844.0
W2-172,3273.0
W2-173,5084.0
W2-174,4064.0
W2-175,3286.0
W2-176,6803.0
W2-177,4918.0
W2-178,5228.0
W2-179,7561.0
W2-180,3900.0
W2-181,5332.0
W2-182,1746.0
W2-183,6222.0
W2-184,4901.0
W2-185,3516.0
W2-186,3374.0
W2-187,4300.0
W2-188,6057.0
W2-189,6624.0
W2-190,5076.0
W2-191,4848.0
W2-192,7057.0
W2-193,5716.0
W2-194,4923.0
W2-195,3427.0
W2-196,4513.0
W2-197,2976.0
W2-198,5028.0
W2-199,4087.0
W2-200,5470.0
W2-301,3891.0
W2-302,2036.0
W2-303,3100.0
W2-304,5358.0
W2-305,4018.0
W2-306,3145.0
W2-307,2987.0
W2-308,3008.0
W2-309,4182.0
W2-310,2287.0
W2-311,3255.0
W2-312,6324.0
W2-313,4457.0
W2-314,1155.0
W2-315,6517.0
W2-316,4223.0
W2-317,6436.0
W2-318,4166.0
W2-319,6714.0
W2-320,5481.0
W2-321,6231.0
W2-322,3647.0
W2-323,3746.0
W2-324,4550.0
W2-325,4377.0
W2-326,5359.0
W2-327,4192.0
W2-328,2323.0
W3-001,4736.0
W3-002,4257.0
W3-003,2273.0
W3-004,3854.0
W3-005,4777.0
W3-006,4202.0
W3-007,3308.0
W3-008,5291.0
W3-009,4007.0
W3-010,8419.0
W3-011,6198.0
W3-012,6481.0
W3-013,5830.0
W3-014,485.0
W3-015,4460.0
W3-016,3477.0
W3-017,5560.0
W3-018,7031.0
W3-019,4827.0
W3-020,3853.0
W3-021,5182.0
W3-022,5036.0
W3-023,4946.0
W3-024,6411.0
W3-025,5397.0
W3-026,4947.0
W3-027,5046.0
W3-028,6759.0
W3-029,6742.0
W3-030,6242.0
W3-031,5284.0
W3-032,4851.0
W3-033,4226.0
W3-034,5611.0
W3-035,4865.0
W3-036,528.0
W3-037,4356.0
W3-038,3916.0
W3-039,2206.0
W3-040,4565.0
W3-041,6392.0
W3-042,5261.0
W3-043,4605.0
W3-044,3395.0
W3-045,6599.0
W3-046,3743.0
W3-047,6175.0
W3-048,6103.0
W3-049,5205.0
W3-050,2556.0
W3-051,4035.0
W3-052,3223.0
W3-053,4646.0
W3-054,4056.0
W3-055,6028.0
W3-056,2186.0
W3-057,2303.0
W3-058,5029.0
W3-059,6914.0
W3-060,3654.0
W3-061,7103.0
W3-062,6467.0
W3-063,3141.0
W3-064,5784.0
W3-065,5258.0
W3-066,5960.0
W3-067,9256.0
W3-068,7914.0
W3-069,3569.0
W3-070,3365.0
W3-071,3523.0
W3-072,6991.0
W3-073,5526.0
W3-074,7758.0
W3-075,8117.0
W3-076,5444.0
W3-077,8930.0
W3-078,8330.0
W3-079,4290.0
W3-080,5628.0
W3-081,6215.0
W3-082,2908.0
W3-083,4186.0
W3-084,3094.0
W3-085,5838.0
W3-086,6555.0
W3-087,4580.0
W3-088,3579.0
W3-089,4847.0
W3-090,3814.0
W3-091,4107.0
W3-092,3365.0
W3-093,457.0
W3-094,2811.0
W3-095,2032.0
W3-096,2633.0
W3-097,6824.0
W3-098,6686.0
W3-099,7192.0
W3-100,4181.0
W3-101,2347.0
W3-102,2671.0
W3-103,2971.0
W3-104,3954.0
W3-105,3122.0
W3-106,4020.0
W3-107,2855.0
W3-108,3230.0
W3-109,3633.0
W3-110,6092.0
W3-111,6109.0
W3-112,5665.0
W3-113,5676.0
W3-114,6534.0
W3-115,4787.0
W3-116,2704.0
W3-117,5329.0
W3-118,5919.0
W3-119,5513.0
W3-120,4419.0
W3-121,5167.0
W3-122,6520.0
W3-123,4378.0
W3-124,3652.0
W3-125,3717.0
W3-126,4020.0
W3-127,4961.0
W3-128,3618.0
W3-129,5129.0
W3-130,3780.0
W3-131,4034.0
W3-132,3229.0
W3-133,3879.0
W3-134,2606.0
W3-135,4731.0
W3-136,2935.0
W3-137,3195.0
W3-138,3574.0
W3-139,4169.0
W3-140,5130.0
W3-141,3758.0
W3-142,7771.0
W3-143,5004.0
W3-144,4536.0
W3-145,4726.0
W3-146,3976.0
W3-147,5425.0
W3-148,4509.0
W3-149,2447.0
W3-150,2908.0
W3-151,2578.0
W3-152,3260.0
W3-153,1613.0
W3-154,3094.0
W3-155,1582.0
W3-156,3086.0
W3-157,2260.0
W3-158,3799.0
W3-159,4191.0
W3-160,6338.0
W3-161,2999.0
W3-162,3830.0
W3-163,3419.0
W3-164,3918.0
W3-165,3081.0
W3-166,4438.0
W3-167,3371.0
W3-168,3765.0
W3-169,4237.0
W3-170,4049.0
W3-171,4113.0
W3-172,5496.0
W3-173,6340.0
W3-174,6797.0
W3-175,4529.0
W3-176,5742.0
W3-177,2091.0
W3-178,2902.0
W3-179,5029.0
W3-180,6908.0
W3-181,4936.0
W3-182,5787.0
W3-183,6202.0
W3-184,6387.0
W3-185,3152.0
W3-186,3878.0
W3-187,3336.0
W3-188,4514.0
W3-189,3763.0
W3-190,5860.0
W3-191,5056.0
W3-192,1506.0
W3-193,1707.0
W3-194,5445.0
W3-195,4518.0
W3-196,4107.0
W3-197,4711.0
W3-198,3726.0
W3-199,1671.0
W3-200,349.0
W3-301,6059.0
W3-302,3714.0
W3-303,3567.0
W3-304,2805.0
W3-305,4916.0
W3-306,2802.0
W3-307,3262.0
W3-308,2222.0
W3-309,4347.0
W3-310,6203.0
W3-311,4740.0
W3-312,4629.0
W3-313,3030.0
W3-314,4514.0
W3-315,2075.0
W3-316,1150.0
W3-317,2581.0
W3-318,2091.0
W3-319,4335.0
W3-320,1896.0
W3-321,3502.0
W3-322,1721.0
W3-323,2102.0
W3-324,1618.0
W3-325,5264.0
W3-326,2848.0
W3-327,1998.0
W3-328,4499.0
