,plant_0810_1200_W2W3_plantArea
W3-065,630.0
W3-066,526.0
W3-067,1226.0
W3-068,1087.0
W3-069,1054.0
W3-070,515.0
W3-071,357.0
W3-072,1026.0
W3-073,920.0
W3-074,1414.0
W3-075,895.0
W3-076,1476.0
W3-077,1249.0
W3-078,929.0
W3-079,829.0
W3-080,1289.0
W3-081,1370.0
W3-082,169.0
W3-083,458.0
W3-084,451.0
W3-085,991.0
W3-086,1216.0
W3-087,599.0
W3-088,270.0
W3-089,723.0
W3-090,322.0
W3-091,403.0
W3-092,279.0
W3-093,129.0
W3-094,265.0
W3-095,198.0
W3-096,499.0
W3-097,1255.0
W3-098,1152.0
W3-099,1114.0
W3-100,749.0
W3-101,407.0
W3-102,260.0
W3-103,562.0
W3-104,483.0
W3-105,415.0
W3-106,416.0
W3-107,331.0
W3-108,290.0
W3-109,433.0
W3-110,933.0
W3-111,1273.0
W3-112,917.0
W3-113,963.0
W3-114,1281.0
W3-115,780.0
W3-116,681.0
W3-117,1138.0
W3-118,912.0
W3-119,1140.0
W3-120,774.0
W3-121,732.0
W3-122,1206.0
W3-123,623.0
W3-124,653.0
W3-125,462.0
W3-126,585.0
W3-127,1257.0
W3-128,570.0
W3-129,959.0
W3-130,726.0
W3-131,481.0
W3-132,350.0
W3-133,433.0
W3-134,715.0
W3-135,568.0
W3-136,404.0
W3-137,248.0
W3-138,567.0
W3-139,531.0
W3-140,908.0
W3-141,711.0
W3-142,1676.0
W3-143,891.0
W3-144,833.0
W3-145,1457.0
W3-146,1003.0
W3-147,918.0
W3-148,995.0
W3-149,659.0
W3-150,962.0
W3-151,357.0
W3-152,468.0
W3-153,869.0
W3-154,819.0
W3-155,225.0
W3-156,593.0
W3-157,401.0
W3-158,548.0
W3-159,1010.0
W3-160,893.0
W3-161,400.0
W3-162,911.0
W3-163,876.0
W3-164,850.0
W3-165,898.0
W3-166,926.0
W3-167,548.0
W3-168,958.0
W3-169,620.0
W3-170,657.0
W3-171,800.0
W3-172,794.0
W3-173,980.0
W3-174,1546.0
W3-175,1061.0
W3-176,901.0
W3-177,260.0
W3-178,367.0
W3-179,727.0
W3-180,886.0
W3-181,761.0
W3-182,1229.0
W3-183,1181.0
W3-184,1131.0
W3-185,772.0
W3-186,322.0
W3-187,401.0
W3-188,571.0
W3-189,651.0
W3-190,890.0
W3-191,877.0
W3-192,165.0
W3-193,231.0
W3-194,343.0
W3-195,908.0
W3-196,626.0
W3-197,593.0
W3-198,830.0
W3-199,479.0
W3-200,68.0
W3-301,929.0
W3-302,379.0
W3-303,914.0
W3-304,857.0
W3-305,708.0
W3-306,542.0
W3-307,843.0
W3-308,219.0
W3-309,899.0
W3-310,1008.0
W3-311,333.0
W3-312,1253.0
W3-313,829.0
W3-314,920.0
W3-315,416.0
W3-316,593.0
W3-317,435.0
W3-318,1055.0
W3-319,1011.0
W3-320,243.0
W3-321,572.0
W3-322,519.0
W3-323,411.0
W3-324,950.0
W3-325,609.0
W3-326,802.0
W3-327,320.0
W3-328,867.0
