,plant_0822_1255_W1W4_plantArea
W1-178,8179.0
W1-179,8397.0
W1-180,6512.0
W1-181,4656.0
W1-182,1527.0
W1-183,2803.0
W1-184,3108.0
W1-185,6851.0
W1-186,8722.0
W1-187,5146.0
W1-188,3008.0
W1-189,6839.0
W1-190,6590.0
W1-191,5204.0
W1-192,3403.0
W1-193,3535.0
W1-194,3349.0
W1-195,4381.0
W1-196,2769.0
W1-197,2746.0
W1-198,2459.0
W1-199,3920.0
W1-200,4321.0
W1-301,2374.0
W1-302,2758.0
W1-303,5166.0
W1-304,3244.0
W1-305,6261.0
W1-306,3266.0
W1-307,5568.0
W1-308,3962.0
W1-309,5875.0
W1-310,5992.0
W1-311,3723.0
W1-312,6353.0
W1-313,4847.0
W1-314,5572.0
W1-315,8646.0
W1-316,7372.0
W1-317,5516.0
W1-318,7036.0
W1-319,7891.0
W1-320,4510.0
W1-321,2943.0
W1-322,6826.0
W1-323,5847.0
W1-324,6407.0
W1-325,7586.0
W1-326,6050.0
W1-327,1979.0
W1-328,6548.0
W4-001,2017.0
W4-002,1799.0
W4-003,3216.0
W4-004,991.0
W4-005,4065.0
W4-006,4156.0
W4-007,3717.0
W4-008,2441.0
W4-009,3418.0
W4-010,3567.0
W4-011,1211.0
W4-012,1646.0
W4-013,1644.0
W4-014,2095.0
W4-015,2895.0
W4-016,3434.0
W4-017,2738.0
W4-018,1689.0
W4-019,1572.0
W4-020,1170.0
W4-021,3500.0
W4-022,2943.0
W4-023,2141.0
W4-024,2542.0
W4-025,3455.0
W4-026,3022.0
W4-027,3388.0
W4-028,4078.0
W4-029,1696.0
W4-030,2427.0
W4-031,3980.0
W4-032,1042.0
W4-033,3084.0
W4-034,4489.0
W4-035,3414.0
W4-036,3596.0
W4-037,3436.0
W4-038,3151.0
W4-039,3707.0
W4-040,3970.0
W4-041,2809.0
W4-042,3223.0
W4-043,2253.0
W4-044,1880.0
W4-045,3147.0
W4-046,2627.0
W4-047,1695.0
W4-048,1081.0
W4-049,1279.0
W4-050,2705.0
W4-051,1533.0
W4-052,1976.0
W4-053,1742.0
W4-054,1225.0
W4-055,1550.0
W4-056,1995.0
W4-057,1719.0
W4-058,2539.0
W4-059,2147.0
W4-060,2445.0
W4-061,1894.0
W4-062,2037.0
W4-063,1782.0
W4-064,1961.0
W4-065,2589.0
W4-066,1891.0
W4-067,1807.0
W4-068,2472.0
W4-069,1422.0
W4-070,1767.0
W4-071,1058.0
W4-072,2393.0
W4-073,1442.0
W4-074,896.0
W4-075,955.0
W4-076,2269.0
W4-077,2003.0
W4-078,3676.0
W4-079,3024.0
W4-080,3616.0
W4-081,1360.0
W4-082,1690.0
W4-083,3574.0
W4-084,1830.0
W4-085,3346.0
W4-086,3054.0
W4-087,1281.0
W4-088,1500.0
W4-089,2877.0
W4-090,3481.0
W4-091,2443.0
W4-092,949.0
W4-093,1512.0
W4-094,1605.0
W4-095,854.0
W4-096,610.0
W4-097,1297.0
W4-098,1657.0
W4-099,985.0
W4-100,1378.0
W4-101,2634.0
W4-102,2401.0
W4-103,2280.0
W4-104,2361.0
W4-105,2094.0
W4-106,1645.0
W4-107,2449.0
W4-108,1831.0
W4-109,3814.0
W4-110,4089.0
W4-111,2821.0
W4-112,3063.0
W4-113,3971.0
W4-114,2885.0
W4-115,3788.0
W4-116,2915.0
W4-117,2553.0
W4-118,2628.0
W4-119,3097.0
W4-120,2542.0
W4-121,2881.0
W4-122,1160.0
W4-123,2187.0
W4-124,3555.0
W4-125,1801.0
W4-126,1821.0
W4-127,2848.0
W4-128,3497.0
W4-129,2269.0
W4-130,2230.0
W4-131,1877.0
W4-132,2067.0
W4-133,2168.0
W4-134,1629.0
W4-135,1808.0
W4-136,3496.0
W4-137,2335.0
W4-138,1778.0
W4-139,2651.0
W4-140,2315.0
W4-141,2903.0
W4-142,2684.0
W4-143,3988.0
W4-144,1757.0
W4-145,3224.0
W4-146,2053.0
W4-147,2746.0
W4-148,1324.0
W4-149,1344.0
W4-150,671.0
W4-151,1167.0
W4-152,2342.0
W4-153,2245.0
W4-154,940.0
W4-155,999.0
W4-156,800.0
W4-157,1696.0
W4-158,1982.0
W4-159,1661.0
W4-160,2134.0
W4-161,1832.0
W4-162,1977.0
W4-163,1495.0
W4-164,1570.0
W4-165,1694.0
W4-166,1957.0
W4-167,1121.0
W4-168,1871.0
W4-169,1317.0
W4-170,1981.0
W4-171,935.0
W4-172,1702.0
W4-173,753.0
W4-174,762.0
W4-175,751.0
W4-176,792.0
W4-177,1773.0
W4-178,918.0
W4-179,619.0
W4-180,967.0
W4-181,464.0
W4-182,668.0
W4-183,866.0
W4-184,213.0
W4-185,679.0
W4-186,906.0
W4-187,1155.0
W4-188,1527.0
W4-189,1563.0
W4-190,1728.0
W4-191,1242.0
W4-192,2668.0
W4-193,2434.0
W4-194,2178.0
W4-195,2235.0
W4-196,2283.0
W4-197,1775.0
W4-198,1361.0
W4-199,830.0
W4-200,1078.0
W4-301,2318.0
W4-302,4073.0
W4-303,2907.0
W4-304,2853.0
W4-305,1464.0
W4-306,3234.0
W4-307,1492.0
W4-308,2871.0
W4-309,2773.0
W4-310,2321.0
W4-311,1301.0
W4-312,2089.0
W4-313,1321.0
W4-314,2720.0
W4-315,3285.0
W4-316,3332.0
W4-317,3795.0
W4-318,3763.0
W4-319,2135.0
W4-320,2238.0
W4-321,3456.0
W4-322,2178.0
W4-323,2765.0
W4-324,2510.0
W4-325,3633.0
W4-326,1740.0
W4-327,1295.0
W4-328,1975.0
