,plant_0824_1120_W2W3_plantArea
W2-117,4117.0
W2-118,3906.0
W2-119,3021.0
W2-120,3477.0
W2-121,4591.0
W2-122,2761.0
W2-123,2468.0
W2-124,3658.0
W2-125,3756.0
W2-126,4178.0
W2-127,4394.0
W2-128,1823.0
W2-129,3740.0
W2-130,3866.0
W2-131,4345.0
W2-132,2973.0
W2-133,3505.0
W2-134,4394.0
W2-135,2831.0
W2-136,2775.0
W2-137,3464.0
W2-138,3479.0
W2-139,1590.0
W2-140,4688.0
W2-141,2462.0
W2-142,2535.0
W2-143,2511.0
W2-144,1397.0
W2-145,2583.0
W2-146,4193.0
W2-147,4273.0
W2-148,2968.0
W2-149,167.0
W2-150,3105.0
W2-151,3120.0
W2-152,1678.0
W2-153,2750.0
W2-154,5386.0
W2-155,2947.0
W2-156,5690.0
W2-157,3842.0
W2-158,1653.0
W2-159,3956.0
W2-160,3082.0
W2-161,2027.0
W2-162,3435.0
W2-163,3565.0
W2-164,4813.0
W2-165,2021.0
W2-166,2490.0
W2-167,3696.0
W2-168,2061.0
W2-169,2285.0
W2-170,3055.0
W2-171,3568.0
W2-172,2161.0
W2-173,2625.0
W2-174,2288.0
W2-175,1809.0
W2-176,4053.0
W2-177,2999.0
W2-178,3060.0
W2-179,4786.0
W2-180,1921.0
W2-181,2535.0
W2-182,737.0
W2-183,3454.0
W2-184,2929.0
W2-185,2439.0
W2-186,1580.0
W2-187,2134.0
W2-188,3728.0
W2-189,3714.0
W2-190,2385.0
W2-191,2118.0
W2-192,4026.0
W2-193,3338.0
W2-194,2799.0
W2-195,2175.0
W2-196,2723.0
W2-197,2014.0
W2-198,3141.0
W2-199,2851.0
W2-200,3810.0
W2-301,2595.0
W2-302,1232.0
W2-303,1955.0
W2-304,3467.0
W2-305,2126.0
W2-306,1653.0
W2-307,2909.0
W2-308,1951.0
W2-309,2661.0
W2-310,2890.0
W2-311,2028.0
W2-312,4297.0
W2-313,2736.0
W2-314,602.0
W2-315,4633.0
W2-316,2280.0
W2-317,3821.0
W2-318,2042.0
W2-319,4041.0
W2-320,3478.0
W2-321,3341.0
W2-322,1984.0
W2-323,2362.0
W2-324,2230.0
W2-325,3809.0
W2-326,2788.0
W2-327,1771.0
W2-328,976.0
W3-001,2860.0
W3-002,2373.0
W3-003,834.0
W3-004,1596.0
W3-005,2175.0
W3-006,2451.0
W3-007,1302.0
W3-008,2596.0
W3-009,1822.0
W3-010,5368.0
W3-011,3139.0
W3-012,3420.0
W3-013,3367.0
W3-014,21.0
W3-015,2318.0
W3-016,1888.0
W3-017,3174.0
W3-018,3967.0
W3-019,2681.0
W3-020,2308.0
W3-021,3062.0
W3-022,2384.0
W3-023,2592.0
W3-024,3907.0
W3-025,2467.0
W3-026,2886.0
W3-027,2853.0
W3-028,4089.0
W3-029,3632.0
W3-030,3761.0
W3-031,2827.0
W3-032,2604.0
W3-033,2364.0
W3-034,3433.0
W3-035,2775.0
W3-036,43.0
W3-037,1900.0
W3-038,1719.0
W3-039,946.0
W3-040,2282.0
W3-041,3374.0
W3-042,3240.0
W3-043,2581.0
W3-044,1603.0
W3-045,4026.0
W3-046,2113.0
W3-047,3814.0
W3-048,4077.0
W3-049,3504.0
W3-050,2053.0
W3-051,2410.0
W3-052,1979.0
W3-053,3037.0
W3-054,1887.0
W3-055,3085.0
W3-056,1175.0
W3-057,1182.0
W3-058,2626.0
W3-059,3783.0
W3-060,2078.0
W3-061,4783.0
W3-062,4128.0
W3-063,1799.0
W3-064,3329.0
W3-065,2651.0
W3-066,2986.0
W3-067,5220.0
W3-068,4559.0
W3-069,2373.0
W3-070,2087.0
W3-071,2184.0
W3-072,4070.0
W3-073,3593.0
W3-074,4592.0
W3-075,4552.0
W3-076,3714.0
W3-077,4831.0
W3-078,4880.0
W3-079,2926.0
W3-080,3643.0
W3-081,4272.0
W3-082,1757.0
W3-083,2577.0
W3-084,1826.0
W3-085,3609.0
W3-086,3936.0
W3-087,2584.0
W3-088,1699.0
W3-089,2767.0
W3-090,2136.0
W3-091,1950.0
W3-092,1372.0
W3-093,170.0
W3-094,1266.0
W3-095,1139.0
W3-096,1737.0
W3-097,4780.0
W3-098,4207.0
W3-099,4611.0
W3-100,3137.0
W3-101,1982.0
W3-102,1724.0
W3-103,2017.0
W3-104,2518.0
W3-105,1913.0
W3-106,2234.0
W3-107,2105.0
W3-108,1748.0
W3-109,2114.0
W3-110,3963.0
W3-111,4174.0
W3-112,3611.0
W3-113,3586.0
W3-114,4424.0
W3-115,2939.0
W3-116,2242.0
W3-117,3169.0
W3-118,3630.0
W3-119,3819.0
W3-120,3191.0
W3-121,2905.0
W3-122,4128.0
W3-123,2706.0
W3-124,2667.0
W3-125,2495.0
W3-126,2677.0
W3-127,3494.0
W3-128,2942.0
W3-129,3643.0
W3-130,2654.0
W3-131,2817.0
W3-132,2128.0
W3-133,2407.0
W3-134,2012.0
W3-135,2292.0
W3-136,1878.0
W3-137,1776.0
W3-138,2432.0
W3-139,2743.0
W3-140,3100.0
W3-141,2441.0
W3-142,5062.0
W3-143,3034.0
W3-144,3117.0
W3-145,3408.0
W3-146,2820.0
W3-147,3727.0
W3-148,3274.0
W3-149,2140.0
W3-150,3347.0
W3-151,1749.0
W3-152,2383.0
W3-153,1522.0
W3-154,2232.0
W3-155,988.0
W3-156,1977.0
W3-157,1471.0
W3-158,2489.0
W3-159,2830.0
W3-160,3451.0
W3-161,1763.0
W3-162,2983.0
W3-163,2338.0
W3-164,2359.0
W3-165,2459.0
W3-166,2792.0
W3-167,2362.0
W3-168,2702.0
W3-169,2498.0
W3-170,2739.0
W3-171,2937.0
W3-172,3183.0
W3-173,3981.0
W3-174,4274.0
W3-175,3095.0
W3-176,3788.0
W3-177,1477.0
W3-178,1582.0
W3-179,3334.0
W3-180,4027.0
W3-181,3016.0
W3-182,3448.0
W3-183,4349.0
W3-184,4083.0
W3-185,1326.0
W3-186,1993.0
W3-187,2052.0
W3-188,2665.0
W3-189,2736.0
W3-190,3862.0
W3-191,3236.0
W3-192,843.0
W3-193,1036.0
W3-194,2926.0
W3-195,2936.0
W3-196,2677.0
W3-197,2933.0
W3-198,3262.0
W3-199,2559.0
W3-200,609.0
W3-301,3795.0
W3-302,1816.0
W3-303,3239.0
W3-304,1330.0
W3-305,3003.0
W3-306,1172.0
W3-307,2747.0
W3-308,1588.0
W3-309,2647.0
W3-310,3700.0
W3-311,2497.0
W3-312,2374.0
W3-313,1441.0
W3-314,2903.0
W3-315,1815.0
W3-316,1475.0
W3-317,2181.0
W3-318,1652.0
W3-319,3171.0
W3-320,1501.0
W3-321,2081.0
W3-322,2045.0
W3-323,1925.0
W3-324,3605.0
W3-325,3322.0
W3-326,1733.0
W3-327,2346.0
W3-328,3172.0
