,plant_0818_1145_W1W4_plantArea
W1-157,2806.0
W1-158,3070.0
W1-159,4705.0
W1-160,3754.0
W1-161,4248.0
W1-162,3363.0
W1-163,4951.0
W1-164,2631.0
W1-165,4349.0
W1-166,4222.0
W1-167,4162.0
W1-168,4670.0
W1-169,4890.0
W1-170,4107.0
W1-171,2247.0
W1-172,2546.0
W1-173,1907.0
W1-174,1789.0
W1-175,1652.0
W1-176,4143.0
W1-177,2762.0
W1-178,3382.0
W1-179,3934.0
W1-180,3246.0
W1-181,2245.0
W1-182,454.0
W1-183,646.0
W1-184,1180.0
W1-185,3432.0
W1-186,4312.0
W1-187,2560.0
W1-188,1290.0
W1-189,3130.0
W1-190,2950.0
W1-191,1792.0
W1-192,1066.0
W1-193,1813.0
W1-194,1247.0
W1-195,1572.0
W1-196,1285.0
W1-197,839.0
W1-198,1293.0
W1-199,1574.0
W1-200,2455.0
W1-301,636.0
W1-302,808.0
W1-303,2296.0
W1-304,1413.0
W1-305,3003.0
W1-306,1584.0
W1-307,3034.0
W1-308,2109.0
W1-309,3953.0
W1-310,4250.0
W1-311,2150.0
W1-312,4394.0
W1-313,3104.0
W1-314,3702.0
W1-315,4413.0
W1-316,2593.0
W1-317,2113.0
W1-318,3784.0
W1-319,3920.0
W1-320,1835.0
W1-321,2285.0
W1-322,2600.0
W1-323,2952.0
W1-324,3396.0
W1-325,4148.0
W1-326,4412.0
W1-327,782.0
W1-328,3369.0
W4-001,207.0
W4-002,368.0
W4-003,397.0
W4-004,28.0
W4-005,930.0
W4-006,679.0
W4-007,797.0
W4-008,844.0
W4-009,842.0
W4-010,532.0
W4-011,279.0
W4-012,277.0
W4-013,160.0
W4-014,531.0
W4-015,710.0
W4-016,569.0
W4-017,481.0
W4-018,218.0
W4-019,314.0
W4-020,208.0
W4-021,469.0
W4-022,108.0
W4-023,327.0
W4-024,415.0
W4-025,471.0
W4-026,636.0
W4-027,614.0
W4-028,1169.0
W4-029,220.0
W4-030,459.0
W4-031,857.0
W4-032,276.0
W4-033,507.0
W4-034,1109.0
W4-035,692.0
W4-036,906.0
W4-037,619.0
W4-038,344.0
W4-039,400.0
W4-040,1034.0
W4-041,253.0
W4-042,670.0
W4-043,284.0
W4-044,128.0
W4-045,739.0
W4-046,618.0
W4-047,240.0
W4-048,221.0
W4-049,94.0
W4-050,856.0
W4-051,226.0
W4-052,210.0
W4-053,114.0
W4-054,75.0
W4-055,99.0
W4-056,192.0
W4-057,88.0
W4-058,226.0
W4-059,268.0
W4-060,349.0
W4-061,132.0
W4-062,179.0
W4-063,142.0
W4-064,240.0
W4-065,255.0
W4-066,260.0
W4-067,248.0
W4-068,379.0
W4-069,164.0
W4-070,256.0
W4-071,87.0
W4-072,382.0
W4-073,179.0
W4-074,83.0
W4-075,36.0
W4-076,324.0
W4-077,426.0
W4-078,649.0
W4-079,453.0
W4-080,1091.0
W4-081,206.0
W4-082,83.0
W4-083,455.0
W4-084,370.0
W4-085,887.0
W4-086,585.0
W4-087,227.0
W4-088,237.0
W4-089,623.0
W4-090,877.0
W4-091,301.0
W4-092,58.0
W4-093,373.0
W4-094,367.0
W4-095,246.0
W4-096,112.0
W4-097,294.0
W4-098,258.0
W4-099,184.0
W4-100,465.0
W4-101,628.0
W4-102,547.0
W4-103,591.0
W4-104,300.0
W4-105,106.0
W4-106,84.0
W4-107,238.0
W4-108,551.0
W4-109,784.0
W4-110,878.0
W4-111,486.0
W4-112,261.0
W4-113,428.0
W4-114,690.0
W4-115,1280.0
W4-116,719.0
W4-117,274.0
W4-118,219.0
W4-119,779.0
W4-120,170.0
W4-121,629.0
W4-122,221.0
W4-123,408.0
W4-124,552.0
W4-125,276.0
W4-126,355.0
W4-127,275.0
W4-128,707.0
W4-129,485.0
W4-130,264.0
W4-131,209.0
W4-132,519.0
W4-133,463.0
W4-134,192.0
W4-135,212.0
W4-136,842.0
W4-137,550.0
W4-138,511.0
W4-139,738.0
W4-140,260.0
W4-141,287.0
W4-142,783.0
W4-143,1034.0
W4-144,288.0
W4-145,914.0
W4-146,387.0
W4-147,511.0
W4-148,368.0
W4-149,436.0
W4-150,60.0
W4-151,183.0
W4-152,580.0
W4-153,409.0
W4-154,250.0
W4-155,183.0
W4-156,198.0
W4-157,246.0
W4-158,554.0
W4-159,246.0
W4-160,233.0
W4-161,271.0
W4-162,285.0
W4-163,249.0
W4-164,247.0
W4-165,418.0
W4-166,206.0
W4-167,133.0
W4-168,235.0
W4-169,191.0
W4-170,392.0
W4-171,172.0
W4-172,533.0
W4-173,98.0
W4-174,138.0
W4-175,138.0
W4-176,181.0
W4-177,543.0
W4-178,249.0
W4-179,92.0
W4-180,167.0
W4-181,83.0
W4-182,126.0
W4-183,187.0
W4-184,8.0
W4-185,186.0
W4-186,237.0
W4-187,147.0
W4-188,354.0
W4-189,233.0
W4-190,282.0
W4-191,122.0
W4-192,615.0
W4-193,273.0
W4-194,352.0
W4-195,527.0
W4-196,754.0
W4-197,599.0
W4-198,82.0
W4-199,285.0
W4-200,361.0
W4-301,337.0
W4-302,804.0
W4-303,330.0
W4-304,424.0
W4-305,281.0
W4-306,277.0
W4-307,273.0
W4-308,537.0
W4-309,472.0
W4-310,338.0
W4-311,131.0
W4-312,317.0
W4-313,488.0
W4-314,741.0
W4-315,456.0
W4-316,474.0
W4-317,516.0
W4-318,718.0
W4-319,345.0
W4-320,168.0
W4-321,578.0
W4-322,410.0
W4-323,488.0
W4-324,388.0
W4-325,1012.0
W4-326,264.0
W4-327,195.0
W4-328,397.0
