,plant_0824_1105_W1W4_plantArea
W1-327,1218.0
W1-328,4633.0
W4-001,707.0
W4-002,488.0
W4-003,1167.0
W4-004,89.0
W4-005,1668.0
W4-006,2006.0
W4-007,1619.0
W4-008,1647.0
W4-009,1848.0
W4-010,1613.0
W4-011,610.0
W4-012,784.0
W4-013,663.0
W4-014,1195.0
W4-015,1737.0
W4-016,1832.0
W4-017,1070.0
W4-018,438.0
W4-019,417.0
W4-020,326.0
W4-021,1393.0
W4-022,258.0
W4-023,402.0
W4-024,1045.0
W4-025,1240.0
W4-026,1324.0
W4-027,1992.0
W4-028,2083.0
W4-029,678.0
W4-030,990.0
W4-031,2302.0
W4-032,625.0
W4-033,1699.0
W4-034,2822.0
W4-035,1763.0
W4-036,2136.0
W4-037,1892.0
W4-038,1141.0
W4-039,1095.0
W4-040,2682.0
W4-041,993.0
W4-042,1505.0
W4-043,796.0
W4-044,526.0
W4-045,1836.0
W4-046,1377.0
W4-047,550.0
W4-048,572.0
W4-049,331.0
W4-050,1420.0
W4-051,344.0
W4-052,400.0
W4-053,402.0
W4-054,125.0
W4-055,222.0
W4-056,405.0
W4-057,370.0
W4-058,565.0
W4-059,419.0
W4-060,908.0
W4-061,417.0
W4-062,477.0
W4-063,521.0
W4-064,757.0
W4-065,656.0
W4-066,347.0
W4-067,568.0
W4-068,897.0
W4-069,256.0
W4-070,506.0
W4-071,62.0
W4-072,668.0
W4-073,287.0
W4-074,127.0
W4-075,59.0
W4-076,716.0
W4-077,869.0
W4-078,1782.0
W4-079,1390.0
W4-080,2007.0
W4-081,532.0
W4-082,629.0
W4-083,1470.0
W4-084,764.0
W4-085,1956.0
W4-086,1169.0
W4-087,389.0
W4-088,322.0
W4-089,1102.0
W4-090,1918.0
W4-091,930.0
W4-092,90.0
W4-093,449.0
W4-094,702.0
W4-095,327.0
W4-096,310.0
W4-097,885.0
W4-098,653.0
W4-099,467.0
W4-100,1212.0
W4-101,1480.0
W4-102,1347.0
W4-103,1426.0
W4-104,965.0
W4-105,450.0
W4-106,372.0
W4-107,992.0
W4-108,1135.0
W4-109,1961.0
W4-110,2282.0
W4-111,1072.0
W4-112,1609.0
W4-113,904.0
W4-114,1698.0
W4-115,2327.0
W4-116,1162.0
W4-117,745.0
W4-118,555.0
W4-119,1244.0
W4-120,375.0
W4-121,1558.0
W4-122,536.0
W4-123,1329.0
W4-124,1266.0
W4-125,838.0
W4-126,651.0
W4-127,807.0
W4-128,1321.0
W4-129,845.0
W4-130,506.0
W4-131,556.0
W4-132,884.0
W4-133,907.0
W4-134,490.0
W4-135,541.0
W4-136,2336.0
W4-137,898.0
W4-138,640.0
W4-139,1358.0
W4-140,565.0
W4-141,887.0
W4-142,1309.0
W4-143,2749.0
W4-144,857.0
W4-145,1949.0
W4-146,764.0
W4-147,1075.0
W4-148,584.0
W4-149,663.0
W4-150,185.0
W4-151,597.0
W4-152,1358.0
W4-153,1045.0
W4-154,373.0
W4-155,198.0
W4-156,199.0
W4-157,424.0
W4-158,968.0
W4-159,646.0
W4-160,646.0
W4-161,779.0
W4-162,787.0
W4-163,611.0
W4-164,507.0
W4-165,866.0
W4-166,554.0
W4-167,223.0
W4-168,452.0
W4-169,427.0
W4-170,677.0
W4-171,253.0
W4-172,1029.0
W4-173,287.0
W4-174,396.0
W4-175,267.0
W4-176,359.0
W4-177,728.0
W4-178,352.0
W4-179,253.0
W4-180,285.0
W4-181,143.0
W4-182,189.0
W4-183,364.0
W4-184,16.0
W4-185,404.0
W4-186,435.0
W4-187,423.0
W4-188,909.0
W4-189,831.0
W4-190,622.0
W4-191,565.0
W4-192,1275.0
W4-193,973.0
W4-194,895.0
W4-195,1322.0
W4-196,1468.0
W4-197,1181.0
W4-198,509.0
W4-199,533.0
W4-200,758.0
W4-301,874.0
W4-302,843.0
W4-303,1220.0
W4-304,1021.0
W4-305,418.0
W4-306,1319.0
W4-307,701.0
W4-308,1363.0
W4-309,1148.0
W4-310,1171.0
W4-311,350.0
W4-312,904.0
W4-313,498.0
W4-314,1064.0
W4-315,1149.0
W4-316,1139.0
W4-317,1625.0
W4-318,1889.0
W4-319,745.0
W4-320,622.0
W4-321,1067.0
W4-322,936.0
W4-323,1320.0
W4-324,950.0
W4-325,1856.0
W4-326,654.0
W4-327,597.0
W4-328,894.0
