"","variety","treatment","plot","flower","dryWeight","plantArea","spectral475","spectral550","spectral660","spectral725","spectral850","GRVI","NDVI","NDRE","NDI","RTVI"
"W1-050","GmWMC147","W1",50,1,85.305,68,8393,10984.25,6063.5,53420.5,10474,0.160727846677154,0.177384703520848,-0.200819782763516,0.408158184098728,-275.126923777124
"W1-051","GmJMC054","W1",51,1,81.075,34.5,5978,7838,4202.5,33897,8404.25,0.176867942606515,0.245831148458714,-0.138746847447329,0.395969429980108,-134.509411402598
"W1-052","GmWMC125","W1",52,1,87,138.75,4741,6888,3618,32676,7892.5,0.206865817110664,0.321704564800758,-0.132334354479499,0.467127588385008,-121.812740367438
"W1-053","GmWMC155","W1",53,1,48.83,37.25,6768,8250,4664,34544,7794.5,0.16547565760202,0.191009371840146,-0.130843249922123,0.350995458039016,-127.521407862871
"W1-054","GmWMC108","W1",54,1,23.97,25,6236.5,7542,4157.5,37864,7614.75,0.161345632509906,0.239387164553275,-0.227109154161161,0.435839717310796,-225.620433424475
"W1-055","GmJMC056","W1",55,1,33.38,54,8249.5,8506.75,4538.5,33735,7830.75,0.158354707403915,0.212395098925083,-0.138806896259773,0.367895155370905,-127.768964820846
"W1-056","GmWMC166","W1",56,1,54.855,25.25,10608,9875,4900,34908,8085.5,0.154420133646081,0.163375878358984,-0.144279611607044,0.322318320575272,-132.151179819579
"W1-057","Houjaku Kuwazu","W1",57,1,65.675,90.25,5931,7120.5,3759,30946,7790,0.177651580294114,0.269845701910076,-0.124885050402338,0.40135929912218,-107.987780080996
"W1-058","GmWMC163","W1",58,1,80.14,18.3333333333333,5231,7165,3821,37918,7106.5,0.179772620012755,0.22623499827941,-0.224059431177781,0.475422869136663,-208.687697889809
"W1-059","GmJMC095","W1",59,1,37.175,44,6330,6968.75,3524.5,36999.5,7622.75,0.17503611536903,0.280301894933667,-0.208506654303836,0.477119470415874,-192.381752186216
"W1-060","GmJMC172","W1",60,1,72.12,59.5,9401.5,8758.5,4001,36247,7591.75,0.165517745902215,0.238139125453746,-0.202652103388645,0.454794858873691,-189.961402831234
"W1-061","GmJMC003","W1",61,1,37.33,103.25,6045,7332,4068,28346,7886.5,0.16150316864276,0.240887521726123,-0.093191724260194,0.355242227420203,-79.3344816946369
"W1-062","GmWMC174","W1",62,1,51.23,27,9706,9611.25,4505.5,35807,7885.5,0.178805656999708,0.185918779759168,-0.174635867907167,0.376771680702944,-164.298558195015
"W1-063","GmJMC085","W1",63,1,59.835,111.25,6310,7469,3839,30774,7750,0.186689537988261,0.289829258428036,-0.0922239612823954,0.403404267694811,-81.6458755598701
"W1-064","GmJMC078","W1",64,1,62.355,62.75,7384,8793,4541,35627,8766.5,0.167350029522568,0.254060218472732,-0.130345496585142,0.375867786729273,-128.614716132537
"W1-065","GmJMC179","W1",65,1,81.4,120,6178,7582.75,3819,33250,8028.25,0.189777581485538,0.281763538133801,-0.118095315143638,0.439181669614705,-107.532811991536
"W1-066","GmWMC119","W1",66,1,60.94,78.75,7308,8330,4046,28944,8140,0.206321475358438,0.276458486797321,-0.0778562058178696,0.371731741466234,-69.5720330054871
"W1-067","GmJMC126","W1",67,1,76.66,59,6560,7182.5,3653,26689,7284,0.203587385323858,0.279580038474458,-0.0482268295121144,0.416275080257316,-42.5026898523259
"W1-068","GmWMC182","W1",68,1,40.835,50.5,9066.5,9737.5,5216.5,37527,8793.5,0.171423854425478,0.194127785297861,-0.167237745493431,0.363101624593194,-159.676849944766
"W1-069","GmWMC019","W1",69,1,23.13,31.5,7814.5,8147,4116,37909,7284.5,0.177988296797491,0.25996105114282,-0.191387018151737,0.457923570162289,-182.814474677024
"W1-070","GmJMC177","W1",70,1,73.695,62.25,6976,7547.5,3725,28490,7619,0.20348467918841,0.28488512240216,-0.0730587355926456,0.374404329299104,-65.1640945119984
"W1-071","GmWMC127","W1",71,1,54.145,63.5,8445,8656.75,4494.5,31888.5,8236.5,0.162270718810155,0.229563309642601,-0.109426699592497,0.364846738951003,-102.354503108935
"W1-072","GmWMC115","W1",72,1,67.51,78,5570.5,6989.25,3625.5,28147.5,7559.5,0.17063060030704,0.29264371200359,-0.0907433506486256,0.4192661515622,-78.1216370337355
"W1-073","GmWMC038","W1",73,1,23.58,NA,8499,9577.5,5064,41668,7701,0.146647471687246,0.153047639663199,-0.230159316648189,0.421833048240047,-250.534361324432
"W1-074","GmJMC021","W1",74,1,42.335,92.5,7142,8560.5,4245.5,30455.5,8855.5,0.175222435628912,0.272118123342759,-0.102091401933134,0.381921647927171,-92.732991083877
"W1-075","GmWMC160","W1",75,1,27.58,17.5,11312.5,11273,6220,37250,8787.75,0.135278777175763,0.148102109671195,-0.138972812097376,0.274213707664821,-130.879255548054
"W1-076","GmJMC055","W1",76,1,36.565,74.5,7513,8597.25,4198,31141.5,8095.5,0.166001641145989,0.239472622528557,-0.106801876675123,0.373193462836672,-93.7686493058714
"W1-077","GmWMC046","W1",77,1,30.865,96,6023,7091.75,3381,26039,7835.25,0.195685699688163,0.314756597815506,-0.0292003345699823,0.404059039159364,-33.8388746311873
"W1-078","GmJMC030","W1",78,1,25.335,37.75,6134,7875.5,4259,35459,8247.5,0.169239826041231,0.251649677765286,-0.156364232979565,0.410094572006286,-156.043440777661
"W1-079","GmWMC070","W1",79,1,36.885,58,5358.5,7247.75,4109.5,28892,8188.75,0.178933583817093,0.288530642332364,-0.0664053063550374,0.365142599936995,-66.3131173919209
"W1-080","GmJMC092","W1",80,1,73.705,143.25,6836,8047.5,4446,32727,7981.5,0.155353987331464,0.220931364239787,-0.128235498466674,0.368833482470124,-116.795301484689
"W1-081","GmJMC180","W1",81,1,35.145,40.5,7852,8144.5,4029,24321.5,7923,0.169815412935702,0.244441348451304,-0.00861330081862963,0.294304554631046,-12.2727891837751
"W1-082","GmJMC104","W1",82,1,40.195,84.25,6864,7756,4211,31473,8330.5,0.171467239342011,0.249063505051696,-0.120515882771484,0.415481976193797,-109.956726997208
"W1-083","GmWMC089","W1",83,1,47.23,54.75,6871,7599.5,4030,30897,8558,0.177214087558952,0.269194833594295,-0.0945856201968392,0.378933980301717,-87.3181980601749
"W1-084","5002T","W1",84,1,30.21,29.5,7750,9921.5,5653,24516,9394.5,0.163897927216304,0.19034900694397,0.06434574693829,0.180801552793654,44.6377957796611
"W1-085","GmWMC020","W1",85,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W1-086","GmWMC156","W1",86,1,43.82,37.75,7129,8734,4422,33704,7673.5,0.196423267316661,0.218653060348684,-0.150727733083199,0.365108666363953,-130.828995348392
"W1-087","GmJMC096","W1",87,1,74.585,44.5,6837.5,8156.25,4315,32449,8035.5,0.197500006483019,0.257957361090332,-0.120190253147623,0.379890024772599,-109.915942017098
"W1-088","GmJMC093","W1",88,1,45.765,72.25,6118,8121.5,4330,33512,8203.5,0.187602166420911,0.249977774850952,-0.129698933621255,0.402776346737772,-123.74278713874
"W1-089","GmWMC169","W1",89,1,33.465,66.75,5070,6722.5,3369,28739,7912,0.202947229458345,0.326534377188544,-0.0737692571372481,0.420197929100705,-67.780017361095
"W1-090","GmWMC134","W1",90,1,20.49,36,6255.5,8040.5,3953.5,30616.5,8044.75,0.223896333755176,0.24359497197366,-0.090971544375612,0.374124254653743,-85.3628263971709
"W1-091","GmWMC120","W1",91,1,29.615,41.75,6302,7913.5,4158,34611,7986.5,0.178302862061005,0.23576439596383,-0.181110301101967,0.412613305610469,-158.478869881373
"W1-092","GmJMC080","W1",92,1,64.23,95.75,6053,7811.5,4316,35255,8120,0.180812887089479,0.260593465351033,-0.145130453996638,0.421217558161842,-140.464376615372
"W1-093","GmJMC100","W1",93,1,67.745,79.25,7931,9122.5,5077,40070,8515,0.157476272846633,0.199512951790737,-0.183371900222371,0.405541129912806,-196.565812078435
"W1-094","GmWMC140","W1",94,1,26.32,34.25,7838,9026,4688,46787,8669,0.174878427511389,0.250056667276151,-0.223787453530748,0.47661115620856,-266.963001734203
"W1-095","GmJMC145","W1",95,1,56.68,82.25,6319,7777,4235,42286,8012.5,0.178716708819757,0.211405537639661,-0.194480003139707,0.452680561756662,-227.869309027476
"W1-096","GmJMC098","W1",96,1,56.59,67.75,7331,9945.5,5293,52208,10089,0.183772776364647,0.209813645727685,-0.227779633193794,0.463697438762974,-300.100065778729
"W1-097","GmJMC116","W1",97,1,58.99,65.5,8212,9929.5,5708,50487.5,9665.25,0.166867323548146,0.187776891855106,-0.220820498835555,0.411818563281353,-277.222263307784
"W1-098","GmJMC041","W1",98,1,39.845,62,7137.5,8874,4786.5,52932.5,9502.25,0.185351024283066,0.258166501548116,-0.236960868036481,0.505798727974361,-322.212682015707
"W1-099","GmWMC154","W1",99,1,55.95,68.25,7598,9657.5,5353,56657,10345.5,0.185150993058869,0.227073593237157,-0.238057898319346,0.495287365052985,-317.294492732001
"W1-100","GmJMC114","W1",100,1,68.795,54.25,6385,8998,4878,44289,10105,0.188831520327621,0.283715410594935,-0.165205960389504,0.455381016881509,-197.490123400683
"W1-101","GmWMC191","W1",101,1,77.42,33.25,6358,8024.5,4474,31155,7116.5,0.193449867671434,0.198511668032348,-0.149021989889842,0.359966933674501,-124.35525055093
"W1-102","GmJMC063","W1",102,1,42.45,51.6666666666667,6840,7370,3757,29525,6829,0.184239900192604,0.23485840252911,-0.164272528831751,0.396151646181101,-122.825236965047
"W1-103","C1329","W1",103,1,61.635,42.75,6516,7849.5,4510,32825,7319,0.146042873540197,0.174881418399246,-0.171458583473226,0.358574276309467,-153.35204377474
"W1-104","GmWMC027","W1",104,1,58.36,59,6708,8563.5,4989,32513,8008.5,0.145139045065502,0.194845181959743,-0.163926713833069,0.334119242601594,-131.478638066136
"W1-105","GmWMC022","W1",105,1,26.615,72.25,4586,6300,3390,24959,7202,0.181386652544579,0.306350965521463,-0.0379201612116686,0.396126070560546,-39.1113148117905
"W1-106","GmJMC044","W1",106,1,38.07,85.5,6208,7349.25,3961,29550,7484.5,0.171036610091205,0.228713879263403,-0.13521466325889,0.371646827541296,-107.929474175164
"W1-107","GmWMC107","W1",107,1,47.59,77.5,5504.5,7253,3979.5,29636.5,6737.5,0.187238228694365,0.215750448917299,-0.159275038209107,0.389002722647445,-129.623388664733
"W1-108","GmWMC029","W1",108,1,54.545,42.75,6742,7428.5,3453,34050,6820,0.203325887081395,0.264672397217711,-0.223137382477972,0.459100287151804,-182.204414912189
"W1-109","GmWMC142","W1",109,1,53.225,29.25,7106,7673.5,4007,34052,6976.5,0.180899255289812,0.201385102202698,-0.231417557981637,0.437007753158481,-199.859784203908
"W1-110","GmJMC031","W1",110,1,47.045,46.75,7195,7840,4426,27328,7287,0.150333297384009,0.188046803700992,-0.118633100434457,0.333959868657473,-87.3770574052162
"W1-111","GmJMC105","W1",111,1,35.59,80.75,6261,6942.5,3840,31166,7296.5,0.162485189953549,0.239331825354258,-0.163268581452765,0.41489051432022,-133.311480266051
"W1-112","GmJMC069","W1",112,1,48.85,44.25,6686,7791.5,4376,31683,7371.5,0.154898088400072,0.18751652263853,-0.170945831585112,0.358608158065811,-137.844350619692
"W1-113","GmWMC150","W1",113,1,20.855,26,7058.5,7892,3973,37141.5,7173,0.177515549907174,0.26156320109852,-0.23020653213219,0.457022347280557,-210.101986298438
"W1-114","GmWMC083","W1",114,1,17.565,19.75,6994,8584.5,4375,34942,7258,0.181433000954661,0.182794393069987,-0.189509138428275,0.376542762049313,-172.604543756057
"W1-115","GmWMC113","W1",115,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W1-116","GmWMC151","W1",116,1,49.535,28,8180,8932.25,4906,30671,7698.75,0.146024596227892,0.134598414854155,-0.14891197411412,0.305378898738998,-116.834201481088
"W1-117","GmWMC010","W1",117,1,8.745,41.5,7435,7608.75,3622.5,30152,6714.25,0.185403475366478,0.211926990228802,-0.166427465879383,0.37626924875324,-129.683897142432
"W1-118","GmJMC016","W1",118,1,44.135,82.5,6639.5,7657.25,3963,28818,7997.75,0.169915509368705,0.266005211878073,-0.0812430223636882,0.365601755751904,-74.0286123306557
"W1-119","GmWMC183","W1",119,1,54.09,31,9849,9285.5,4613,31375,7454.5,0.155868015311668,0.191426323672126,-0.142129954471526,0.351311723207722,-126.072088565147
"W1-120","GmWMC124","W1",120,1,37.865,54.5,6808,7885.5,4440.5,35692,7526.5,0.159925075794079,0.202860571374988,-0.203634795978358,0.400185828823083,-193.129029629034
"W1-121","GmWMC123","W1",121,1,66.92,77.5,6508,7358,3665.5,27890.5,7624.75,0.190334366676754,0.296239529529399,-0.0676632235002225,0.402326975874291,-62.294852724576
"W1-122","GmJMC004","W1",122,1,16.05,39.75,6056,7175,4111,30754,7416,0.169772803046449,0.226562784910771,-0.151940838008489,0.36218389208179,-114.396388888942
"W1-123","GmJMC091","W1",123,1,49.39,51.25,6688.5,8390.5,4748.5,27771.5,8318.5,0.15215694624693,0.191115686771932,-0.0809870209707874,0.275934184066584,-62.9987969055749
"W1-124","GmWMC129","W1",124,1,29.355,23,7053,8437.5,5293,34834,8064.25,0.115948292923532,0.15307506626673,-0.212602768101833,0.364839303343168,-202.076882432411
"W1-125","GmWMC012","W1",125,1,62.335,22,8672,9060,4598,29835,8254.5,0.164053655564324,0.215204576966962,-0.0618445048791693,0.310875987555243,-58.954472269419
"W1-126","GmWMC045","W1",126,1,23.06,32,7924.5,8387.25,4300.5,28141,7496.25,0.179039347621681,0.186452443977637,-0.0983554889678754,0.321624848710249,-78.2023546541296
"W1-127","GmJMC040","W1",127,1,40.8,37.75,8440,9021,4531,30646,7837.5,0.173091408241165,0.194558087680797,-0.117512665702797,0.330963260134273,-105.660654163531
"W1-128","GmJMC079","W1",128,1,62.48,80.75,6060,7266.5,3945,30309,7471,0.16889546053902,0.227358691918358,-0.111033834264662,0.385910649745457,-93.639047824526
"W1-129","GmWMC018","W1",129,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W1-130","GmWMC015","W1",130,1,31.04,25.5,7982,7790.5,4105.5,29224,6871,0.173832203437935,0.187542166709471,-0.160428228423007,0.376485286962631,-118.865893639941
"W1-131","GmJMC102","W1",131,1,30.835,70.25,7069,7881,4444,31667,8018,0.151219655914775,0.19049287920745,-0.135958862435292,0.354550717336968,-133.543058474672
"W1-132","GmJMC043","W1",132,1,27.595,24,7408.5,8085,4055.5,25775,6933.5,0.173692971004923,0.209143318396489,-0.0942202624467702,0.338068634247781,-68.6502672181504
"W1-133","GmWMC066","W1",133,1,37.345,44.5,6310,7419.5,4105.5,27092,7714.5,0.168551854866153,0.220033423360585,-0.0722070094021137,0.318062026954246,-57.0381952492625
"W1-134","GmWMC073","W1",134,1,24.625,41.5,5691,6970.5,3938,28276,7378,0.150978605020015,0.236278339539896,-0.106024076347207,0.346112432979346,-95.2515918281626
"W1-135","GmWMC132","W1",135,1,54.675,35,6359,7531,4142,28178,7257.5,0.171159809022471,0.212938698824601,-0.13394997211536,0.357388513926951,-100.185181257025
"W1-136","GmWMC170","W1",136,1,52.145,43,5890.5,7544.75,4040,25828.5,7396.75,0.195131113758768,0.235248950077231,-0.0501531724556144,0.327745372965973,-39.1562648848527
"W1-137","GmJMC033","W1",137,1,46.42,87.75,5155,6744.75,3374,25055,7655,0.217784541927788,0.324118464389431,-0.0191530095112563,0.379647627619987,-21.3274528313929
"W1-138","GmWMC144","W1",138,1,52.545,58.25,6101,7182,3841,26912,7188,0.179539162753308,0.256103761381761,-0.0667664759440884,0.350006009033808,-54.8223982135282
"W1-139","GmWMC118","W1",139,1,58.585,86.25,4954,6779,3367,26591,7205.5,0.209915809824608,0.307406087975112,-0.0623081202033578,0.380907451461119,-53.4499654892072
"W1-140","GmJMC139","W1",140,1,76.59,124.75,5036,6812.5,3748,28848,7400,0.186476275529785,0.279174043696136,-0.112082089027468,0.40749008216777,-93.0788825970993
"W1-141","GmWMC171","W1",141,1,69.97,74.25,5074,7074,3756,29256,7677,0.202821621629447,0.281779455403813,-0.0950967301008053,0.392242872737883,-84.5847624802218
"W1-142","GmJMC002","W1",142,1,16.78,59.5,5267.5,6922,3899,28984,7282.75,0.167405304282151,0.214516621208376,-0.117908986323261,0.358898394986792,-101.699450785302
"W1-143","GmWMC048","W1",143,1,44.625,39.5,5425,7451.5,3889,34282,7712.5,0.186927230241572,0.251261515520448,-0.166285576240209,0.395628899925819,-162.721961385476
"W1-144","GmJMC057","W1",144,1,28.015,29,5956,8076.75,4423,39110,8134,0.189379210642636,0.209445832122346,-0.214516149526083,0.435719739360315,-212.810671558348
"W1-145","GmWMC186","W1",145,1,24.86,14,8010.5,10290.5,5530,41087.5,8378,0.156414631295356,0.125328502740981,-0.22365052340884,0.371579089349899,-221.477740334237
"W1-146","GmWMC075","W1",146,1,49.205,23.25,6242,8153,4737,40116,8114,0.133790426887922,0.193042077743629,-0.210874771906467,0.394756972299032,-220.751292163268
"W1-147","GmWMC011","W1",147,1,16.57,24,6597.5,8790.25,4788.5,42794,8586.75,0.155625211004171,0.184561229784295,-0.223734122600543,0.41800405753074,-260.946162234792
"W1-148","GmJMC081","W1",148,1,47.005,43,7509,9596,5573,48875,10057.75,0.13373676424161,0.17338153028268,-0.235106513597472,0.415369763002541,-291.211946988578
"W1-149","GmJMC130","W1",149,1,52.07,32.5,8010,9881.75,5926,52737.5,9422.5,0.120970541221327,0.154185305105699,-0.260055581997047,0.435728595321595,-348.908884843162
"W1-150","GmWMC071","W1",150,1,49.26,62,6879.5,9314.25,5214,54604,9768.25,0.160834733496444,0.219766401683211,-0.250972684536495,0.467127120949707,-329.986000324543
"W1-151","GmJMC062","W1",151,1,16.775,43.25,6203,7607,4069,31824,7953,0.193074114986461,0.248602163916793,-0.152381925991445,0.389044910052216,-130.73272252898
"W1-152","GmWMC178","W1",152,1,48.22,25.25,7423,8832,4822,34979,7913.5,0.176678717435501,0.169583177162011,-0.178191016490702,0.373779197321005,-165.336729222741
"W1-153","GmWMC157","W1",153,1,15.23,11.5,5695.5,7862.75,4401.5,29158.5,7505,0.181182927986312,0.199230893985277,-0.150368483746851,0.311488649849506,-92.6671033549531
"W1-154","GmWMC001","W1",154,1,18.05,69.5,5369,7021,3793.5,27284,7069.25,0.165500240936449,0.231092815219011,-0.101400257092893,0.370834896445703,-79.6875008427147
"W1-155","GmJMC161","W1",155,1,49.54,65,6363.5,7991.25,4332,29744,7455,0.159161605029267,0.206651496842758,-0.09953055285628,0.345001777868634,-88.0734589453323
"W1-156","GmJMC149","W1",156,1,74.505,102.5,5475.5,7195.5,4211,28454.5,7516.75,0.150883380607252,0.22486983138406,-0.106067797395673,0.344879611736156,-88.2044475566482
"W1-157","GmJMC065","W1",157,1,60.68,52.25,7022,7772,4196,28625,7255,0.15510993051585,0.212334071882471,-0.123491801074493,0.321690916873828,-91.9101891237352
"W1-158","GmJMC058","W1",158,1,61.435,54.25,7200,7901,4229,30891,7139,0.140784070871931,0.189182136983533,-0.143672096883223,0.362616133446848,-123.142980250018
