"","variety","treatment","plot","flower","dryWeight","plantArea","spectral475","spectral550","spectral660","spectral725","spectral850","GRVI","NDVI","NDRE","NDI","RTVI"
"W1-159","GmJMC067","W1",159,1,94.645,106.75,4437,6042,3346,25141,6941.5,0.171201472053349,0.281562841523318,-0.0548170976329313,0.423370656206591,-49.9145653393564
"W1-160","GmJMC007","W1",160,1,41.48,111.5,5398.5,6845,3675,27296.5,7129,0.175931834863863,0.272425544919939,-0.10310200484093,0.38807360767738,-86.1157855508679
"W1-161","GmWMC136","W1",161,1,85.145,80.75,6293,7621.5,4280,28194,7725.5,0.165187109663567,0.224691451994441,-0.0964997310578275,0.344759656750518,-78.6205301094068
"W1-162","C1290","W1",162,1,64.39,79,4403.5,5807.75,2721.5,31830.5,7172.75,0.24359419661295,0.410725835348888,-0.163153580001831,0.553965996586924,-140.491338341314
"W1-163","GmJMC184","W1",163,1,96.7,151.25,4388,6061,3183,25204,6932.5,0.198031653516736,0.313286014607638,-0.0647780039808584,0.42107705789557,-45.3316319816092
"W1-164","GmWMC087","W1",164,1,117.63,38,6931,8285.5,4557,33962,7653,0.168565626256336,0.193277648068745,-0.14658695701559,0.368672491941509,-124.925067896724
"W1-165","GmJMC028","W1",165,1,97.96,80.75,7068,7951,4169,30689,7272,0.171638296094402,0.233277612461617,-0.146056910110194,0.387598115560818,-122.166334026829
"W1-166","GmWMC190","W1",166,1,61.61,117.25,5582,7222.5,3816,31267,7371,0.180742736947086,0.266483464422759,-0.160870679625837,0.405574845423049,-129.577767125368
"W1-167","GmWMC188","W1",167,1,89.355,137.75,5545,7225.5,3598,28925,7754.5,0.220582172420935,0.305866734717428,-0.0834431183405508,0.405644815624388,-75.1085217321897
"W1-168","GmJMC097","W1",168,1,98.505,129.25,5491,6709,3429,27335,7396,0.182113735661648,0.303550457754923,-0.0622460265167076,0.390310495911353,-55.0547113541344
"W1-169","GmJMC023","W1",169,1,73.05,187.25,4368,6255.5,3400,27798,7680.5,0.186023056260781,0.326316700876344,-0.0800949424407408,0.439377455302152,-71.5744226216797
"W1-170","GmJMC082","W1",170,1,90.895,102,5441.5,6827.75,3868,30689,7774.75,0.165950797047894,0.288274293697075,-0.113988991868029,0.39328038908324,-99.4689601886006
"W1-171","GmWMC122","W1",171,1,60.475,53.25,7616,8394.5,4400,29321,7307.5,0.168792784475184,0.203350690676139,-0.132266997766357,0.33289031905975,-104.349540713399
"W1-172","C0394","W1",172,1,55.585,85,6520,7670.75,4006.5,29722,7873.5,0.168127993094926,0.252569557956246,-0.0983801985441912,0.348026985047574,-79.8487288734841
"W1-173","GmJMC167","W1",173,1,81.735,60.25,5452,6608,3590,25913,7343,0.167618727997739,0.278569006707929,-0.0601468368092416,0.367220917736404,-53.1612409588547
"W1-174","GmJMC117","W1",174,1,34.53,44.75,6931,7551.5,3822,31048,7170.5,0.168778558807432,0.238691884308523,-0.145844840186493,0.402516501696143,-119.629960060463
"W1-175","GmJMC032","W1",175,1,41.655,42.75,7046,8255.5,4228,30434,7256.5,0.164715094729813,0.198841084832214,-0.135752993198249,0.33833300098104,-116.163260286507
"W1-176","GmWMC162","W1",176,1,85.39,98.25,5534,7068,3992,26094,7176.5,0.165998556746029,0.213837187311309,-0.0732317562969749,0.323225535262206,-56.5540732891777
"W1-177","GmJMC050","W1",177,1,39.75,37,7158,7783,4124.5,27306,6971.5,0.176368920755602,0.189649754307304,-0.0967721078222376,0.336515836501226,-79.068647719284
"W1-178","GmJMC039","W1",178,1,46.82,83,6853.5,7675.25,4288,30450.5,7285.75,0.158468913726086,0.213665790486291,-0.117293128324797,0.355143665909417,-105.257820209646
"W1-179","GmJMC112","W1",179,1,83.785,65.75,6721,7915.5,4363,28764,7735,0.159682900946475,0.219621900913605,-0.119146410844995,0.335889102299828,-95.7445731046835
"W1-180","GmWMC168","W1",180,1,74.98,35.25,7641,8568,4552,30671,7386.5,0.180449552617002,0.215760015170955,-0.122503352973907,0.343357469641453,-95.5015119492892
"W1-181","GmJMC128","W1",181,1,68.265,51,6200,7556,4130,26597,7223.5,0.179489656072839,0.227963405904536,-0.0477144420945753,0.333748624762789,-34.2302060195961
"W1-182","GmJMC088","W1",182,1,34.5,21.3333333333333,8224,8340.75,4658.5,27477.5,7661.5,0.164556576319614,0.207989471759802,-0.0910607151112678,0.301619303691243,-73.4015174138878
"W1-183","GmWMC109","W1",183,1,35.295,24,9096.5,9050.5,4610.5,28612,7491.25,0.16050429674577,0.17727660383619,-0.0939944730176085,0.279801528454022,-74.7284692524696
"W1-184","GmJMC121","W1",184,1,30.26,33.75,5682,7707,4311,31397,7183,0.168504315419095,0.215252500585508,-0.184137709931593,0.389078678336402,-155.802273261727
"W1-185","GmJMC106","W1",185,1,51.375,58.75,6108,7558,3694,25877,7274.5,0.196842301123528,0.272755566815159,-0.0667333236778773,0.362544923762891,-50.5534448944045
"W1-186","GmJMC137","W1",186,1,83.235,132,5077.5,7248.25,3914,28881,8067.25,0.186715401913257,0.281270071095974,-0.0810767672589852,0.386274509199839,-69.4215815891757
"W1-187","GmJMC158","W1",187,1,45.055,30.75,6795,8484.5,4736,30259,7894,0.176020957495595,0.199947041026928,-0.104441599142339,0.292720283678191,-75.6485419522681
"W1-188","GmWMC042","W1",188,1,15.5,20,5657.5,7974.5,4075.5,26099,7435.75,0.215508063338838,0.226434851585559,-0.0592210205527797,0.302276767489553,-53.4682716471831
"W1-189","GmJMC076","W1",189,1,63.06,40.75,6555,7583.5,4425,31921,7559,0.149061133427699,0.199151134933373,-0.140612105196298,0.337974637189332,-125.253822617892
"W1-190","GmWMC173","W1",190,1,47.09,58.75,5654,7955.5,4269,31677,7934,0.194194892241753,0.22833809761954,-0.135203987424693,0.369713639092361,-119.215079707602
"W1-191","GmWMC192","W1",191,1,38.67,10,8816,9687.75,5377.5,32231,7807.5,0.171987617678551,0.128187040189521,-0.149611943162741,0.281621520884222,-126.970895817064
"W1-192","GmWMC074","W1",192,1,47.765,11.25,6111,8354.5,4559,35542,7546.5,0.179226074596319,0.152165090950953,-0.188035015301981,0.340722932544683,-163.566899576987
"W1-193","GmJMC026","W1",193,1,38.275,25.25,5860,8131.5,4427,35662,7955,0.171638513359546,0.202668672703037,-0.165313287651245,0.378628204250471,-154.114226996746
"W1-194","GmWMC187","W1",194,1,47.755,32.25,5376,7337,3919,37681,7578.5,0.181878312779969,0.249531539701844,-0.222439436538665,0.457258337004249,-209.562898558808
"W1-195","GmJMC131","W1",195,1,45.92,22.5,6830.5,8724.5,5029.5,39008,8158,0.147795438978616,0.173994029225715,-0.194492518282935,0.39320084498949,-194.489432297755
"W1-196","GmWMC153","W1",196,1,37.11,34.75,6077,8464,4633,48746,8803,0.177787234641409,0.229687323708751,-0.26699635431077,0.476557110026462,-313.821366826749
"W1-197","GmWMC181","W1",197,1,29.175,33,6299.5,8704.5,4873,49357.5,9057.75,0.172227578341718,0.233640318678631,-0.267494312012032,0.473782571577681,-320.434685418513
"W1-198","GmJMC037","W1",198,1,41.12,46.75,6006,8331.5,4539,45163,8358.5,0.184467973011976,0.233526168010572,-0.228936762067027,0.467698103789036,-270.32446405244
"W1-199","GmJMC047","W1",199,1,57.425,23.5,7741.5,10447.75,6104,51303.5,9670,0.156203844729395,0.173663649680024,-0.256852307720728,0.426607203374369,-319.015151224939
"W1-200","GmJMC060","W1",200,1,46.13,46,7027.5,9450,5377.5,48033.5,9576.25,0.182165150191263,0.222695104896105,-0.238011216055584,0.444222058598517,-302.682393291894
"W2-001","GmWMC019","W2",1,1,19.5,29.75,6414,7125.5,3419,33638,6602,0.233703435964479,0.232778700557521,-0.217647846102909,0.461929560295076,-179.455332978731
"W2-002","GmWMC129","W2",2,1,37.775,79.25,5823,7353,3854,32705,7213.5,0.195456634774545,0.210884623060012,-0.171004043521788,0.404793575886998,-143.76206600794
"W2-003","GmWMC192","W2",3,1,34.445,28.25,6914,8636.5,4419,34972,7383.5,0.214988554646313,0.161276112052608,-0.211422788013307,0.386236487560033,-182.981580605937
"W2-004","GmWMC024","W2",4,1,33.325,86.5,5760.5,7719,4016,33089.5,7569.5,0.213318970502712,0.228723197603567,-0.16783883993289,0.410729934330417,-137.113858362286
"W2-005","GmJMC088","W2",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W2-006","GmJMC133","W2",6,1,27.17,20.5,5765.5,7548.25,3746,31120,6849.25,0.191940627939593,0.181989451943021,-0.172353445752844,0.34678033417959,-143.00360826499
"W2-007","GmJMC104","W2",7,1,43.075,113,5564,7015.5,3394.5,30540,7643.25,0.222356732634149,0.294813443023585,-0.157681982956011,0.447741153818596,-134.440861745001
"W2-008","GmJMC047","W2",8,1,27.485,59.5,5462.5,7492,3901.5,31717.5,7268.25,0.214460162226308,0.235103406190433,-0.185965555915126,0.443640407500419,-150.361258679275
"W2-009","GmWMC071","W2",9,1,38.435,59.25,6584,7782,3759,30439,7671,0.211030637453996,0.257811381959859,-0.134598358161923,0.369270808853136,-110.265302755038
"W2-010","GmWMC182","W2",10,1,22.02,36.75,6925,8843.5,4760,38804,7866,0.19033966618444,0.150758675177563,-0.227723706298866,0.400400515641527,-222.842192144663
"W2-011","GmWMC143","W2",11,1,38.865,69.25,5915,7336,3746,32532,7483.5,0.210165637343676,0.258886855257277,-0.163009978038976,0.423343055509508,-137.25699405977
"W2-012","GmJMC052","W2",12,1,29.145,42.5,7762,9005.25,4644,33114.5,7705.75,0.194577090329312,0.166168948482403,-0.136835962660884,0.333082821553387,-112.542235765393
"W2-013","GmJMC040","W2",13,1,48.785,65.75,6800,8234,4312,31876,8443,0.192654310787946,0.206817251000403,-0.0856845049109868,0.303551249077405,-81.4240422311121
"W2-014","GmWMC175","W2",14,1,42.55,93.25,7583,8543,4341,32089,8114,0.194144759358639,0.217920018907908,-0.133810726663051,0.364650899868869,-114.368183549341
"W2-015","GmJMC096","W2",15,1,52.1,69.5,5967.5,7599.5,4139,30506.5,7397.25,0.198870187315137,0.214980210005078,-0.144984684951769,0.368320843552051,-111.965639860015
"W2-016","GmJMC009","W2",16,1,13.95,60.5,6209,7406,3741,34542,6976.5,0.216767561122847,0.247787236994659,-0.227909305662571,0.441918995367777,-182.18447349257
"W2-017","GmWMC153","W2",17,1,23.33,74.75,4923,6452,3041,29093,6937,0.235005439163627,0.316565269570538,-0.14754648970019,0.458824015137803,-112.954896636197
"W2-018","GmWMC010","W2",18,1,32.57,81,5489.5,6697.75,3551.5,28326.5,6943,0.198321496809979,0.257238746310463,-0.108637323769396,0.384045192694677,-82.6212644801017
"W2-019","GmJMC080","W2",19,1,37.99,47.75,6132,6852,3666,26595,7014,0.188579986462509,0.196006252815724,-0.0935445394981024,0.329892422026958,-65.4110942625323
"W2-020","GmWMC074","W2",20,1,19.905,20.75,6654,7866.5,4027,31470,7609,0.193027221368712,0.164910254512114,-0.173174066646998,0.371509475022114,-140.463489458697
"W2-021","GmWMC140","W2",21,1,24.28,39,8293,8238,3989,31338.5,7479.5,0.214130858389366,0.220856247994921,-0.181646537441704,0.379650114267915,-134.888158226276
"W2-022","GmJMC076","W2",22,1,53.835,90.75,6472,7615.5,4050,29848,7855,0.202346395692872,0.247964626795265,-0.121362242366215,0.378133638958302,-102.903461732784
"W2-023","GmJMC059","W2",23,1,49.79,60.75,7696,8197.5,4253,28042,8039,0.18560882383864,0.19841585304386,-0.0876024689413311,0.334593499020111,-60.0978869185978
"W2-024","C1329","W2",24,1,48.69,50.25,7364,8701,4840,29229,7895.5,0.187876323033669,0.18762242478492,-0.0877531358570568,0.275546343371755,-79.8143824418565
"W2-025","GmJMC039","W2",25,1,50.84,94.5,7030.5,7975.75,4114.5,29982,7379.5,0.187566027855346,0.200889792134448,-0.14344179120514,0.365390799496113,-107.838843928214
"W2-026","5002T","W2",26,1,53.91,36.3333333333333,6274,7215.5,3786,28969,6610,0.211803437105039,0.171022793665942,-0.209969135476797,0.411476420267923,-147.968328276794
"W2-027","GmJMC021","W2",27,1,49.52,119.25,5256,6727,3466,24361,7297,0.212432135498052,0.258928427179514,-0.0268693305179285,0.360363856443555,-24.4825319735382
"W2-028","GmWMC134","W2",28,1,18.485,41.5,7565,8115.5,4056.5,38713.5,7148.75,0.220408024618608,0.209128541572567,-0.256114406551755,0.45605333721763,-240.306052716632
"W2-029","GmJMC139","W2",29,1,39.18,88.5,4910,6507.75,3327,25244.5,6911,0.233202960753303,0.265715207104692,-0.0761469921157847,0.40080439753087,-54.9387978219449
"W2-030","GmJMC126","W2",30,1,60.4,102,6051,6794.25,3291,25305.5,6730.5,0.260129724573623,0.251737587131442,-0.1065067163577,0.374777113127781,-70.1890820494548
"W2-031","GmJMC105","W2",31,1,45.38,107,5733,7094.5,3789,29144.5,7886.25,0.21573003523773,0.272440102125566,-0.103877509801148,0.398575084220686,-83.9097200830228
"W2-032","GmJMC031","W2",32,1,52.09,76.25,6773,7929,4092,25312,7709,0.204597440143978,0.205567855187135,-0.0682896517927394,0.28941209711236,-41.9209262303793
"W2-033","GmWMC014","W2",33,1,41.095,68,5309.5,6717.5,3494,24389,7236.75,0.225920863657883,0.257483276861826,-0.0176987662093626,0.337136198835904,-18.0947498475323
"W2-034","GmJMC068","W2",34,1,51.865,104,6023,6972,3925,28241.5,7048,0.177541850158712,0.19753049470107,-0.138269300776235,0.341427737699731,-109.995031377799
"W2-035","GmWMC142","W2",35,1,37.455,51,6755,8442.25,4282.5,30115,7197.25,0.213776153387705,0.150053363247407,-0.145424340527579,0.321731648772614,-112.330468159248
"W2-036","GmJMC053","W2",36,1,30.84,42,6206.5,7765.25,4158,27230.5,7016.5,0.19774160350436,0.173831199688804,-0.150988830299591,0.313799339582804,-108.69964780251
"W2-037","GmWMC070","W2",37,1,29.845,62.75,5307,7167,3548,25681,7339.5,0.231882182718332,0.229336065405615,-0.0494120330508529,0.339777678244228,-39.9654291585328
"W2-038","GmWMC020","W2",38,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W2-039","GmJMC100","W2",39,1,42.97,53.25,5878,7261.5,3868,27436,6957.5,0.189387929287383,0.184761093439348,-0.129698931988683,0.322332478808146,-91.7963567716049
"W2-040","GmWMC001","W2",40,1,17.345,58.25,5652,7415,3664,27668,7494,0.220357390484151,0.219816811376416,-0.109113180429262,0.357224757760798,-84.6064047704747
"W2-041","GmJMC128","W2",41,1,31.2,32,7490.5,8585.75,4827.5,31751,7801.25,0.209654542332276,0.163750293862235,-0.146013201532036,0.3106624675557,-122.274396300639
"W2-042","GmJMC082","W2",42,1,51.13,44.25,5417,7600,3880,30238,7609,0.216288146332774,0.244764728620532,-0.109941079469899,0.368802413362186,-97.6033054310067
"W2-043","GmWMC151","W2",43,1,33.85,24,6841,8606.5,4669,32446,6900,0.188447008122146,0.125558991824732,-0.174927869334095,0.327142392301319,-149.70901072049
"W2-044","GmJMC172","W2",44,1,19.445,29.5,6413.5,8379.75,4441,32932.5,7586.75,0.194623728422941,0.173835917619848,-0.181261579858277,0.3773970713566,-137.918439295034
"W2-045","GmJMC056","W2",45,1,48.585,55,6386.5,8424.75,4464.5,37555.5,7453,0.190575936539026,0.175912293472289,-0.179875591356228,0.352249863303454,-167.429396111312
"W2-046","GmWMC125","W2",46,1,65.915,105.5,5017,7635.25,3666,36507,8032,0.258249676933547,0.301832081308921,-0.169419320603477,0.455508870764651,-163.808424377292
"W2-047","GmJMC058","W2",47,1,25.72,43.5,7544,9182.75,5071,45257.5,8668,0.182751462129952,0.178276097120784,-0.217117451216208,0.413511765367442,-244.740458090864
"W2-048","GmJMC117","W2",48,1,41.345,58.5,7022,9546,4753,47022.5,9048.5,0.213766751284746,0.218484751519755,-0.217966261361193,0.443137521336944,-265.058132836317
"W2-049","GmJMC005","W2",49,1,33.44,62.25,7088,8858,4256,43448,9092.5,0.218711514337413,0.240377797593691,-0.200794912633016,0.46457738762521,-231.671370244518
"W2-050","GmJMC060","W2",50,1,37.85,44,7777.5,10841.75,5416.5,49734,9283.75,0.208412986214125,0.191419875495314,-0.239323137879191,0.439099294150076,-274.040298428829
"W2-051","GmWMC087","W2",51,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W2-052","GmWMC178","W2",52,1,32.635,48.5,6593,8438.75,4390.5,36112,7687.75,0.189657512274489,0.186695582130863,-0.194697967320116,0.382669980214446,-187.896618196108
"W2-053","GmJMC055","W2",53,1,9.43,9.66666666666667,7342,9813.5,5175,40821,7927.5,0.223070953264509,0.134196647567688,-0.246851278616295,0.404651234761222,-247.835027983004
"W2-054","GmJMC062","W2",54,1,31.65,99,6033,7644.5,3542,34698.5,7537.75,0.247702062514007,0.281434184942202,-0.205527628245814,0.457499241881293,-184.676643352268
"W2-055","GmJMC025","W2",55,1,30.865,48.25,7045,8748,4617,37964,7648,0.189036488129701,0.16162959766017,-0.248702951574871,0.38271251858748,-227.130066095946
"W2-056","GmJMC079","W2",56,1,29.045,56.5,5532,7105,3750,34909,7353,0.203170128489747,0.217577774730712,-0.23623366490105,0.444764859532625,-197.571329231814
"W2-057","GmJMC102","W2",57,1,46.18,138,6179,7001,3873,27778,7360.5,0.192494687022173,0.234973449746749,-0.104560834177562,0.353985436769514,-82.3474228870616
"W2-058","GmWMC148","W2",58,1,48.955,147.5,4357,6477.25,2905,26765.5,7391.5,0.269737283696074,0.370798161944638,-0.0515858527200111,0.467887891128836,-44.5709908450559
"W2-059","C1290","W2",59,1,42.085,62.75,4853,7140.5,3293,34596,7674,0.254646729325284,0.306278983719048,-0.194833595273019,0.506149269430145,-166.048709266269
"W2-060","GmWMC191","W2",60,1,73.905,48,6147.5,8075.5,4017,31115.5,7524.5,0.223378765771663,0.218833006103782,-0.137360282100677,0.364727444560221,-112.620371100236
"W2-061","GmWMC035","W2",61,1,46.25,95.75,5787,7647,3772,29585,7512.5,0.236303430849536,0.268830963950574,-0.143337798491797,0.364562497912067,-112.837775693478
"W2-062","GmWMC174","W2",62,1,62.22,59,6608.5,8457.75,4436,32191,7688,0.204182862218897,0.189800678785866,-0.164074727230472,0.356035038553994,-138.220310516386
"W2-063","GmWMC072","W2",63,1,70.07,93.25,6133,7150.5,3585,27775,7180.5,0.220172551241983,0.250150225240691,-0.105349291735826,0.390488896975813,-80.6912826126002
"W2-064","GmJMC110","W2",64,1,89.175,121.5,6056.5,7541.5,3751,30009,7903.25,0.217517996227093,0.266873138220737,-0.111811626444308,0.370156736225469,-92.9485845994112
"W2-065","GmJMC030","W2",65,1,28.18,52.25,6987,7950,4008,32959,7793.5,0.221563109063402,0.216218393122089,-0.195938803869405,0.376525470276907,-151.955889569298
"W2-066","GmWMC155","W2",66,1,55.83,43.5,6940,8981.75,4523.5,38131,7746.75,0.212812187407691,0.190126717315656,-0.22013410063836,0.372827518813632,-211.22541713175
"W2-067","GmWMC086","W2",67,1,42.91,46.25,6775,8051,4293,31289,7337.5,0.206514723904363,0.18996172409093,-0.133858759144643,0.336614709631195,-107.116056100287
"W2-068","GmWMC164","W2",68,1,53.975,87.25,6545,8093,4269,34273,7613,0.200786688985261,0.203846702794227,-0.167102399315237,0.397720103010517,-142.178516818979
"W2-069","GmWMC146","W2",69,1,57.64,24.75,6986,7335,3438,31554,6397.5,0.232954915025188,0.203421703976834,-0.198004960607985,0.44266239906829,-144.56581205478
"W2-070","GmWMC038","W2",70,1,36.23,47.25,7440,8311,4402,35874,7244.5,0.19573851614031,0.176452758212688,-0.207637591872787,0.379937105687543,-186.168020448579
"W2-071","GmWMC138","W2",71,1,44.735,69,5926.5,7137.75,3345,27110,7102.5,0.263474383554839,0.304712496630979,-0.107007809112422,0.428241675239751,-82.9475468989817
"W2-072","GmWMC186","W2",72,1,39.06,43.5,7090.5,8469.5,4545,32390,7499.75,0.189555460947938,0.162800129151152,-0.172920392230652,0.342049405628413,-144.475177501139
"W2-073","GmWMC183","W2",73,1,44.215,72,7389,8192.75,3914.5,29982,6932.25,0.225336553336029,0.185497727607095,-0.164852814759735,0.331974972349096,-138.117303841098
"W2-074","Tachiutaka","W2",74,1,33.52,72.75,5921,7259.5,3729,30035,7337,0.199162624014634,0.240165253213421,-0.14460397467678,0.37554831206664,-115.722138488488
"W2-075","C0394","W2",75,1,49.515,77.75,7301,8426,4276,27723,8201.5,0.214533508192216,0.223944190766313,-0.0496134998091639,0.283370578800338,-44.0947528491542
"W2-076","GmJMC069","W2",76,1,65.83,97.25,7199,8144,4103,29569,7517,0.224176526151876,0.19992144285595,-0.123146682925936,0.350984656817155,-94.5452749951284
"W2-077","GmWMC189","W2",77,1,31.02,54.25,7674,8698,4313,28559,7549.5,0.216342661166903,0.185909068530406,-0.0842936123830577,0.290010538666872,-68.1490547528874
"W2-078","GmJMC149","W2",78,1,63.82,143,5759,7123.75,3608.5,26150,7016.75,0.221136088837236,0.238137369217489,-0.0891606553026551,0.355046176660359,-66.3943234339658
"W2-079","GmJMC131","W2",79,1,42.49,102,7143.5,8636,4307.5,30195.5,8125.75,0.224579597069411,0.199992157462475,-0.120475746412793,0.337771696085651,-103.040309899778
"W2-080","GmJMC023","W2",80,1,44.69,155.333333333333,5775,7595.75,3860.5,27925,7693.5,0.234547701604665,0.254120914927922,-0.0525895035241735,0.352420274920336,-40.7445441077399
"W2-081","GmWMC018","W2",81,1,32.235,71.5,5759,7172.5,3681,24431,7502.5,0.238914135207402,0.262641720149345,0.00583609236916644,0.300809330343148,-1.68021106569969
"W2-082","GmJMC033","W2",82,1,29.345,82,5155,6776.75,3093,24821,7294.25,0.276056210730094,0.314548111713442,-0.0410201719708498,0.385104531475204,-34.7407124477032
"W2-083","GmWMC176","W2",83,1,38.75,66.5,6744.5,8282,4202.5,28899.5,7642.25,0.228702921602432,0.195941393494134,-0.0959169241734402,0.325425474072725,-74.4273442651841
"W2-084","GmJMC032","W2",84,1,23.89,46,5789,8211.5,4188,26410.5,7488.75,0.21687846425238,0.191380284629104,-0.0649374098666871,0.288906472816354,-47.8521537597775
"W2-085","GmWMC118","W2",85,1,27.785,51.25,4985,7112.5,3592,27076,7219.5,0.245681910294936,0.241699943542874,-0.092386932965288,0.395695385262705,-70.5793155094422
"W2-086","GmWMC083","W2",86,1,19.56,27,6441,8509,4409,28619,7447.5,0.214977195798393,0.165675253165334,-0.124191105370676,0.30040428722958,-96.4458813661486
"W2-087","Houjaku Kuwazu","W2",87,1,30.37,68.25,5672,7176.5,3613,26796,7175,0.221217801331408,0.227965628344257,-0.0991324602221619,0.340957146974411,-70.5461298991252
"W2-088","GmJMC064","W2",88,1,20.585,33.5,6186,7416.75,4065,27610.5,7072,0.207466205472236,0.176113249249472,-0.0999458655448858,0.342597965945892,-78.6102063915995
"W2-089","UA-4805","W2",89,1,17.86,28.3333333333333,6256,8281,4670,32924,7524,0.187945865726875,0.126648114309562,-0.166942913335192,0.309245557515033,-136.025120270704
"W2-090","GmWMC109","W2",90,1,25.245,33,6388,9056.5,4982.5,36219.5,8416,0.200690766502809,0.173457239217938,-0.152643778429964,0.347383104205287,-144.673425875935
"W2-091","GmJMC049","W2",91,1,35.32,41.75,6691,8637.5,4392,35839,7720,0.217302320886304,0.179277407508795,-0.197680665373001,0.382381607014715,-178.127040571125
"W2-092","GmJMC114","W2",92,1,54.375,48.5,5904,7641.25,3986.5,35729,7127.25,0.205104505776348,0.175193538412517,-0.201598111212234,0.39191139059972,-172.20463958087
"W2-093","GmJMC085","W2",93,1,51.485,36.75,7007,7916.5,4154,35412,7999,0.20965255949856,0.213808278537064,-0.181793787451281,0.419201582111149,-163.573929462516
"W2-094","GmWMC147","W2",94,1,74.03,39.25,6280,8084.5,4257,33710,7103.5,0.215655853403711,0.179956332417296,-0.186708393809875,0.371141992898518,-178.656469519963
"W2-095","GmJMC091","W2",95,1,42.5,82.25,7195,9544,5092,41665,8887,0.211999336247326,0.167644909879503,-0.198326668268996,0.391627316597633,-209.390404930444
"W2-096","GmWMC157","W2",96,1,15.17,15.75,8116,11480,5657,48545,9457,0.225206531910953,0.144152020901236,-0.248281864630011,0.408632884479929,-285.265569124355
"W2-097","GmJMC007","W2",97,1,27.745,81.25,6790,9025,4532,43487,8118,0.214392882459052,0.200917818168442,-0.215088364041837,0.421902181836725,-226.179693632607
"W2-098","GmWMC173","W2",98,1,49.045,60,7999,10734.25,4987,52004.5,9883.5,0.210231087763056,0.218649852051916,-0.237849956268279,0.467224484470026,-299.017854600499
"W2-099","GmJMC090","W2",99,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W2-100","GmJMC145","W2",100,1,38.795,57,8056,10181.25,5112.5,50037,8904.25,0.206488667789661,0.14698850595684,-0.221603495900076,0.428869167718586,-259.038198500768
"W2-101","GmWMC135","W2",101,1,62.74,64.5,5466.5,7388,3830.5,34046,7165.25,0.193755135623983,0.202483899775026,-0.208780060222268,0.398940526413198,-180.337448626361
"W2-102","GmJMC093","W2",102,1,35.935,104.25,5452,7152,3834,28553,7279,0.198838426864939,0.219775266388865,-0.120215245648719,0.373836770632005,-94.7923391496496
"W2-103","GmWMC094","W2",103,1,24.455,80.5,5405,7082.25,3817,29313,7478.25,0.202944791343456,0.230006247397646,-0.131329930968332,0.371832784438673,-101.75931363929
"W2-104","GmWMC190","W2",104,1,43.9,68.5,6146.5,7785.25,4158,28232,7280.25,0.21495338638451,0.191461985878021,-0.111641691932067,0.311203013347692,-84.7804751454348
"W2-105","GmWMC046","W2",105,1,28.115,96.5,5569,6600,3450.5,25003.5,6879.75,0.210062146576897,0.259946649690638,-0.0789405606512311,0.385682921003049,-61.9550753205335
"W2-106","GmJMC158","W2",106,1,48.395,66.25,6555,8095,4540,34391,7744,0.185739108667906,0.18514541430646,-0.193299698429763,0.368422607394383,-166.995319178467
"W2-107","GmJMC167","W2",107,1,45.615,97.75,5426,6958,3815,28945,7244,0.203957153203389,0.21922543520772,-0.137733412513922,0.381565480574983,-107.136400337672
"W2-108","GmJMC111","W2",108,1,68.035,66.5,6288.5,7201.5,4062,30944.5,7499.25,0.178544799139535,0.193945865143925,-0.162179630256116,0.348112276910705,-129.761675838338
"W2-109","GmWMC162","W2",109,1,50.79,73.5,5474,7171.75,4065.5,30839,7337.75,0.185804020675067,0.201057805136629,-0.158176387784208,0.376051275144186,-144.471158550243
"W2-110","GmJMC028","W2",110,1,47.91,40,5997,7271.75,3914,29502,7226.5,0.193516197980509,0.172933967535137,-0.151697758671988,0.314409513360509,-133.08488621561
"W2-111","GmJMC051","W2",111,1,63.8,146,6140.5,7199.5,3857,27907.5,7151.5,0.19810739561517,0.199024973019873,-0.122642207042732,0.33371785521081,-93.1185363818286
"W2-112","GmJMC034","W2",112,1,54.125,187.25,4737,5971,3119,23019,6761,0.21272584086817,0.279350340435693,-0.033915201993732,0.358200053105549,-27.5406943637408
"W2-113","GmJMC106","W2",113,1,42.97,66.25,5876,7473.5,4105,31567,7246.5,0.187580745289509,0.171104652858045,-0.174806175595752,0.356577216242102,-136.705540327939
"W2-114","GmWMC165","W2",114,1,37.615,18,8472.5,8782.5,4765,32719,7335.5,0.17963728435017,0.129122276235559,-0.162267667124399,0.307236484971805,-134.766950900478
"W2-115","GmJMC095","W2",115,1,90.3,90.25,5912,7145.5,3797,31604,7230,0.206013853923115,0.221416909694535,-0.186953362776533,0.394045034709914,-148.419900118281
"W2-116","GmJMC041","W2",116,1,35.11,59.75,5963,7062.5,3820,28663,6975.5,0.200080225381579,0.22578746738352,-0.158531583594937,0.386365277462472,-120.744388128633
"W2-117","GmJMC016","W2",117,1,32.68,102.25,5407,7348,3856,27888,7830,0.203609997320252,0.239515018074771,-0.0433946512965344,0.337192822315531,-40.2439131771816
