"","variety","treatment","plot","flower","dryWeight","plantArea","spectral475","spectral550","spectral660","spectral725","spectral850","GRVI","NDVI","NDRE","NDI","RTVI"
"W1-158","GmJMC058","W1",158,0,61.435,1381.75,2078,3661,1705,25976,8308,0.259294461549187,0.61869168814675,0.0183388023252347,0.62544153687723,-7.0038676538683
"W1-159","GmJMC067","W1",159,0,94.645,1747,1452,2867.5,1193,21984,7549,0.30231200015452,0.697238971478926,0.0420957410113257,0.67998747869817,5.52782268466731
"W1-160","GmJMC007","W1",160,0,41.48,1194.75,2655,3822.5,2028,25369,8148,0.214589262241734,0.559725120815115,0.0102866954536573,0.569620507846394,-11.8319109398233
"W1-161","GmWMC136","W1",161,1,85.145,1638.75,1698,3209,1369,21830,7066.5,0.300876053150019,0.641327318894465,0.0338076240477689,0.647257798073216,2.08465746515967
"W1-162","C1290","W1",162,1,64.39,1302.75,1291,2983.5,1100,23320,7769,0.363642368006083,0.725536446269586,0.0130698322656651,0.716060715100654,-10.7676432342386
"W1-163","GmJMC184","W1",163,1,96.7,1737.5,1516,2965.5,1243,21057,7041.75,0.285934411688537,0.679417077887179,0.0569753838042611,0.645358036685728,15.4087905616084
"W1-164","GmWMC087","W1",164,0,117.63,1143,2808,4366.5,2135,27227.5,7892.75,0.244365666121387,0.511160212076072,-0.0304203139439194,0.56115566039277,-36.728097046681
"W1-165","GmJMC028","W1",165,1,97.96,1677.5,1699,3320,1394,23528,7623.5,0.304004852312812,0.649403347098444,0.0212363830513681,0.638144115397127,-3.67285595494065
"W1-166","GmWMC190","W1",166,1,61.61,1641.75,1490,3309.25,1245,23599,7646,0.337129813991193,0.692683271694201,0.0191443436630944,0.688294802614139,-6.54205543837043
"W1-167","GmWMC188","W1",167,1,89.355,1599,1582,3219,1279,22922,7227,0.31306561048335,0.668726993759358,-0.00866729744060171,0.660646314203726,-20.9917068548552
"W1-168","GmJMC097","W1",168,1,98.505,1933.5,1452,2895.75,1210,23308.5,8083.75,0.293418109505963,0.708348708544908,0.0504418919426174,0.668995885789392,12.0502573060484
"W1-169","GmJMC023","W1",169,0,73.05,1820.25,1726,3166,1401,21496,7522,0.279051160926122,0.655578522947533,0.0685333472293546,0.636083946925772,22.5245619258456
"W1-170","GmJMC082","W1",170,0,90.895,1635.25,1722,3381.5,1388,24025,7914,0.308548938005745,0.66747316079315,0.0352714356305793,0.654746238403027,3.48605679331165
"W1-171","GmWMC122","W1",171,0,60.475,1145,3427.5,5301.25,2621.5,30685,8421.25,0.237661800714658,0.465755713219217,-0.0619833433997085,0.545851053013553,-60.7171410860694
"W1-172","C0394","W1",172,0,55.585,997.75,2197,3911.5,1680,25936,7732,0.288371147242055,0.601502748157874,-0.0282377881524573,0.627305475180943,-33.0241081231448
"W1-173","GmJMC167","W1",173,1,81.735,948,3590,5431.5,2705,32234.5,8508.5,0.22573463416526,0.422826194741527,-0.0891358497968159,0.533052275044407,-80.4821930685035
"W1-174","GmJMC117","W1",174,1,34.53,1011.25,2897,4611,2177,28413,7843.5,0.249189766254771,0.468992886491717,-0.0770603551777362,0.57945054322762,-64.97998543705
"W1-175","GmJMC032","W1",175,0,41.655,1004.5,3621.5,5093.75,2567,28462,7723,0.223129885831,0.43479652820093,-0.0724372931258367,0.537075122334326,-59.9914879429549
"W1-176","GmWMC162","W1",176,1,85.39,1623.5,2290.5,3804.25,1897,22920.5,7226.75,0.236004121021016,0.530369517793943,0.00978109964530528,0.551178319875964,-9.17044487674522
"W1-177","GmJMC050","W1",177,0,39.75,1254.75,2694,4326.5,2201,24520,7410,0.238923905383439,0.480022588467141,-0.0228958190216213,0.536996340704865,-26.0223736693242
"W1-178","GmJMC039","W1",178,0,46.82,1416.75,2945,4347,2438,24739,7905.5,0.199779885261904,0.47060181284843,0.00880823866454323,0.505346527893675,-10.0740453581692
"W1-179","GmJMC112","W1",179,0,83.785,1475.75,1754,3128,1357,21688,7253.5,0.290162660814336,0.647488225260704,0.0395389391169852,0.647210995259932,5.72111851858705
"W1-180","GmWMC168","W1",180,1,74.98,1323.5,1840.5,3392.5,1476.5,23240,7737.5,0.301082637129808,0.648843455864405,0.0435953582842511,0.640407168756144,8.29828823885135
"W1-181","GmJMC128","W1",181,0,68.265,1251,2673,4198.5,1963,27195,8546.5,0.261826523088686,0.56590424947947,0.0170904114863991,0.60127416607035,-6.55962336648127
"W1-182","GmJMC088","W1",182,0,34.5,336.333333333333,4544,6336.5,3200,33183,8014.5,0.232253296121744,0.354861336039322,-0.0932637695580921,0.504374701854453,-84.2330038375693
"W1-183","GmWMC109","W1",183,1,35.295,424.5,5599,7011.75,3920,33892,8253,0.177250190279687,0.266882314678379,-0.122499693989216,0.406426078352075,-103.921372017009
"W1-184","GmJMC121","W1",184,1,30.26,597.75,3430,5373,2642,28033,7704.5,0.237251556236153,0.432932457015243,-0.0529805218727726,0.507465483949278,-47.3852965128393
"W1-185","GmJMC106","W1",185,1,51.375,1512,1757.5,3571.75,1509,24020.5,7862.75,0.281196997542951,0.622648954667885,0.0302952990448663,0.616870617494648,1.22521623447504
"W1-186","GmJMC137","W1",186,1,83.235,1780.25,1695,3375.5,1372,24128,8098.5,0.303715092694188,0.675953917230499,0.0469698043170661,0.658254047515742,11.5360626246957
"W1-187","GmJMC158","W1",187,1,45.055,1125.25,2083,3970,1637,27067,8726,0.321635694623208,0.643037616286908,0.0246224729561033,0.646327895946479,-2.95685422513848
"W1-188","GmWMC042","W1",188,0,15.5,614.5,3635.5,5385.75,2528.5,29653,8727.5,0.254767563009509,0.492966326084999,-0.022434655596979,0.553776378374077,-31.3543858367006
"W1-189","GmJMC076","W1",189,0,63.06,1385.75,2311,4044,1814,26605,8724.25,0.274177692319973,0.609507490988585,0.0369766073653198,0.609322037697816,6.02074741251459
"W1-190","GmWMC173","W1",190,1,47.09,1376.75,2429,4095.5,1916,26390,8980.5,0.267137786882728,0.602394543419335,0.0524755845105241,0.585917724350949,15.7470390477967
"W1-191","GmWMC192","W1",191,1,38.67,969.5,2593,4412.75,1963.5,26873.5,8471.25,0.281574201043354,0.572356437655645,0.0215765317077525,0.584711821897122,-3.64166000448154
"W1-192","GmWMC074","W1",192,0,47.765,471.25,2742,4212,2028,24613,7566,0.265831316118744,0.515491202937437,-0.00270816691667828,0.534333743986533,-16.5259112231745
"W1-193","GmJMC026","W1",193,0,38.275,728.5,2525.5,4054.5,1866,24654,8049.25,0.267995673487581,0.57218398556529,0.0328841401378792,0.557124904739283,3.7200092969578
"W1-194","GmWMC187","W1",194,1,47.755,695.75,2834,4669,2103,25802,7998,0.279975606280676,0.530585220356152,0.00945763874045361,0.526486630185593,-9.07663610872038
"W1-195","GmJMC131","W1",195,0,45.92,810,5113,6917,3845,30148.5,8507.75,0.184611518044887,0.319299988348193,-0.0279386671102755,0.36929063818525,-31.0940703369467
"W1-196","GmWMC153","W1",196,1,37.11,624,3907.5,5757,2861,29476,8720.75,0.238900110118946,0.443515979071413,-0.00331830844506347,0.478914664545422,-17.1674849383334
"W1-197","GmWMC181","W1",197,1,29.175,486.25,4735,6121.5,3155,28668,8313.5,0.205475714183643,0.310957777928578,-0.0270672678388251,0.403455590132186,-27.9423032372702
"W1-198","GmJMC037","W1",198,0,41.12,536,3768,5582.75,2765,28545,8884.75,0.238867960683597,0.454413520455961,0.0314689425584337,0.492144345914865,7.06483681439543
"W1-199","GmJMC047","W1",199,0,57.425,749,5228.5,7037,3807,33207,9429.5,0.188843324686409,0.363067115567934,-0.022851577437756,0.424035788322007,-32.9020221992426
"W1-200","GmJMC060","W1",200,0,46.13,949.5,4101,5987.25,3098.5,31054.5,9789.5,0.213753296250002,0.451869797543936,0.0225753069708557,0.482286172736995,-0.368629274502689
"W2-001","GmWMC019","W2",1,0,19.5,506.25,3215,4720.5,2315,29174,8109.5,0.255256815608473,0.489715643382255,-0.062328458764993,0.575801859892177,-52.9673962263697
"W2-002","GmWMC129","W2",2,1,37.775,621.75,3862,4783,2426,28832,7499.5,0.228381649529631,0.381422839384528,-0.0865171803643879,0.520571329878912,-61.2094082320192
"W2-003","GmWMC192","W2",3,1,34.445,543.25,2490,4549.5,1944,28824,7877.5,0.317405279949994,0.545429843620524,-0.0793271913198932,0.623495765001342,-61.4838084515569
"W2-004","GmWMC024","W2",4,0,33.325,740.75,2966,4809,2194,28499,8021.5,0.272684008220282,0.509922001025881,-0.0592845612513116,0.583564556670941,-50.7021981227686
"W2-005","GmJMC088","W2",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W2-006","GmJMC133","W2",6,1,27.17,373.75,4937,6336.5,3077,34721,7771.5,0.227129383462515,0.309342444822878,-0.165824797547182,0.500421681246348,-124.583927111826
"W2-007","GmJMC104","W2",7,0,43.075,877.75,3078,4335,2176,26536,7533,0.242347691710025,0.472799544250644,-0.0536955157936537,0.540477858064433,-42.0479083920741
"W2-008","GmJMC047","W2",8,0,27.485,484.75,4972,6030.5,3166,32063,7765,0.207625512393997,0.330408407204991,-0.109050441316537,0.467048443232826,-80.7384570907698
"W2-009","GmWMC071","W2",9,0,38.435,768.25,2850,4172.5,2084,26181,7646.5,0.238662853344253,0.502711010529658,-0.0331487446592093,0.561657031492779,-30.744454858104
"W2-010","GmWMC182","W2",10,1,22.02,616.25,5149,6569.5,3202,34146,8166,0.21981390811545,0.333905373522443,-0.132963434423788,0.489923861521973,-102.155737003547
"W2-011","GmWMC143","W2",11,1,38.865,956.75,2652.5,4103,1995.5,26101.5,7786.75,0.259478167893778,0.526759743328901,-0.0267355755940875,0.584893595799241,-29.0840442209168
"W2-012","GmJMC052","W2",12,0,29.145,771,3787.5,5401.5,2920.5,29690,7943.25,0.204261007057928,0.379726285531233,-0.0686143460281692,0.477163848154536,-55.7320684715085
"W2-013","GmJMC040","W2",13,0,48.785,933.75,3250,4843.5,2368,28915,8041,0.249161544158069,0.464924299571643,-0.0555285955068131,0.540899590212623,-47.7108894879209
"W2-014","GmWMC175","W2",14,1,42.55,995.25,3096,4786,2389,28122,7862.5,0.251939068831487,0.467617972746287,-0.0602217984169138,0.533700927953727,-49.008393650878
"W2-015","GmJMC096","W2",15,1,52.1,937.5,2380,4108.5,1876,26561,7985,0.294234879100683,0.581192408919375,-0.0303581960435791,0.602068459375769,-32.9945573676833
"W2-016","GmJMC009","W2",16,0,13.95,461.25,5104,6692.5,3519,33536,8064,0.199696879568237,0.316715902257327,-0.136972587639377,0.453119199637767,-107.068307021941
"W2-017","GmWMC153","W2",17,1,23.33,609.5,3403.5,5105,2307,30020.5,7948.75,0.27490267891264,0.485416325695802,-0.0826605607995552,0.562975564078045,-65.4161850588561
"W2-018","GmWMC010","W2",18,0,32.57,670.75,3407,4610,2367,27189,8021.5,0.236348617168903,0.469485379608712,-0.0283028396382197,0.524940096616708,-29.9793245023901
"W2-019","GmJMC080","W2",19,1,37.99,623,3430,5092.5,2375,30276,8224.5,0.261491882970247,0.487832359866437,-0.0627940331828386,0.564767875125842,-52.9262556593681
"W2-020","GmWMC074","W2",20,0,19.905,426.25,4506,6031,3223,31613,7868.5,0.204792851097057,0.334042486850526,-0.123025135139342,0.449182818767317,-91.0605546264278
"W2-021","GmWMC140","W2",21,1,24.28,581,3708,5105.5,2528.5,29808,8064,0.246621353907515,0.438939509851034,-0.0833468812433705,0.534200832622859,-63.2456093581588
"W2-022","GmJMC076","W2",22,0,53.835,1138.5,2203,3837.25,1696.5,26340,8097,0.293838164720418,0.605219896460703,-0.00443002600704543,0.61974026003351,-18.283423053327
"W2-023","GmJMC059","W2",23,0,49.79,1088.25,2178,3756.5,1755,26831,7996,0.278624728269619,0.594851450746341,-0.0271332147348783,0.620914362496799,-32.2950337131809
"W2-024","C1329","W2",24,1,48.69,1012,3470,5000.75,2438,28374,7782,0.255687826868956,0.453024262407072,-0.0589124937332988,0.537201053881532,-50.091624392739
"W2-025","GmJMC039","W2",25,0,50.84,1031,2584.5,4084.75,1973,25455.5,7720.75,0.263816463547288,0.545752151281163,-0.00854373976264561,0.570860128433271,-19.9236019680035
"W2-026","5002T","W2",26,0,53.91,762,3273,4689,2382,27145,7704.75,0.246074950458915,0.45637360945775,-0.0451242741252223,0.536648863049375,-39.0792839173938
"W2-027","GmJMC021","W2",27,0,49.52,1016.25,2720,3966,2035,24711,7672,0.22460665610291,0.504232456412089,0.00622442354690688,0.544739122718458,-11.028667065229
"W2-028","GmWMC134","W2",28,0,18.485,453.75,2807,5078,2210,30176,8360.5,0.305119368373412,0.531910884245435,-0.0623080248189139,0.593022108483839,-56.9214023229436
"W2-029","GmJMC139","W2",29,1,39.18,1031.5,3019,4574.25,2267,28186,7882.5,0.244498911456035,0.488291532965045,-0.0411214261007534,0.549088457549725,-39.2168419760767
"W2-030","GmJMC126","W2",30,1,60.4,1201.25,2207,3694.5,1680,25132,7840.5,0.275367056408971,0.593731599571016,0.00903369493679405,0.603032257266471,-10.0966664392115
"W2-031","GmJMC105","W2",31,1,45.38,1061.5,2906,4257.75,2109.5,25464,7520,0.245542999400272,0.475430613660842,-0.0240205053089808,0.527356234779504,-27.7272378285275
"W2-032","GmJMC031","W2",32,1,52.09,1163.25,2358,3989,1831,25432,7670.5,0.284525738264427,0.552824025146435,-0.00451807182605727,0.580477353300849,-15.8835516615512
"W2-033","GmWMC014","W2",33,0,41.095,555.333333333333,3024,4441,2157,25671,7596.5,0.263407933259815,0.487480389809623,-0.0336945557995379,0.534553248236969,-31.3909102938713
"W2-034","GmJMC068","W2",34,1,51.865,1051.5,2233,3554.5,1590,23475,7654,0.288263199852762,0.606548885749259,0.0166088784942557,0.613429641098186,-3.90174999822929
"W2-035","GmWMC142","W2",35,0,37.455,875.25,3575,5213,2600,27982,7718,0.237052872893519,0.423925059032632,-0.0423663059559703,0.492404112573951,-36.677538620146
"W2-036","GmJMC053","W2",36,0,30.84,567.75,4647,6017.5,3372,27603,7427,0.187886246651031,0.277648566362098,-0.0633971298171662,0.36684211954523,-44.6725947935584
"W2-037","GmWMC070","W2",37,0,29.845,583.5,4021.5,5309,2809.5,27015.5,7409.5,0.215273046489331,0.366217626475672,-0.0475165674226624,0.443109562221465,-38.6224587263129
"W2-038","GmWMC020","W2",38,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W2-039","GmJMC100","W2",39,0,42.97,933.25,3373,4729.5,2514,26031,7616,0.213735280548825,0.42831788343116,-0.0109910807024448,0.459005963837705,-19.073214120465
"W2-040","GmWMC001","W2",40,0,17.345,372,4501,5605.25,3091.5,26501.5,7924.75,0.195133859871642,0.344309083921823,-0.00270530042375016,0.380321300970974,-12.5528387646547
"W2-041","GmJMC128","W2",41,0,31.2,548.333333333333,4154,5576.5,2774,26977,7824,0.23005583091371,0.374595378937792,-0.0182584165990784,0.425953371719301,-22.8618710131952
"W2-042","GmJMC082","W2",42,1,51.13,562.75,3284,4741,2302,25120,7434.5,0.256562448504532,0.451855646688085,-0.0113603146681065,0.487103697055616,-19.4425222220513
"W2-043","GmWMC151","W2",43,1,33.85,881.75,3005,4810,2353,26112,7777,0.259596541039001,0.477554040361741,0.00871211871949958,0.493462841143841,-7.59259293968806
"W2-044","GmJMC172","W2",44,1,19.445,652.25,3538,5115.5,2774,27099,8122.5,0.215088700390376,0.427356404734551,0.00479842586977658,0.452519883918348,-9.67076471536923
"W2-045","GmJMC056","W2",45,0,48.585,647.5,3574.5,5034.75,2773.5,25820,7608.25,0.211176938911846,0.395622624908308,-0.0118116636659619,0.425112634351973,-16.9974125819617
"W2-046","GmWMC125","W2",46,1,65.915,1226.75,2036,3746.75,1625,23995.5,8075.75,0.303838305650545,0.616166787613083,0.0533625685560218,0.597843009067791,15.0612167500127
"W2-047","GmJMC058","W2",47,0,25.72,702.75,4725,6120,3198,29036,8844,0.19646516004525,0.360377242932623,0.00745622340324881,0.408702439964892,-7.03753327729504
"W2-048","GmJMC117","W2",48,1,41.345,865.5,3111,4605.25,2209,25858,8583,0.255636045526647,0.496406135884472,0.0432119467653071,0.495502519543509,12.6225151665453
"W2-049","GmJMC005","W2",49,0,33.44,623.25,3408,4721,2470,25191,8821.5,0.22531848775664,0.491804735041976,0.0727652576446247,0.495206017425152,29.6663872354571
"W2-050","GmJMC060","W2",50,0,37.85,939,3309,5444.25,2482.5,28899,9220,0.26455780228376,0.505349749438595,0.0413666238649553,0.522288088409802,12.9000303269367
"W2-051","GmWMC087","W2",51,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W2-052","GmWMC178","W2",52,1,32.635,661.5,4295,5813.5,2923,32782,8308,0.235371104101599,0.388495498559798,-0.08805574394475,0.506449618194035,-73.4810602325211
"W2-053","GmJMC055","W2",53,0,9.43,266.666666666667,7196.5,8093,3693.5,40793.5,8734.5,0.215478512990323,0.266057754558695,-0.175516924987192,0.462397136665028,-160.23787809509
"W2-054","GmJMC062","W2",54,0,31.65,912.5,3521.5,5564.25,2643,30498.5,8501,0.270349779852789,0.461841385836908,-0.044633082403546,0.541978490043181,-43.5123506668175
"W2-055","GmJMC025","W2",55,0,30.865,643,4462.5,5898,2834.5,30470.5,7828,0.202546716194198,0.316759935513618,-0.105856113603716,0.468075981401789,-75.1318840242852
"W2-056","GmJMC079","W2",56,0,29.045,468.25,5047,6401.5,3457,33064,8520,0.206453045672195,0.321793930624894,-0.0907246560446891,0.444927347209071,-75.5596605502633
"W2-057","GmJMC102","W2",57,0,46.18,834,5121,6441.25,3498.5,33549.5,8226,0.194062823253729,0.303013773866012,-0.126972099235149,0.456975188964675,-95.5306108640833
"W2-058","GmWMC148","W2",58,1,48.955,1003.75,2359,4312,1934,29100,8557.5,0.293479167919266,0.579244246632176,-0.0271624666337078,0.622027562313067,-33.3653194689902
"W2-059","C1290","W2",59,1,42.085,816.25,1706,3633.5,1414,27689,8620.5,0.354158007741858,0.68715049847635,0.000341984392246043,0.69778978549059,-18.796324210715
"W2-060","GmWMC191","W2",60,1,73.905,833,3048,4747.75,2219.5,28264.5,7934.5,0.261520836811218,0.494927236613291,-0.0287239953038541,0.551462164294151,-33.2312054916654
"W2-061","GmWMC035","W2",61,0,46.25,1138.75,2212,3960.5,1809,26862,8559.5,0.286438232669356,0.610774866060518,0.0193074988462177,0.625071762497234,-5.33792330959705
"W2-062","GmWMC174","W2",62,1,62.22,1309.5,2320.5,4053,1892,27698.5,8598.5,0.269800292819218,0.589991492210822,0.00821379949122397,0.60810592529924,-12.9192682667279
"W2-063","GmWMC072","W2",63,1,70.07,1108,2889,4244.75,1877.5,26955.5,8400.75,0.26700625349711,0.574814203725367,0.00406368033466779,0.610812821159441,-14.9961710264056
"W2-064","GmJMC110","W2",64,0,89.175,1284.25,2437,4204.5,1857,28243,8427.5,0.29366010714919,0.584640385198298,-0.0240987702565502,0.623682014498787,-30.9781238240712
"W2-065","GmJMC030","W2",65,0,28.18,721.25,3043,4752.5,2333,30148,9071,0.257656156941726,0.529978157337189,-0.0232851007011644,0.576065733944878,-32.7501039394874
"W2-066","GmWMC155","W2",66,1,55.83,888.25,3218,5533,2679,31406,8737.5,0.267337886247187,0.474676142381767,-0.0486720176201767,0.538982644796704,-49.2660130458437
"W2-067","GmWMC086","W2",67,0,42.91,718.5,4848,6265.5,3569,32551.5,8666.75,0.177451101356475,0.342963546733003,-0.0673615273833898,0.438459765758792,-59.1929117293112
"W2-068","GmWMC164","W2",68,1,53.975,969,1863,3615.5,1469.5,25566,8120.75,0.3273853527396,0.653949376980753,0.013260718962351,0.658138336475467,-9.17543729559081
"W2-069","GmWMC146","W2",69,1,57.64,609.5,2893,4750.75,2200.5,29489,8114.5,0.248992222593364,0.453119014936345,-0.0605236312192771,0.547035857466811,-48.6396496626805
"W2-070","GmWMC038","W2",70,0,36.23,870,3536,5425.75,2735.5,31743,8931.75,0.231820616335896,0.475283806328852,-0.0383109377790887,0.535910047679222,-42.8461893558553
"W2-071","GmWMC138","W2",71,1,44.735,891.5,1775.5,3626.5,1450,27327,8687.25,0.343195604084457,0.676001850961152,0.0164057301468815,0.677251495163466,-8.83678974370878
"W2-072","GmWMC186","W2",72,1,39.06,736,5107,6983.5,3786.5,35128.5,9015.25,0.202510504566628,0.33459167079616,-0.085221119397226,0.444532808494865,-76.5206718997801
"W2-073","GmWMC183","W2",73,1,44.215,1267.5,4543,6326.5,3305,33626,8535,0.219071230540737,0.372670511585712,-0.0909793377872205,0.484590244660041,-76.9791478965878
"W2-074","Tachiutaka","W2",74,0,33.52,808.75,3869,5277,2859,30034,8724,0.21667749936894,0.431190391615927,-0.0246007550690916,0.508221410300675,-30.7840596790517
"W2-075","C0394","W2",75,0,49.515,800,2562.5,4436.25,2062,28815.5,9057.25,0.271193684068212,0.579453388825192,0.0129902904677495,0.598992239946518,-9.34309686357723
"W2-076","GmJMC069","W2",76,0,65.83,1252.5,2746,4452.75,2105,28449.5,8604.75,0.270434242009585,0.541683846701695,-0.00915458637088262,0.577598512946424,-21.2595208185916
"W2-077","GmWMC189","W2",77,1,31.02,768.25,3350,5562,2734,31979,8854,0.258102495528251,0.469990875720388,-0.0497695015334076,0.5333837707868,-50.1675672685672
"W2-078","GmJMC149","W2",78,1,63.82,1316.5,2887,4616.75,2212,28961,8544.25,0.26624940124462,0.530767852370684,-0.0128316631027973,0.572043038606888,-23.8075841560365
"W2-079","GmJMC131","W2",79,0,42.49,1088.25,3965,5717,2952,31067,8721.5,0.224522479308289,0.433753922573154,-0.0394775749050916,0.502604976148438,-41.1874454378986
"W2-080","GmJMC023","W2",80,0,44.69,1094,3479,5096.5,2618.5,29306.5,8551.25,0.233087527119973,0.456829695384749,-0.0268982660795925,0.531826086342013,-31.3667572034831
"W2-081","GmWMC018","W2",81,0,32.235,672,2971,4686,2140.5,29122,8708.5,0.27148723361622,0.559390437755534,-0.00309066489941338,0.593549055647678,-17.2434965834678
"W2-082","GmJMC033","W2",82,0,29.345,670.666666666667,4926,6112.5,3384,30019,8302.5,0.194943237222495,0.326260247107678,-0.0519998755080075,0.431241213243217,-42.9867883893407
"W2-083","GmWMC176","W2",83,1,38.75,881.25,2912,4923.5,2236,29659,8547,0.282678341559024,0.528117805922022,-0.0260293522251588,0.577060260296628,-33.7456839802938
"W2-084","GmJMC032","W2",84,0,23.89,511.5,4681.5,6263.75,3255,31516.5,8479.5,0.218858621416031,0.350591343680164,-0.0649414799177317,0.450127185642258,-54.1055500570857
"W2-085","GmWMC118","W2",85,0,27.785,671.25,3514,5058,2517,28297,8191,0.255239108229635,0.446897257645422,-0.0193074112935642,0.505672784842927,-24.116380738934
"W2-086","GmWMC083","W2",86,0,19.56,338.333333333333,5316,7081,3702,32638,8171.5,0.219308641521556,0.295995660473187,-0.092334543312636,0.399972114753556,-73.6836527164624
"W2-087","Houjaku Kuwazu","W2",87,0,30.37,543.75,3869,5251.5,2750,27800,7579.5,0.221537934376403,0.378789422538119,-0.0515266344268362,0.461950864138656,-41.020823454317
"W2-088","GmJMC064","W2",88,0,20.585,226,5108,6386.5,3821,29209,7258.25,0.169120275382279,0.228807062121348,-0.106398343298381,0.366813869144952,-73.2043377201181
"W2-089","UA-4805","W2",89,0,17.86,292,5276,6816.25,3935.5,30992.5,8247.75,0.173232132914738,0.296255405648065,-0.0604475816652193,0.375309345703059,-52.5000665546094
"W2-090","GmWMC109","W2",90,1,25.245,206.25,5470,7158.5,4043,29688,7799.5,0.176946147905149,0.226342571739897,-0.0629124136065441,0.310385845794123,-47.8312065530432
"W2-091","GmJMC049","W2",91,0,35.32,548.5,4104,5740.5,3060,27906.5,7953.25,0.215961923029552,0.377545997458396,-0.0244816134773967,0.435290491914231,-27.807983105264
"W2-092","GmJMC114","W2",92,1,54.375,649.5,4251.5,5826.25,3271,29262.5,8042.25,0.19501337903622,0.364564670166295,-0.0360727275782037,0.421878835326463,-36.103873967429
"W2-093","GmJMC085","W2",93,1,51.485,421.75,4599,5977.5,3225,28487,8037.5,0.21769055003471,0.343076432094058,-0.0243478646815017,0.422506317183949,-25.8632382350439
"W2-094","GmWMC147","W2",94,1,74.03,934.75,2888,4450,2223,25217,7714,0.249237571687992,0.500793136281228,0.0181418337057722,0.505719372482619,-2.74882651763047
"W2-095","GmJMC091","W2",95,0,42.5,909,2389,4218.25,1899.5,25624.5,8188,0.288919978392939,0.580799865797896,0.0215422105687035,0.570296381263972,-2.16739433253129
"W2-096","GmWMC157","W2",96,1,15.17,353.25,5570,7894,4218,36425,9144.5,0.217533520005172,0.28616282360858,-0.0853811596311137,0.402819150179012,-75.1962535454043
"W2-097","GmJMC007","W2",97,0,27.745,619.25,4610,5512.5,2573,27557,9102,0.219698907580128,0.497807040793967,0.0550602467399376,0.507120896633642,19.145454652307
"W2-098","GmWMC173","W2",98,1,49.045,938.75,3144,5018,2374,28593,9035.5,0.266340800294566,0.525816726584365,0.0315414393190269,0.536182232001247,5.22013317977483
"W2-099","GmJMC090","W2",99,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W2-100","GmJMC145","W2",100,1,38.795,863.25,4525,6131,3147,30669,9825,0.216463792201151,0.439789395436593,0.0336677879626013,0.460880111001651,9.77356625620525
"W2-101","GmWMC135","W2",101,1,62.74,823,3877,4983.75,2631.5,25706,6791.25,0.210765165867934,0.319409785803341,-0.0835434677273611,0.436821938534574,-53.164733256131
"W2-102","GmJMC093","W2",102,1,35.935,1050.75,2727,4120.5,2022,24442,7263.5,0.256517173860563,0.485758894846378,-0.0339004345030745,0.547788284960415,-29.8170281722921
"W2-103","GmWMC094","W2",103,0,24.455,892.25,3128,4361.5,2098,24826.5,7138,0.247783962952455,0.452333251953699,-0.0407059387225943,0.523339980848894,-32.471447559113
"W2-104","GmWMC190","W2",104,1,43.9,945,2530,3972.5,1858,25545,7358,0.281455330660678,0.523269338564306,-0.0246863408430514,0.585990934951792,-27.2627308864198
"W2-105","GmWMC046","W2",105,0,28.115,454.25,4382,5490,3135,28051,7488,0.173577747900199,0.323907081961097,-0.0706753056448224,0.429128708043732,-54.1728341980299
"W2-106","GmJMC158","W2",106,1,48.395,1039.25,2039,3549,1567,25198,7790,0.300588301972883,0.594228490006827,-0.00916927972848817,0.618061412118873,-19.0944552541242
"W2-107","GmJMC167","W2",107,1,45.615,1213.75,2610,3930,1980,24291,7420.5,0.244861818255662,0.515481306862884,-0.0132023754866639,0.55647200735586,-21.0152127452128
"W2-108","GmJMC111","W2",108,1,68.035,1111.5,2268.5,3547.75,1681.5,23004,7042.25,0.263114321711507,0.559827435495768,-0.0148162639083058,0.595383612511825,-19.5844602126912
"W2-109","GmWMC162","W2",109,1,50.79,1006,3030.5,4092,2213.5,24221.5,6886.75,0.220116552106505,0.4240744948307,-0.0454832290164202,0.507292834132468,-34.9969273392168
"W2-110","GmJMC028","W2",110,0,47.91,798.75,3704,4935.5,2655,27043,7261.5,0.208682651111264,0.357302227141648,-0.0721390704611309,0.454636972660727,-49.3765246632371
"W2-111","GmJMC051","W2",111,0,63.8,1202.5,1781,3073.25,1483.5,21283,6909.75,0.264558674545113,0.598598669075594,0.0245400047400915,0.600210078655574,-1.38360876592792
"W2-112","GmJMC034","W2",112,0,54.125,1398.25,1638.5,2753.25,1360,20983,7157.75,0.251838567974858,0.644360690176858,0.0448979961250538,0.622576975803926,7.36125053778575
"W2-113","GmJMC106","W2",113,1,42.97,995.5,1826,3473.75,1617,24523.5,7514.25,0.277757457903243,0.600380445553415,-0.0104784094934307,0.620628656195969,-20.4058386362991
"W2-114","GmWMC165","W2",114,0,37.615,815,2929,4399.5,2295,25970,7560.75,0.231272117218117,0.466396675156192,-0.0434315835983906,0.521205337431607,-37.0870317695372
"W2-115","GmJMC095","W2",115,1,90.3,1287.5,1514.5,2928.5,1271,22078,7332,0.298199441734986,0.673152604615732,0.0304720173824645,0.660770696234083,-0.204838244292434
