"","variety","treatment","plot","flower","dryWeight","plantArea","spectral475","spectral550","spectral660","spectral725","spectral850","GRVI","NDVI","NDRE","NDI","RTVI"
"W1-160","GmJMC007","W1",160,0,41.48,1813.5,2341,3346.5,1792.5,23773.5,8539.5,0.196916639012031,0.544270135970481,0.0239823695172089,0.565283230683201,-1.74097217340782
"W1-161","GmWMC136","W1",161,1,85.145,2983.5,1013,2462,942,21177.5,8158,0.349033571708945,0.765746470283553,0.0997080863660143,0.707078142047865,36.7908987873618
"W1-162","C1290","W1",162,0,64.39,2624.5,994,2524,954,21487.5,8170.75,0.351077494422402,0.771322626334519,0.0948710258229398,0.721641806212589,33.787428944966
"W1-163","GmJMC184","W1",163,0,96.7,3009.25,1069,2360.5,953,20958,8505,0.319421787554252,0.770069622959888,0.134529178154876,0.709550428420959,55.2567671488092
"W1-164","GmWMC087","W1",164,0,117.63,2206.75,1302.5,2523,1177.5,20476,7829,0.274271445482613,0.705140854373103,0.104759625460289,0.664390305873277,37.7313431635566
"W1-165","GmJMC028","W1",165,0,97.96,2719,954,2069.5,899,19116,7873,0.307008131532226,0.765075293923822,0.134245018380791,0.704338283871891,50.1103500443003
"W1-166","GmWMC190","W1",166,1,61.61,3021,1057,2613,1016,21522,8149,0.342649187258945,0.759554797330645,0.0900214812960916,0.700889562039398,31.1106489173807
"W1-167","GmWMC188","W1",167,1,89.355,2986.75,1063,2617,1026,21663,8060.5,0.339664419636901,0.750829858415404,0.0855597414462025,0.710135241195451,28.7763760926087
"W1-168","GmJMC097","W1",168,0,98.505,2821.75,1039,2226.5,953,21060,8612,0.309656759252425,0.780001064033232,0.132378530428709,0.716381024596308,54.2778738423878
"W1-169","GmJMC023","W1",169,0,73.05,2644.5,1289.5,2551.5,1152,21128.5,8299.25,0.280668318108731,0.715202403473572,0.0988665587365412,0.663375433855505,35.5329892779829
"W1-170","GmJMC082","W1",170,0,90.895,2634.75,1276,2602,1143,22580,8868.5,0.286889928612929,0.742563177679755,0.120685019439827,0.68195530649723,51.6318668783559
"W1-171","GmWMC122","W1",171,0,60.475,2322.75,1648,3301,1493,24648,8954,0.290553538991072,0.671884872805115,0.0714338087812234,0.632630586298472,26.8856133666969
"W1-172","C0394","W1",172,0,55.585,1632.75,1531,2929.5,1288,22445,8404.5,0.280974989457451,0.697717379198603,0.089911465135941,0.639415206615361,32.5652173711674
"W1-173","GmJMC167","W1",173,0,81.735,1919.75,1630,3321,1501,24334,8352,0.285122328829372,0.652241913958196,0.0583457428829483,0.634766706825684,16.3372737781858
"W1-174","GmJMC117","W1",174,0,34.53,2001.75,1725,3197.5,1395,23040,8295.5,0.277692348480831,0.655179754179444,0.0579416751878673,0.610395606559971,14.5632835155987
"W1-175","GmJMC032","W1",175,0,41.655,1574.5,1660,2980.25,1321.5,22487.5,7911.25,0.290425788905044,0.662715429350852,0.0562605022696718,0.6499686865052,13.4375142021272
"W1-176","GmWMC162","W1",176,0,85.39,2653,1280,2610,1143,20423,7644.25,0.295459276374974,0.711609984516974,0.0962254486535124,0.64889354653203,32.5643310184004
"W1-177","GmJMC050","W1",177,0,39.75,1694.75,1969,3259.5,1594.5,22087,7742.75,0.253319270723611,0.607207048939078,0.0484869850148451,0.589027690602318,10.9905441477033
"W1-178","GmJMC039","W1",178,0,46.82,2104.5,1567,2752.5,1319,20312,8012,0.248419929827715,0.674264040689687,0.125989534547036,0.633921994913344,48.9277999844195
"W1-179","GmJMC112","W1",179,0,83.785,2446.5,964,2047.5,873,17943,7219.5,0.307067093770947,0.758010586851329,0.109311079493677,0.689377759296196,34.4441438744074
"W1-180","GmWMC168","W1",180,1,74.98,2253,1095.5,2480.25,997,21383.5,8320.5,0.323294507556419,0.755986303800844,0.10993380465551,0.701502209695975,41.1927008590269
"W1-181","GmJMC128","W1",181,0,68.265,2028.33333333333,1842,3077,1463,22421,8406.5,0.260237631833762,0.662438140667395,0.0929043265312543,0.621820137848792,35.1902922129803
"W1-182","GmJMC088","W1",182,0,34.5,876,3047,4449.75,2156,26350.5,8290,0.252084668184806,0.511206320339774,0.0113622612880034,0.544631497466826,-8.68901757935154
"W1-183","GmWMC109","W1",183,0,35.295,1070.25,2805,4318,2141,25094,7943,0.248467307643299,0.513067382796922,0.0152443375970131,0.546777185398262,-5.95847835389544
"W1-184","GmJMC121","W1",184,0,30.26,1366.25,2072,3629,1669,22750,7517.5,0.279330299634281,0.587785665075316,0.0405832237514294,0.592328265583073,8.27448592034299
"W1-185","GmJMC106","W1",185,0,51.375,2482.75,1141,2705.5,1058,22857,8755.5,0.340337385016318,0.749985445561762,0.087059875051589,0.70056363179622,32.8780002425819
"W1-186","GmJMC137","W1",186,0,83.235,2771.75,965,2352.5,898,21959,8792.5,0.356940792474708,0.785911929796822,0.113131916701813,0.728885337194267,45.6325654727498
"W1-187","GmJMC158","W1",187,0,45.055,2067.25,1147,2732.5,999,23676,8870.5,0.363375891278792,0.771861205316731,0.0856095979983723,0.728154403828447,31.69289250966
"W1-188","GmWMC042","W1",188,0,15.5,1141.5,2220.5,3771.25,1692.5,25995,8982.75,0.281480319166656,0.629175964214033,0.044549350909443,0.631137392721818,9.57174581220583
"W1-189","GmJMC076","W1",189,0,63.06,2451.75,1161,2465,1018,20832,8395,0.327724363465732,0.755123323543597,0.121054707094898,0.693066746294222,46.8599079243562
"W1-190","GmWMC173","W1",190,1,47.09,2162.75,1135,2619.5,1068,23612,9164.5,0.327097657803198,0.767292441671132,0.106601089698568,0.705653370321094,45.0078663847245
"W1-191","GmWMC192","W1",191,0,38.67,1956,1219,2838.75,1070,24088,9159.75,0.356211080218822,0.764289602325529,0.0933548278638528,0.717599672163646,36.5389779220901
"W1-192","GmWMC074","W1",192,0,47.765,960.75,1821,3238.5,1409,22085,7852.5,0.288294342961571,0.648106968200245,0.0554385327134077,0.620848529766522,13.1984059924105
"W1-193","GmJMC026","W1",193,0,38.275,1111,1562,2859,1282,22241,8427.5,0.290853656641249,0.703330242803116,0.0904086915639566,0.660292282366721,32.5513162913941
"W1-194","GmWMC187","W1",194,1,47.755,1702.75,1486,3192.5,1330,23879,8309,0.323747700664441,0.693764369323538,0.0484831414916626,0.666355189370382,10.1982595348504
"W1-195","GmJMC131","W1",195,0,45.92,1826.25,2292,3932.5,1776,25416,8408.5,0.272947341219785,0.599561874078676,0.0374513516775589,0.610191531550175,5.61881653972849
"W1-196","GmWMC153","W1",196,1,37.11,1370.75,2017,3691,1609,26327,8951,0.298538405322502,0.654922285241986,0.0455716129058117,0.639105015984533,9.49745197009874
"W1-197","GmWMC181","W1",197,0,29.175,1177.25,2383,3854.5,1766,24824,8452,0.267690078676545,0.571640379029652,0.02692906322558,0.578026388036429,-0.235687070690297
"W1-198","GmJMC037","W1",198,0,41.12,1043.25,2936,4687.5,2252,28651,9697.5,0.252614615435875,0.568434219738491,0.0294501852453732,0.573684057960947,1.55738355836988
"W1-199","GmJMC047","W1",199,0,57.425,1414,3630,5203.5,2616.5,29239,9281.75,0.228893725071194,0.490416315279211,-0.00343164887935571,0.524394375288263,-20.2212823883165
"W1-200","GmJMC060","W1",200,0,46.13,1613.5,2451.5,4199.75,1874.5,28288,10214.25,0.275485094647575,0.643721217428572,0.0764889139742898,0.634065775443771,30.356316579275
"W2-001","GmWMC019","W2",1,0,19.5,703,2687.5,4119.5,1854.5,25830,8326.75,0.274941128596702,0.574652295018627,-0.00423843174699398,0.599460498069615,-17.9639311662898
"W2-002","GmWMC129","W2",2,1,37.775,1210,2222,3648,1663,22693,7765,0.260587726508676,0.60023192808177,0.035932795820736,0.563759789120969,6.28069987886105
"W2-003","GmWMC192","W2",3,0,34.445,1107.75,1460,3204.5,1210,23666.5,8256,0.359780427174875,0.719536871179441,0.0421856570165272,0.689436229897072,6.60362373786938
"W2-004","GmWMC024","W2",4,0,33.325,1193.75,1851,3477.5,1505,22791,7937.5,0.299902521650883,0.648465119359259,0.0555129115334624,0.618959227324899,15.230636988186
"W2-005","GmJMC088","W2",5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W2-006","GmJMC133","W2",6,0,27.17,840,3394,4992.75,2257,27810,7919.75,0.255585976179482,0.442701176482046,-0.0449413786135066,0.559872180449492,-38.9099005183037
"W2-007","GmJMC104","W2",7,0,43.075,1370.75,2008,3314,1466.5,22432.5,7806.25,0.277133597901672,0.635643486958292,0.0469493712663028,0.61304487827029,10.7233278824409
"W2-008","GmJMC047","W2",8,0,27.485,966.25,4215,5500,2775,28481,8342,0.222444440354451,0.406084375888497,-0.0329863024003877,0.476717138059068,-34.4245981118448
"W2-009","GmWMC071","W2",9,0,38.435,1241.75,1812,3161.5,1435,22494,8410,0.27860197670414,0.670877201124301,0.0858960650252219,0.636974632984088,31.5090889319954
"W2-010","GmWMC182","W2",10,1,22.02,1286.5,2162,3702,1629,23828,8303,0.281782960716744,0.614691969998372,0.0516428531479083,0.603892361423136,13.3670250276031
"W2-011","GmWMC143","W2",11,0,38.865,1523,1453.5,2908.75,1197,21738,8272.75,0.310319609312701,0.713156910180304,0.0990679308756711,0.656794271022843,39.2437917748277
"W2-012","GmJMC052","W2",12,0,29.145,1043.5,2868.5,4432,2053,26529,8639.75,0.257510522794867,0.55344855039203,0.0196097686638076,0.563171859555355,-4.33223433289914
"W2-013","GmJMC040","W2",13,0,48.785,1611.25,2132,3495,1601,23533,8326,0.263024953525858,0.627791612054447,0.060814535520285,0.61157126021018,18.0066795968654
"W2-014","GmWMC175","W2",14,0,42.55,1735.5,1843,3438.75,1421.5,23685.5,8429.5,0.3055415935894,0.675111707541753,0.0735741337162386,0.639448715616539,26.4543898172844
"W2-015","GmJMC096","W2",15,0,52.1,1481,1367,2859.5,1115,22447,8707,0.337196645166192,0.747673162902461,0.100492008937399,0.695282782504855,36.8621423122423
"W2-016","GmJMC009","W2",16,0,13.95,677,3814,5591.5,2759,31185,8822,0.218453170777937,0.454845627900824,-0.0626958490613181,0.527719831837015,-61.1987253760918
"W2-017","GmWMC153","W2",17,1,23.33,1077,2210,3958,1662,24897,8144,0.30503861753657,0.619820907531589,0.0214542248545192,0.611262685816061,-4.24417266158079
"W2-018","GmWMC010","W2",18,0,32.57,868,3261.5,4542.75,2198,25815.5,8489,0.242804958930334,0.519349599555606,0.0212947637050393,0.545192189008166,-3.06395483627465
"W2-019","GmJMC080","W2",19,0,37.99,1151,2260,3806.5,1657,24577.5,8854.75,0.280139638389733,0.642101239924272,0.0672940381500978,0.616854144068597,23.4361373612152
"W2-020","GmWMC074","W2",20,0,19.905,814.75,2462,4060.5,1798,26241,8590.5,0.294370496165674,0.610239773218083,0.028260597598095,0.616483068135455,-1.34774359879825
"W2-021","GmWMC140","W2",21,1,24.28,1201,2501.5,3872,1691,23833,8226.5,0.276440995529469,0.601112214648899,0.0446689625345533,0.603722350680173,9.10643965841483
"W2-022","GmJMC076","W2",22,0,53.835,1798.25,1379,2851.5,1146,21020,8596.5,0.325834357677946,0.737359931968764,0.136065351113694,0.664394494180662,57.5611879840126
"W2-023","GmJMC059","W2",23,0,49.79,1708.75,1573,2758,1298,22470,8828.25,0.262270970286357,0.712279402039853,0.117518186002878,0.65382101108843,46.4596075511512
"W2-024","C1329","W2",24,1,48.69,1711.75,1856.5,3411.5,1412.5,22598.5,8096.25,0.315249697560836,0.666906654206803,0.0746558924367308,0.634918335117173,24.2849612876518
"W2-025","GmJMC039","W2",25,0,50.84,1557.25,1733,3147.5,1364,21931,8220,0.293818596407348,0.690064100057913,0.102558162046798,0.637293010460648,41.7806360167538
"W2-026","5002T","W2",26,0,53.91,1308,2362.5,3538.5,1635.5,21879,8122.75,0.258852000431551,0.604603291452437,0.0901393932432196,0.579176620872058,32.8247111504212
"W2-027","GmJMC021","W2",27,0,49.52,1121.25,2714,3867,1992,22965.5,8194.75,0.222676599064393,0.538830934557308,0.057819892259053,0.514866232673749,17.5152491661451
"W2-028","GmWMC134","W2",28,0,18.485,818,2157,4231.5,1739,26310,8365,0.309121084784067,0.609514883797153,0.0368159775691776,0.631669962381113,5.36659428289922
"W2-029","GmJMC139","W2",29,0,39.18,1689.5,1920,3298.25,1461,20951.5,7957.75,0.269180120572052,0.636078475404907,0.105520029090106,0.59633704039368,41.2640447006715
"W2-030","GmJMC126","W2",30,0,60.4,1933.25,1414,2683,1094,20234,8133.5,0.323139250583635,0.734829833903757,0.132244741570473,0.675507279537268,51.7425616552412
"W2-031","GmJMC105","W2",31,0,45.38,1725.5,1619,2962.5,1266.5,20909.5,8158.75,0.296737113711245,0.680353609058333,0.118112422035764,0.620812867791959,45.0866011223966
"W2-032","GmJMC031","W2",32,0,52.09,1798,1828,3169.75,1368,20980,8063,0.289501474744141,0.670554255825666,0.112515080270414,0.617069272689029,44.2760703079068
"W2-033","GmWMC014","W2",33,0,41.095,950.666666666667,2290,3632,1627,22993,8321,0.278133392255543,0.632981776940439,0.077610270152793,0.612063077777561,28.4001011428895
"W2-034","GmJMC068","W2",34,0,51.865,1679.5,1440.5,2624,1120.5,19352,8137.5,0.290448867020211,0.73410313590546,0.130456306772718,0.654702994757487,49.7776125339579
"W2-035","GmWMC142","W2",35,0,37.455,1511.5,1887,3444.5,1497,22581,8190.5,0.291841312017393,0.649087446340642,0.0877358647803428,0.607193861495037,33.9005364183808
"W2-036","GmJMC053","W2",36,0,30.84,1123,3221.5,4658,2346,24251,8044.5,0.228296937618334,0.475166532484208,0.0342728428004183,0.487050954201784,6.59607536430198
"W2-037","GmWMC070","W2",37,0,29.845,779.25,3687,5136,2507,26727,8447,0.235696148517463,0.460440273371069,0.0144885663300357,0.477767873718415,-4.44342542668723
"W2-038","GmWMC020","W2",38,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W2-039","GmJMC100","W2",39,0,42.97,1610,1694.5,3107,1367,21104,7778.5,0.293496601479941,0.671516210716263,0.102035563705964,0.620560508020696,38.1236497501494
"W2-040","GmWMC001","W2",40,0,17.345,409.25,4167,5743.5,2942,27488,8386,0.222900351246245,0.423132199355361,0.0157771552720958,0.437167926182529,-1.95361973603958
"W2-041","GmJMC128","W2",41,0,31.2,1036.66666666667,3391.5,4943,2452,25575,8411.75,0.233440778206066,0.489269934901348,0.0550118506533647,0.501550344001265,18.7220079137996
"W2-042","GmJMC082","W2",42,0,51.13,1191.25,2915.5,4461.25,2100,25374.5,8581.5,0.249962287784194,0.546214609511445,0.057610586495657,0.539213503514955,19.5284876424818
"W2-043","GmWMC151","W2",43,1,33.85,1689,1520.5,3187,1281,22353.5,8155,0.32662886328196,0.699223594215042,0.0824605637558058,0.647970931427673,28.8891130314303
"W2-044","GmJMC172","W2",44,1,19.445,1376,1781,3293.5,1430,23500,8653.5,0.299625909847056,0.678870140192045,0.0953556063778184,0.640651809119815,37.876303850829
"W2-045","GmJMC056","W2",45,0,48.585,1165.25,2676,4076.5,1976,22910,8023.5,0.248227263319034,0.552940174472337,0.0770836722184372,0.534368102824379,27.6367527317757
"W2-046","GmWMC125","W2",46,0,65.915,2081.75,1287,2837,1068,21158,8254,0.347080171107181,0.749602954867682,0.126188448332437,0.68835402113321,45.583706411269
"W2-047","GmJMC058","W2",47,0,25.72,1384.5,2464,3960.25,1891.5,24914,9150.25,0.253173987300642,0.609116605556659,0.0956615858698672,0.582730977862436,41.519542833185
"W2-048","GmJMC117","W2",48,0,41.345,1605.25,1733,3338,1323,22322,8623.5,0.322305888679336,0.708420268496632,0.119848691593301,0.655361018132224,50.3030600469462
"W2-049","GmJMC005","W2",49,0,33.44,778,2954,4208,2006.5,25371.5,9187.5,0.254357886064814,0.59125266581085,0.0892317892965429,0.57365159613118,37.7678795238637
"W2-050","GmJMC060","W2",50,0,37.85,1440.25,2051.5,3643.5,1608.5,23604.5,8739,0.291456547424532,0.648047877741834,0.1074065589584,0.62467103717339,46.9600379820331
"W2-051","GmWMC087","W2",51,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W2-052","GmWMC178","W2",52,0,32.635,1415.25,2532,4173.5,1975,25787,8687,0.258725447011164,0.587180857265359,0.0504547550177605,0.584283191713444,14.4019640688205
"W2-053","GmJMC055","W2",53,0,9.43,601.333333333333,4567.5,6358,3091,31824.5,8944.5,0.247402943972882,0.408514968868741,-0.0424878404726705,0.520932592088454,-44.4633813563692
"W2-054","GmJMC062","W2",54,0,31.65,1488.5,2177,3830.25,1646.5,24452,8626.25,0.29325856591745,0.637036500255996,0.0678270314031733,0.621411982610046,23.7893662814471
"W2-055","GmJMC025","W2",55,0,30.865,1055.25,3148,4755.5,2311,27575,8319,0.23544530408745,0.480075843235162,-0.0126991499065802,0.546400103516252,-23.3704188345328
"W2-056","GmJMC079","W2",56,0,29.045,898.25,3252,4818,2310,28076,9083.5,0.249041827741854,0.534513798497263,0.0227380618164698,0.574321755123236,-2.6389315115488
"W2-057","GmJMC102","W2",57,0,46.18,1497,3786,4874.5,2363,28222,8415.5,0.238517852695253,0.488132585411157,0.00643540354912547,0.543630217715972,-12.8850448022724
"W2-058","GmWMC148","W2",58,1,48.955,1580,1603,3402,1326,25167.5,8997.75,0.331493605054633,0.715753842446927,0.0741816441875194,0.678221204865953,26.6978344461172
"W2-059","C1290","W2",59,0,42.085,1495.75,1487,3434.5,1246,25977,9318,0.362279392191745,0.749627676601589,0.0653630032015054,0.706297034004785,21.3024174848234
"W2-060","GmWMC191","W2",60,1,73.905,1466.5,1721,3476.5,1388,24173,8612,0.314841538183523,0.692575670646397,0.0906257809719248,0.657410238236788,35.1764031193342
"W2-061","GmWMC035","W2",61,0,46.25,1752.25,2564,4130,1950,26386,9589.5,0.259090350890006,0.605101744429365,0.0874046899116706,0.585583142838351,37.9634660745127
"W2-062","GmWMC174","W2",62,0,62.22,2329,1710,3345.5,1394,22687,8443.5,0.303364050347214,0.694823047472025,0.105516729080844,0.646154386510758,43.9863173461117
"W2-063","GmWMC072","W2",63,0,70.07,1935,1571,3003.5,1307,21472,8598,0.280371777947507,0.704352029300319,0.137233707016285,0.646446732577045,58.9338827994991
"W2-064","GmJMC110","W2",64,0,89.175,2103.5,1612,3349.25,1312,24184.5,9065,0.316547228278714,0.724817561017112,0.0951973613559922,0.675102245669776,38.847173395106
"W2-065","GmJMC030","W2",65,0,28.18,971.5,2557,4098.25,1940.5,26879,9725.75,0.253600142331614,0.633264425714845,0.0837834625340705,0.604413203028202,37.5321221368025
"W2-066","GmWMC155","W2",66,1,55.83,1723,1758,3684,1452,25126,8634,0.33551952837603,0.68273108679757,0.0593499262144154,0.660195788028754,18.6284693423375
"W2-067","GmWMC086","W2",67,0,42.91,886,4742,6268,3293,31672,9290,0.186554073909148,0.410007215119042,-0.0103163940755278,0.469063894183918,-24.8317643726079
"W2-068","GmWMC164","W2",68,0,53.975,1674.25,1496,3211,1235,22373,8249.5,0.339956315359233,0.714333815208521,0.0842636652609812,0.663372703171327,29.2447432975087
"W2-069","GmWMC146","W2",69,1,57.64,1047.5,2197.5,4140.25,1803,26291,8465.75,0.286356655787732,0.62654504511961,0.0455287922152675,0.621766697576253,11.511857153208
"W2-070","GmWMC038","W2",70,0,36.23,1292.25,2758,4435.25,2021,27530,9384.25,0.266059212198173,0.605467276770978,0.0582867627912404,0.596783101817404,19.9122784051007
"W2-071","GmWMC138","W2",71,0,44.735,1514,1131,2779,1008,23218,9518.5,0.37707718589234,0.783118648176775,0.13705386430808,0.724465920288304,65.1317418331367
"W2-072","GmWMC186","W2",72,1,39.06,1444.75,2636,4579,2134,25848,9173,0.2597363185105,0.585006917056548,0.0780995378057537,0.551539050729058,32.5172913669681
"W2-073","GmWMC183","W2",73,1,44.215,2842,2946.5,4775.25,2329,26217,8888.25,0.253001320318358,0.537960385095577,0.0598939708260952,0.541143659293197,22.1717664242413
"W2-074","Tachiutaka","W2",74,0,33.52,1257,3901,5345,2770,28198,9409.5,0.214793519648536,0.492948613655013,0.0458146961998748,0.521455117486003,14.2355805041433
"W2-075","C0394","W2",75,0,49.515,1388,1671,3210.75,1441.5,23019.5,9087.5,0.283185313219493,0.697804101510956,0.13165256443006,0.637035885800787,61.0178230291649
"W2-076","GmJMC069","W2",76,0,65.83,1856.75,1634,3061,1303,21625,8436.5,0.306305053683946,0.69930551994427,0.138025165532353,0.641469997827302,59.6024097205664
"W2-077","GmWMC189","W2",77,1,31.02,1338.75,1792,3711,1469,25624,8761,0.330695057009417,0.681231654441366,0.0605808441781573,0.657383514829669,19.6718004754542
"W2-078","GmJMC149","W2",78,0,63.82,2164.75,1568,3178,1310,23125,8623.5,0.313980392003769,0.704540635194343,0.105547081911771,0.658745108550197,43.2716562788359
"W2-079","GmJMC131","W2",79,0,42.49,1855.75,2141,3743.5,1648,24030,8984.5,0.286850102744251,0.651995067009093,0.101672031537569,0.61066698934984,43.5171435470402
"W2-080","GmJMC023","W2",80,0,44.69,1459,3127,4783.5,2215,26270,9291,0.252350060781619,0.560685207399935,0.0800526329748556,0.561197276588036,33.8213486652329
"W2-081","GmWMC018","W2",81,0,32.235,1155,4029.5,5463.75,2656,27710.5,9448.25,0.228377883987314,0.5028275433092,0.0565788834365053,0.516556336770884,21.5910866342145
"W2-082","GmJMC033","W2",82,0,29.345,933.333333333333,3150.5,4385.25,2263,25278,8909.25,0.22182349646164,0.51295522977886,0.060092736172837,0.523577339258321,21.4245820179465
"W2-083","GmWMC176","W2",83,1,38.75,1637.75,1673,3582.5,1359,24676,8807.5,0.344514674564718,0.704808993463211,0.0833581003082272,0.664888859309186,32.191911166446
"W2-084","GmJMC032","W2",84,0,23.89,837.75,3320,4988,2508,26387,8848.5,0.237169972428408,0.499212872377831,0.0478324911478837,0.522504460272232,14.0961281704972
"W2-085","GmWMC118","W2",85,0,27.785,1069.75,2789,4404,2089,25135,8767.5,0.24808182863153,0.562220111821681,0.0749195986553812,0.547538745678378,30.4022602478431
"W2-086","GmWMC083","W2",86,0,19.56,635.333333333333,3899,5959.5,2875,30305.5,9076,0.242775372307988,0.456175497886505,0.00428974314422046,0.510682839952048,-12.1453387740254
"W2-087","Houjaku Kuwazu","W2",87,0,30.37,1037.75,2796,4320.5,2089,24382,8231.5,0.245333134073066,0.523857802260317,0.0559636307036998,0.518613875991979,18.6665733530283
"W2-088","GmJMC064","W2",88,0,20.585,530.25,4098,5632,2819,25569,8003.5,0.218021961394368,0.399156238561413,0.0235512512774941,0.436485592534627,2.01440097330929
"W2-089","UA-4805","W2",89,0,17.86,608.666666666667,4166,6012,3141.5,28865,8986.75,0.218571118486322,0.425861273982966,0.010553141093404,0.452075277490093,-6.41479765949193
"W2-090","GmWMC109","W2",90,0,25.245,592.5,4790.5,6098.5,3182,27988.5,8273,0.210331252667501,0.347440055112729,-0.0123332737211087,0.41162490618837,-20.0202820989549
"W2-091","GmJMC049","W2",91,0,35.32,1036.25,2062,3758.5,1673,23842,8528.5,0.2775147019424,0.626384666538825,0.0904326788341789,0.594829628188358,36.7092458477713
"W2-092","GmJMC114","W2",92,0,54.375,1317.5,2764.5,4085.5,1974.5,24711.5,8396.75,0.24413569778957,0.561611777792585,0.0589750346101905,0.55770859425719,18.5313133168517
"W2-093","GmJMC085","W2",93,0,51.485,1044.5,3292.5,4972.25,2413.5,27258.5,8946.25,0.245498823721136,0.522297607574403,0.0382486259498481,0.53670599607963,8.07532832631627
"W2-094","GmWMC147","W2",94,0,74.03,1770.25,1613,3229.75,1334,23009,8639.5,0.308250484782544,0.699859825250577,0.107102948315794,0.646439881607403,45.2954073403775
"W2-095","GmJMC091","W2",95,0,42.5,1629.5,1877,3577.5,1499,24754,8833.5,0.296555131342341,0.689897187135269,0.078451649514968,0.651117016666415,30.2309936068212
"W2-096","GmWMC157","W2",96,1,15.17,888.75,4303,6606,3087,34069,10033,0.259687969220026,0.463486914710493,-0.00942578195876848,0.52334761841141,-23.8743597026769
"W2-097","GmJMC007","W2",97,0,27.745,765.25,3048,4568,2236,27660,9613,0.243943024229526,0.578814409289911,0.0626906311813567,0.566638203785976,22.4630519690944
"W2-098","GmWMC173","W2",98,1,49.045,1725.75,1834.5,3715,1473,26227,9632.25,0.32545739412213,0.700780825552163,0.0764019015029666,0.665593404348946,30.0097596177033
"W2-099","GmJMC090","W2",99,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W2-100","GmJMC145","W2",100,0,38.795,1412.5,1981,3715,1632,25601,9972,0.282469405471094,0.68585594952206,0.101413673931537,0.63455251491617,47.9120619895911
"W2-101","GmWMC135","W2",101,0,62.74,1629.25,2232,3572,1720,21011,7188.5,0.245723858519407,0.543860349037321,0.0410067047428111,0.528580826440313,7.77050101586759
"W2-102","GmJMC093","W2",102,0,35.935,1625.5,1456,2881.25,1272,20594,7570.75,0.296641534255356,0.679001896870132,0.0903414135169612,0.637368028578377,29.6322187183319
"W2-103","GmWMC094","W2",103,0,24.455,1425,1815,3128,1446,21404,7490,0.266911174933601,0.630253831058454,0.0614287215596216,0.606813656694725,16.8408818242857
"W2-104","GmWMC190","W2",104,1,43.9,1482.75,1607,3133.5,1331,21448,7623.5,0.29701200773395,0.67797439708096,0.0674202232325652,0.63782542434903,19.988631960013
"W2-105","GmWMC046","W2",105,0,28.115,565.5,4064.5,5360.75,3003.5,27519,7835.25,0.181559501396898,0.376747568725456,-0.0427889569524091,0.466767541802071,-38.8971795828777
"W2-106","GmJMC158","W2",106,0,48.395,1888.25,1281,2734.25,1131,21447,8161.5,0.316647988871799,0.726448207836538,0.108834230144285,0.674376103677164,42.590356541587
"W2-107","GmJMC167","W2",107,0,45.615,1991,1938,3317,1589,21250,7391.5,0.250584973000715,0.603554882390655,0.0691671557717211,0.58365184333925,20.9822030663865
"W2-108","GmJMC111","W2",108,0,68.035,1930,1766.5,2996.25,1377,20911,7636.5,0.265031620244996,0.656907299972231,0.0948530268763185,0.614885131358109,32.695409079911
"W2-109","GmWMC162","W2",109,0,50.79,1964.25,2034.5,3290.75,1506,21856.5,7567.5,0.261157515228091,0.605569488983633,0.0547625605995013,0.588025312935017,15.0654188445918
"W2-110","GmJMC028","W2",110,0,47.91,1579.25,2718,4063.5,1989,22853,7570.5,0.24132713080985,0.529362754893216,0.0320537533101684,0.534423256224357,3.42422763631911
"W2-111","GmJMC051","W2",111,0,63.8,1712.25,1562,2824.75,1293,20087.5,7489.5,0.269596433633527,0.669371447068142,0.0980811569611086,0.619770523505576,35.1633109552643
"W2-112","GmJMC034","W2",112,0,54.125,1761.5,1468,2524,1224,19685,7783.5,0.253946395929278,0.695643691602949,0.124660407103424,0.625286186571175,47.8707068882998
"W2-113","GmJMC106","W2",113,0,42.97,1697,1572,2963.5,1374,21082,8001.25,0.26574200645378,0.673835161819415,0.0998749865241201,0.616987261238709,36.8215104559098
"W2-114","GmWMC165","W2",114,0,37.615,1306.75,1996,3547.5,1655,22937,7910,0.267739237720691,0.610465521803267,0.0492358585021644,0.580245934523199,12.0437630483988
"W2-115","GmJMC095","W2",115,0,90.3,1867,1107.5,2271.5,974,17397.5,7203.25,0.296492016841109,0.739562393345663,0.129303273636256,0.662610155266471,42.5323690035726
"W2-116","GmJMC041","W2",116,0,35.11,890.75,3344,4557.25,2501.5,24481.5,8070.5,0.198339416397307,0.464045648256886,0.0281166416030926,0.475355429999773,3.72070497272967
"W2-117","GmJMC016","W2",117,0,32.68,1230.5,2037,3377,1615,22503,7977.5,0.251669493583423,0.613182847568722,0.0675134958121365,0.583915363594215,21.3724685194979
"W2-118","GmWMC156","W2",118,0,48.86,1559.25,1409,3090,1231,22696,8054,0.328495074552918,0.707330664678849,0.0696229440945087,0.677087105465435,20.9111093611153
"W2-119","GmWMC012","W2",119,0,48.155,1186.5,2202,3725.5,1634,24797,8143.5,0.2818361352694,0.619126125993201,0.0475327605600682,0.615438378853358,11.2485839357694
