"","variety","treatment","plot","flower","dryWeight","plantArea","spectral475","spectral550","spectral660","spectral725","spectral850","GRVI","NDVI","NDRE","NDI","RTVI"
"W4-048","GmJMC180","W4",48,0,6.03,314.25,5879,7591.5,4001,35212,8833.5,0.185490394208712,0.269007416827359,-0.0991479356847086,0.409058009964417,-88.3132271023896
"W4-049","GmWMC029","W4",49,0,16.92,332.666666666667,6355.5,8058.75,4708.5,36502,8925.25,0.163387842016059,0.232704164118936,-0.105923263719447,0.374019764281674,-98.9393969467507
"W4-050","GmWMC169","W4",50,0,18.75,472,4627,6217.75,3458,30643,9483.75,0.191863925792781,0.38870869872715,-0.0110602613872199,0.46080408934327,-20.3881097117949
"W4-051","GmWMC070","W4",51,0,12.66,113.25,6227,7398,4199,33656,7538,0.191083214678993,0.194727395309728,-0.160128000259653,0.374034133389631,-123.426386370273
"W4-052","GmWMC129","W4",52,1,6.8,255,5177,6333.75,3643.5,28007.5,6890,0.172604774714147,0.215213801547261,-0.094192423634707,0.353300136976647,-63.7087382386132
"W4-053","GmWMC154","W4",53,0,5.44,243.75,6090,7545,4202,31630,7912.5,0.176788142102727,0.231908752107035,-0.102999088340651,0.359497879843698,-80.8451999071251
"W4-054","GmWMC141","W4",54,1,5.545,120,6326,7960,4588,37328,7575.5,0.171443986407517,0.168885382480797,-0.197326258329305,0.376518029612052,-166.214253034994
"W4-055","GmJMC053","W4",55,0,6.485,190.25,5870,7537,4164,34197,7437.5,0.18366298188232,0.205319754486447,-0.179243674412757,0.402602555187012,-140.752179821884
"W4-056","GmJMC184","W4",56,1,8.185,288.75,5798,7241,4253,33027,7871.5,0.163077879682191,0.216235232002622,-0.142679797716578,0.384867363506186,-107.888885265381
"W4-057","GmJMC032","W4",57,0,6.07,291.5,5072,6921.75,3869,30843.5,8207,0.187029250572412,0.278172050014225,-0.0838100965782608,0.401204885459822,-68.7811682289288
"W4-058","GmJMC052","W4",58,0,8.585,213.25,6528,7682.5,4402,35751,7726,0.157345448548152,0.192710519314827,-0.173799779716618,0.389155355037338,-145.45146990688
"W4-059","GmWMC086","W4",59,0,7.14,137,7233,8054.5,4351.5,40511,8132,0.177817185014268,0.227481142455989,-0.202942222275643,0.45858270570297,-189.279724086841
"W4-060","GmWMC122","W4",60,0,11.185,379,4523.5,6134.25,3460.5,29330,7959,0.184346897501696,0.319324052889459,-0.0670641512502722,0.420793125904518,-58.3441406966367
"W4-061","C0394","W4",61,0,10.805,257,5079.5,6324.25,3739.5,29579.5,7522.25,0.169718182648724,0.252785710485291,-0.118838527947541,0.405115317051321,-86.8645294901455
"W4-062","GmWMC142","W4",62,0,8.89,433,5800,7190,4206,33982,7992,0.173901767193416,0.251029959704071,-0.133807700838973,0.411175211060036,-109.77509391531
"W4-063","GmWMC136","W4",63,1,8.735,363.75,6023,7568.5,4363,32776,7979,0.169179485670184,0.217773991256945,-0.113987529550437,0.367056149855039,-92.1170869934532
"W4-064","GmWMC187","W4",64,1,12.985,593.666666666667,3759,5365,2989,26329,7762.5,0.196510590864581,0.379882985259336,-0.0147072330668826,0.434672666446532,-21.7535822483812
"W4-065","GmJMC137","W4",65,0,9.695,295.5,6498,7580,4411.5,35230.5,7784.5,0.158112065465049,0.208103396032724,-0.165873197540097,0.397149626588238,-132.925154009407
"W4-066","GmJMC149","W4",66,0,9.015,423.666666666667,5805,7106,4042,31087,7771.5,0.169669228371786,0.232470453405717,-0.124852195875642,0.369186739951097,-93.8234912166389
"W4-067","Houjaku Kuwazu","W4",67,0,8.33,286,5615,6642.25,3838,30831,7629.75,0.166795452574129,0.241889059642235,-0.0845533036537162,0.381638955019818,-67.8596506596159
"W4-068","GmJMC062","W4",68,0,9.495,384.5,5358,6681.5,3723,29736.5,7538.25,0.18589348967524,0.262807274801051,-0.0962567603197848,0.395752937243713,-73.4510069240364
"W4-069","C1329","W4",69,1,5.47,118.5,9795,9499.25,4781.5,38222.5,8138.5,0.168975750509448,0.179900953724563,-0.195059064276639,0.394328904974507,-163.598295901472
"W4-070","GmWMC171","W4",70,0,9.915,273,5889.5,7150.25,4067,31104.5,7784,0.157578886351126,0.232743308620499,-0.103877774428964,0.376940742640558,-81.2965934341914
"W4-071","GmWMC138","W4",71,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W4-072","GmJMC092","W4",72,0,8.98,375.666666666667,5750,7315,4311,32712,7697.5,0.161011493895949,0.202942708757559,-0.13334688836633,0.372621146598586,-105.823816478747
"W4-073","GmJMC097","W4",73,0,5.25,137.25,6324,7638,4594,39980,8144,0.155341375247219,0.189936249473067,-0.213284695884917,0.419877951413648,-189.817984178031
"W4-074","GmJMC002","W4",74,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W4-075","GmWMC156","W4",75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W4-076","GmJMC068","W4",76,0,10.045,385.5,5159,6141.25,3680.5,26416.5,7308.5,0.151377013505883,0.246226067084937,-0.0645185828196048,0.344208329656073,-46.090819284308
"W4-077","GmJMC033","W4",77,0,8.105,288,4234,5512.25,3045.5,26093.5,7298.5,0.194926307470775,0.330977644710995,-0.0576967620435569,0.426715873036939,-42.7840102024701
"W4-078","GmWMC147","W4",78,0,15.98,760,3897.5,5263,2932,26116,7522.75,0.190245207634179,0.355519484454449,-0.0309219263174907,0.426390847920315,-30.1161170122467
"W4-079","GmWMC151","W4",79,1,14.22,623.25,4698,6281.5,3655,29214,8028,0.168627762823261,0.306721050178276,-0.0505384350718399,0.391889175415698,-45.9523408637545
"W4-080","GmJMC139","W4",80,1,15.925,760.5,3438.5,4970.25,2691,24369,7552.25,0.196544980392646,0.416520576048469,0.00552991369338365,0.461134949198322,-9.7214638409467
"W4-081","GmWMC140","W4",81,1,7.12,286.75,5159,6457,3775,30114,7320,0.167485822007191,0.24894584339972,-0.112559100514098,0.399450027758539,-81.5559585546926
"W4-082","GmWMC182","W4",82,1,8.37,316.75,5330,6757,3752,30734,7328.5,0.182813468202074,0.232195916834196,-0.118920688229664,0.387077577830806,-89.6070460942017
"W4-083","GmJMC131","W4",83,0,13.69,687.75,4526,6041.5,3500,27072,7678,0.167354032285017,0.282975233320221,-0.0444985445622963,0.362655184180624,-36.7801780181865
"W4-084","GmWMC103","W4",84,0,10.015,235,5604,7110.5,4008.5,32293.5,7941.75,0.176227735320508,0.268518847277496,-0.096535683900029,0.401737575228979,-77.7905165167138
"W4-085","GmWMC190","W4",85,1,12.305,689.25,3380,4992.5,2597,25295,7633,0.22833917479719,0.433534886667491,-0.00583094331428467,0.476238559025921,-16.2162624712451
"W4-086","GmWMC118","W4",86,0,16.34,373,4558,5990.25,3363,28086.5,7633.25,0.187674677161081,0.312437114528919,-0.0585385332253783,0.421556910387745,-48.1689772630571
"W4-087","GmJMC003","W4",87,0,4.52,183.666666666667,4600,6027,3375,29421,7428.5,0.197643775552539,0.295293883526968,-0.0894995528070826,0.442377678558581,-68.3535201930361
"W4-088","GmWMC001","W4",88,0,5.73,113.75,4871,6014,3327,27104,6908.5,0.194819462702102,0.254702823037212,-0.103670663358007,0.409822492351853,-68.7384446193585
"W4-089","GmJMC101","W4",89,0,9.995,459.75,4695,6020,3410,26613,7335.5,0.177280036996381,0.268426707569684,-0.0544305830730879,0.366414875880513,-40.451349451515
"W4-090","GmJMC110","W4",90,0,19.525,818.5,3147,4653.5,2366,24260,7480.75,0.225175498780704,0.441800349038867,0.00784087846877457,0.466547161431149,-8.08597702724449
"W4-091","GmWMC123","W4",91,0,8.595,473.75,4624,6272.5,3509,26727,7655.5,0.186950646811549,0.290602625312945,-0.0365349820198704,0.362629013917668,-31.2859505567932
"W4-092","GmWMC087","W4",92,0,2.955,93,6509,8147.5,4796.5,31101.5,7898,0.168778325571296,0.165116718940247,-0.0963754734432358,0.312719475316622,-69.5520170085756
"W4-093","GmWMC148","W4",93,1,5.935,228.75,5664,7305.5,4339,27692,7713,0.177679874138715,0.207638336984841,-0.040036389040907,0.274686504633544,-30.5705168959609
"W4-094","GmWMC084","W4",94,0,7.04,303.25,4879,6585.5,3720,27978,8015,0.181441669726835,0.298492269081139,-0.0342921188498397,0.363127004952238,-33.4170110242649
"W4-095","GmWMC010","W4",95,0,4.42,95.75,6167,7541,4183,30021,8053,0.187610681786835,0.22712988235518,-0.0701645738726359,0.365224011978512,-57.7330379509915
"W4-096","GmWMC045","W4",96,0,8.5,257,6237,7744,4341,32600,8618.5,0.186020373073572,0.224732054303589,-0.0910490130157874,0.368197960723496,-74.8244168272892
"W4-097","C1290","W4",97,0,7.585,385,3777.5,5764.5,2823,28385,8807.75,0.245229701039003,0.451686917674767,-0.00512012510236164,0.495301762820486,-17.6417790059096
"W4-098","GmJMC051","W4",98,0,12.385,440.5,5865.5,7555.25,4317,33079.5,8873.75,0.173152998754203,0.253487484723439,-0.0755519066200399,0.384327028027265,-66.0097473429381
"W4-099","GmWMC038","W4",99,0,6.725,247.666666666667,6673,8553.5,4837,40847,9708,0.172000993721112,0.25688183566554,-0.127741775678348,0.424385418231348,-134.398741158315
"W4-100","GmWMC162","W4",100,1,13.79,506,6013,7711.25,4321.5,34347,9192.25,0.165461256425795,0.281578605562875,-0.0691493712668818,0.389480390518964,-67.0801050713068
"W4-101","GmWMC176","W4",101,1,16.205,728.75,2920,4841,2238,25640,8173,0.27927716742276,0.502131462577775,0.0313039552332757,0.523408294356023,5.78047689452529
"W4-102","GmWMC115","W4",102,0,20.23,742.666666666667,3699.5,4918.75,2768,23497,7833,0.186347323400785,0.409049600480335,0.0522284601909966,0.405349607288853,18.483042554427
"W4-103","GmWMC170","W4",103,1,8.81,616.25,3031,4792,2482,24749,8193.5,0.23688344840604,0.48451101970655,0.0482516085363853,0.493552393618347,14.8521484074812
"W4-104","GmWMC083","W4",104,0,18.49,588,3383,5149,2707,24918.5,7793.75,0.226864524477463,0.419055335086191,0.0280745541790766,0.455703482498958,4.17304165200912
"W4-105","GmWMC163","W4",105,1,8.86,329.75,4627,6286.5,3554,28331,7814,0.188357343245106,0.277545381400382,-0.0685879044832054,0.404265903317566,-54.8750188427281
"W4-106","GmWMC178","W4",106,0,16.255,395.666666666667,5034,6442,3698,28100,7794,0.158822406790706,0.263013938892615,-0.0422782102517829,0.352915477855828,-36.2412071871235
"W4-107","GmJMC025","W4",107,0,15.715,645.666666666667,4050,5654,3052,27458,7952.5,0.20913362637205,0.3840692383318,-0.0200378484907908,0.444461189142854,-25.5142008348837
"W4-108","GmWMC042","W4",108,0,9.145,378.75,3536,4913,2483,25405,8038.5,0.24464386314369,0.465626607678453,0.0237649275362673,0.508274179391225,0.263312136245183
"W4-109","GmJMC056","W4",109,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W4-110","GmWMC146","W4",110,1,22.745,1011.25,3380,4973,2564,24947,7870,0.232289825209016,0.447604150372804,0.0201421375689655,0.469588322006362,0.320769427282279
"W4-111","GmJMC009","W4",111,0,13.08,443,5454,6935.5,4138,32257,8142.5,0.16256785993887,0.267174380858066,-0.0980001706267407,0.395397072686171,-82.2521183654486
"W4-112","GmWMC074","W4",112,0,20.835,620.5,3212.5,4652.75,2475.5,23675,7924.25,0.215510770191349,0.468192883454018,0.0456491788893621,0.467300953395641,13.687183480151
"W4-113","GmJMC161","W4",113,0,15.075,433,5863.5,6878.25,4130.5,29506,7861.25,0.141490017309087,0.230667906455043,-0.0687807488243095,0.339056185749366,-55.6328807131475
"W4-114","GmWMC071","W4",114,0,22.37,665.75,3617,4809,2740,23604,7882.5,0.184011364810785,0.406405813856888,0.0318589020670151,0.43206302851967,6.01934417208266
"W4-115","GmJMC023","W4",115,0,22.415,739.25,3382,4949,2650,24323,7624.5,0.214865366628304,0.433336342670486,0.0174121550384508,0.458079618465373,-1.62750958814353
"W4-116","GmJMC008","W4",116,0,11.735,293.25,5776,7140,4063,33856,8165.5,0.178955992545658,0.269965194561988,-0.121020475399073,0.420010051723941,-99.6567055871498
"W4-117","GmWMC165","W4",117,0,11.005,344.5,4907,6234,3679,27499.5,7529.25,0.170266659050139,0.279313684065749,-0.0494120835339489,0.379847482144905,-38.3356972186981
"W4-118","GmWMC011","W4",118,0,14.16,353.75,5201,6518.5,3843,29518,7664.5,0.162429511148423,0.251886229354291,-0.0902631698249142,0.360780491510748,-65.2454882497265
"W4-119","GmJMC043","W4",119,0,11.105,464.25,3629,5026,2766,23632,7178,0.203882180690058,0.384223520053415,-0.00661199567109295,0.415188958891605,-13.7470330112893
"W4-120","GmWMC166","W4",120,0,9.865,271.75,6776,7697.5,4645,33477,7645.5,0.148417749325193,0.18321830407257,-0.148106078333677,0.359995729119835,-110.495679257722
"W4-121","GmJMC030","W4",121,0,20.9,459,3910.5,4975.75,2839.5,24325.5,7615.5,0.186903456637075,0.4009526506115,0.00755324036830905,0.436902997428923,-10.0930449045118
"W4-122","5002T","W4",122,0,13.39,330,4092.5,5513.5,3203.5,27729,7564.75,0.185325199460117,0.33579440641552,-0.0774298880911988,0.425181177508293,-59.6563084205124
"W4-123","GmWMC075","W4",123,0,25.345,590,3944,5307,2928,26648,7736,0.195139826059114,0.372810312083028,-0.0329635581795502,0.435798663607445,-32.5041508911854
"W4-124","GmWMC173","W4",124,1,11.33,561,4672.5,6056,3513,27100,7579.25,0.169533674402001,0.288768496005413,-0.0490715217155816,0.378641578106305,-41.8151732463365
"W4-125","GmJMC082","W4",125,0,11.26,629.666666666667,4112,5749,3219,27672,7701,0.193638202150694,0.341974331737315,-0.0415655048113177,0.440392897485485,-36.961519737229
"W4-126","C1322","W4",126,0,8.97,297.25,5038,6199.5,3734,28530,7671.5,0.156483777571769,0.271226695968085,-0.0831061272574228,0.389155666600196,-62.8045086201387
"W4-127","GmJMC064","W4",127,0,11.055,338,4752,5974.5,3557,28615,7262.75,0.150931187351618,0.247624342585258,-0.103253576632049,0.369984115171177,-78.0672572182014
"W4-128","GmWMC175","W4",128,0,14.31,593.75,4294,5647,3251,26904,7519,0.174384080058036,0.31171759946653,-0.0405578700383163,0.395121169936297,-37.1021334304583
"W4-129","GmJMC114","W4",129,0,10.83,360.5,5393,6556.75,4031,32434.5,7549.75,0.143788592872063,0.228655214725769,-0.136728701857446,0.397738272612094,-104.473235474817
"W4-130","GmJMC105","W4",130,0,9.775,356.333333333333,4951,6089,3607,25289,7135.5,0.149853638851458,0.2184987583372,-0.0460446307122811,0.333987340557156,-35.0675308728283
"W4-131","GmJMC040","W4",131,0,8,243.75,5713,7433.5,4370,32362,7793.5,0.153611683849208,0.205955321864455,-0.129964704666672,0.364127470670601,-95.5255245900502
"W4-132","GmJMC034","W4",132,0,14.88,376,4795.5,6169.25,3552,30974,7544.75,0.170864276867232,0.276510740338231,-0.115316287501023,0.431444038236641,-88.5873574316408
"W4-133","GmWMC185","W4",133,1,13.34,401.5,5264,6686.75,3774,30700.5,7569.5,0.166265765127795,0.249011256740937,-0.107143617727972,0.391924716734253,-80.835713554651
"W4-134","GmWMC027","W4",134,0,10.595,240,6035,7298,4355.5,32940.5,7692.5,0.149337812616664,0.206353623392482,-0.159140028625414,0.382217650115083,-122.7118132515
"W4-135","GmJMC130","W4",135,0,18.1,404.333333333333,4593,5533,3153,25941,6985.5,0.173097097981777,0.3074324017624,-0.0498277969913813,0.395475089184668,-38.6980906065264
"W4-136","GmWMC188","W4",136,1,19.865,902,2866,4337,2269,23102,7400.25,0.232942028548156,0.475518717256618,0.0134426892718529,0.490635150831242,-5.44682445185302
"W4-137","GmJMC007","W4",137,0,16.205,396.333333333333,5132,6287,3652,29770,7667,0.168312101099827,0.277049299151301,-0.100733688280297,0.413204962089,-77.7229824355597
"W4-138","GmWMC046","W4",138,0,9.13,174.5,5142,6297.5,3703.5,30457.5,7275.5,0.164832707531988,0.246624364670022,-0.127125712668404,0.408659260785694,-90.4394600548381
"W4-139","GmWMC035","W4",139,0,14.56,481,3896.5,5434.25,3029.5,25627,7670.25,0.195165071598162,0.36468991478226,-0.00836229635896267,0.417069628925554,-16.6643638695914
"W4-140","GmWMC186","W4",140,1,5.365,258.25,5599,7084.5,3951,32051,7536.5,0.17619963135968,0.219875042397634,-0.136989683053236,0.384472428478483,-102.592774034234
"W4-141","GmJMC050","W4",141,0,15.215,390,4535,6026.25,3365,27276,7398.25,0.182587408894679,0.303928706636638,-0.0495677884901363,0.400181432866634,-41.3929424477196
"W4-142","GmWMC107","W4",142,0,18.02,384.5,4411,6152.75,3180.5,29695,8123.25,0.219905103927627,0.361975413842346,-0.0504305301387027,0.459750317378417,-46.4567354116017
"W4-143","GmJMC098","W4",143,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W4-144","GmWMC089","W4",144,0,24.05,802,4244,5429.25,2938.5,27247,8133.75,0.210356246537773,0.384769661996948,-0.0240030836749524,0.444420074055402,-27.3783222597278
"W4-145","GmJMC179","W4",145,0,18.825,789.75,3414,4831,2650,24568,7922.5,0.204517974048486,0.433859971549999,0.0189698653232564,0.45932220872536,-1.73194522269099
"W4-146","GmJMC005","W4",146,0,10.22,246.5,5310.5,6552.25,3650,30573.5,8335.25,0.180161252049161,0.301644860858082,-0.0604090126324736,0.414271645993916,-56.5916015982637
"W4-147","GmJMC117","W4",147,0,16.575,543.25,4569,5984.5,3305,28172,8226.5,0.192852918813093,0.333851103832476,-0.0415024754428185,0.431354843632384,-39.1901470392938
"W4-148","GmJMC167","W4",148,0,17.525,492,6416.5,7994.25,4710.5,35049.5,8723.25,0.153769277455059,0.199346069612528,-0.0951233118468807,0.358748860922849,-84.3363456223718
"W4-149","GmWMC018","W4",149,0,10.355,299.25,5307,6551.5,3392,31317,8851.5,0.196216513246937,0.335167318242482,-0.0553476771860376,0.442815236966879,-54.6184438511271
"W4-150","GmJMC106","W4",150,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W4-151","GmWMC073","W4",151,0,9.91,490.5,5008,6494.5,3819,28868,8107,0.165651763274441,0.287272386890864,-0.0277243241865145,0.372220627463851,-30.2779547380941
"W4-152","GmJMC017","W4",152,0,10.675,541.5,4759,6130.25,3466,28609.5,8430.25,0.17950613628751,0.345950654046262,-0.0100280946200978,0.414299248038911,-20.5779291816878
"W4-153","GmJMC104","W4",153,0,15.04,522.75,4946,6371,3628,28332,8094,0.180387072153595,0.303869234262525,-0.0279738567411027,0.380326205766424,-27.9568363302333
"W4-154","GmJMC004","W4",154,0,8.53,276,5469,6795.75,3861.5,30338,8262.5,0.185967087567182,0.302240655636739,-0.0441468253451573,0.387597746031299,-40.2668753558501
"W4-155","GmJMC047","W4",155,0,7.425,203,6337,8177,4462,36057,8204,0.167808559416292,0.198397809797325,-0.16710126274581,0.37947224640918,-131.821575181846
"W4-156","GmWMC125","W4",156,0,4.12,115.75,7387,8894.5,4634,40657,8475.5,0.170624891666739,0.182750761955473,-0.187589553728402,0.409340917199906,-165.172533177349
"W4-157","GmJMC060","W4",157,0,6.845,240.5,6555.5,7941,4439.5,32916,8230.75,0.171278392138526,0.223585355415639,-0.102778788071989,0.358591514964906,-84.452429736757
"W4-158","GmJMC076","W4",158,0,8.81,398.5,4555.5,6002.25,3341.5,26456,8034.25,0.197796506568177,0.337984637614973,-0.0151098035813927,0.394419824009049,-21.056461820013
"W4-159","GmWMC132","W4",159,0,7.155,290.25,5421,6739.5,3725,28178,7949.5,0.195856875221924,0.289741393604333,-0.043001404342327,0.369316096130593,-37.2917762811683
"W4-160","GmWMC168","W4",160,1,9.74,405.5,5388,6933.75,4101.5,28764,8327.5,0.161326746066248,0.263410548419879,-0.0334016505034984,0.33347639778226,-32.4168905441675
"W4-161","GmJMC177","W4",161,1,8.145,368.25,5693,7231,4246,30458,8301,0.158216321733752,0.254176801491199,-0.0622433672453778,0.348332977635139,-54.8381178179738
"W4-162","GmWMC164","W4",162,0,9.9,368.25,4551,6037,3413,25670,7617.5,0.178595912435814,0.299384868276127,-0.0148281783538552,0.342005821888587,-17.5738067790946
"W4-163","GmJMC096","W4",163,0,6.64,265.5,6181.5,7319.75,4229.5,31020,8175.25,0.154582131584825,0.244774427229622,-0.080271684558529,0.345639568940876,-64.375829126419
"W4-164","GmWMC191","W4",164,1,7.505,266.5,7586,8934,4938.5,35885.5,8496,0.172230343413287,0.190846223669981,-0.128364896468568,0.342751661069728,-106.578566967916
"W4-165","GmWMC159","W4",165,0,5.235,352,5113,6942.25,3790.5,31353.5,8503.75,0.193841391391793,0.320124952292667,-0.0605232005167479,0.414564327051408,-57.0885874889685
"W4-166","GmJMC100","W4",166,0,13.06,292.25,5905,7206,4106,30883,8152,0.165879389145365,0.249594660784591,-0.0778289311340763,0.375701716013489,-63.5525266911035
"W4-167","GmWMC189","W4",167,1,3.805,103.25,8372,9103,4850,42271,8052.5,0.182958283070194,0.173508793150868,-0.204939078024289,0.40071151406902,-182.990611433003
"W4-168","GmWMC019","W4",168,0,4.365,136.5,6387.5,7696,4345.5,44302.5,8341,0.188602437548182,0.27219980436597,-0.249000432913627,0.488603336990209,-235.701564565647
"W4-169","GmJMC088","W4",169,0,5.79,230.75,6311,7373.5,4062,33147,7998,0.176394589603692,0.253244012847224,-0.120280036507665,0.397699576907342,-94.3788846301196
"W4-170","GmJMC116","W4",170,0,10.945,392.25,6104,7243,4163,32620,7755,0.164677926376309,0.224396644705656,-0.128325820894896,0.366629533202846,-98.8726887508791
"W4-171","GmJMC133","W4",171,0,9.845,299.5,6436,7581.5,4209,39356,7882,0.18464419126185,0.215863324021113,-0.186160101230756,0.420806445880935,-167.924058879456
"W4-172","GmWMC014","W4",172,0,16.085,397.5,3471,4947.5,2612.5,25221.5,7829.5,0.213948103015824,0.439406557119899,0.0160179751188395,0.479053929585995,-3.68174912262739
"W4-173","GmWMC120","W4",173,0,5.32,137,6924.5,8450.25,4659,41019.5,8006.25,0.185718756586873,0.193948370971206,-0.210742154484433,0.418797664498863,-181.584708570795
"W4-174","GmWMC134","W4",174,0,4.39,177.5,5115,7104.5,3773.5,37017,8193.25,0.208923099443528,0.306358733456733,-0.167311506922597,0.483219279285214,-145.383802361316
"W4-175","UA-4805","W4",175,0,7.69,264,5091,6731.75,3767,34123,8063.25,0.181585922909541,0.285113557890078,-0.134300226985073,0.412035785785509,-104.449743627899
"W4-176","GmWMC119","W4",176,0,4.735,155.25,5719,7419.5,4158,34053,7879.5,0.184024873451271,0.240050720205288,-0.164373885779613,0.410075041768969,-124.803257956907
"W4-177","GmWMC143","W4",177,1,7.59,308.5,5494.5,6675,3916,31183,7575.5,0.155734434778114,0.222279737635603,-0.116110965466232,0.389051352852387,-89.1083599220689
"W4-178","GmWMC181","W4",178,1,5.475,155.25,6374,7648.5,4376,39563,7864.5,0.178297473662822,0.19333595127771,-0.224086086598682,0.431334575177035,-185.655286597561
"W4-179","GmWMC157","W4",179,1,3.67,128,6409,8121.75,4568.5,42206.5,8227.75,0.178714793027105,0.215276216686597,-0.232731064587349,0.447984064896845,-205.531198731842
"W4-180","GmJMC058","W4",180,0,4.335,137.5,6690.5,7833.5,4582,39552.5,8024.5,0.153050448512283,0.200823249963273,-0.204317417605455,0.411368678952125,-174.415843893101
"W4-181","GmWMC174","W4",181,1,5.46,91.3333333333333,7256.5,8716.25,5281,45158.5,8158.25,0.143000982648966,0.144432210191782,-0.263621962172688,0.430169444085386,-262.190650466121
"W4-182","GmJMC158","W4",182,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W4-183","GmJMC079","W4",183,0,6.14,138,7352.5,8136.5,4471,41622,7737.5,0.164206321233952,0.196535215285373,-0.237146632674073,0.438005769903989,-211.278874725133
"W4-184","GmWMC020","W4",184,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W4-185","GmWMC113","W4",185,0,4.185,222.333333333333,4921,6352.5,3551,32033,7938,0.198910249556042,0.302136732018448,-0.118648818402132,0.443034650200794,-92.2202701964722
"W4-186","GmJMC063","W4",186,0,6.88,287.333333333333,5485.5,6779.25,3865,32226,7790.75,0.170577513048401,0.251428265967356,-0.124575882883909,0.399096014609137,-95.8896956981337
"W4-187","GmJMC049","W4",187,0,5.46,261.25,5617,7095,4023,32314,7777.5,0.173484782758613,0.227061657147312,-0.128412250659057,0.383229109205719,-96.7986776699774
"W4-188","GmWMC192","W4",188,1,6.08,380.75,4627,6691.5,3718,29990,8203,0.189689849387913,0.316176494910611,-0.0552055746701561,0.400319168459868,-48.0134560541855
"W4-189","GmJMC026","W4",189,0,8.85,384,5183,6779.75,3820.5,30441,8438.25,0.193354784708311,0.305071910781604,-0.0566758174519008,0.401736453472211,-49.4713599452531
"W4-190","GmJMC069","W4",190,0,8.45,318.75,5241,6849.5,3790,29122,7439,0.189602325987457,0.240133101171816,-0.081971436830962,0.349530114650584,-60.7174086582453
"W4-191","GmWMC012","W4",191,0,9.58,460,4631,6145.25,3487,28305,7860,0.18935363792901,0.303346820713557,-0.0495980587214409,0.400624431021688,-41.9565291960971
"W4-192","GmJMC080","W4",192,0,8.69,539.75,4237,5616,3048,26884,8023.5,0.200511579364607,0.370263580496714,-0.016371412347824,0.425832361498923,-22.7807177128602
"W4-193","GmJMC145","W4",193,0,16.325,496.5,5525,7024.75,4211,29340.5,8256,0.157036688678437,0.243073346758828,-0.0560086808478711,0.331331443264722,-48.5234499638277
"W4-194","Tachiutaka","W4",194,0,12.385,370.5,5936,7403,4204,33270.5,8700.5,0.174186946816187,0.287084790191249,-0.081143791264692,0.385973419496547,-73.4188208910598
"W4-195","GmWMC066","W4",195,0,13.275,490,4632.5,5829.75,3293,28027.5,8435,0.18018186153729,0.3567136649831,-0.0262326034044717,0.420186162380808,-30.9623317855674
"W4-196","GmJMC093","W4",196,0,10.585,508.75,4201,5890.5,3218,27851,8246,0.199052896744275,0.360931819237804,-0.0347353218901105,0.433341493246119,-33.6082949119459
"W4-197","GmJMC085","W4",197,0,13.835,514.5,5279.5,7087.75,3825.5,34057,9072.75,0.189787800043174,0.31479756252927,-0.0897337323754208,0.430416915579432,-81.2894786604296
"W4-198","GmJMC067","W4",198,0,12.715,372.5,6188.5,7911.5,4437,32886,8762.25,0.176430349139613,0.234373133421543,-0.0787794015076487,0.354901932778109,-67.4975746244647
"W4-199","GmJMC078","W4",199,0,9.305,296,5591.5,7452.5,4001,33358.5,8997.25,0.199125680902999,0.300931336559874,-0.0792701726133138,0.417643946087233,-73.0334144969202
"W4-200","GmJMC099","W4",200,0,10.27,367.5,6288,8398.75,4752.5,36956.5,9576.25,0.166856476703127,0.263336818748324,-0.0935682399429859,0.393555923023897,-91.5241784887233
