"","variety","treatment","plot","flower","dryWeight","plantArea","spectral475","spectral550","spectral660","spectral725","spectral850","GRVI","NDVI","NDRE","NDI","RTVI"
"W1-159","GmJMC067","W1",159,0,94.645,1012.5,1460,3145.75,1267,20532.5,6731.5,0.32693119967258,0.666749582643242,0.0518527645004326,0.644312414576801,12.6477192159569
"W1-160","GmJMC007","W1",160,0,41.48,836.25,2083,3358,1660,21038,7083.5,0.256090645418787,0.587479290573979,0.0499978662122905,0.567601569237716,11.7979500281643
"W1-161","GmWMC136","W1",161,1,85.145,903.25,2117,3634,1644,21583,6845,0.294818702796921,0.574791579208314,0.0285232351327822,0.580142366763463,0.818563732876534
"W1-162","C1290","W1",162,1,64.39,717,1396.5,3164.25,1229,22003.5,7360.25,0.353876071337437,0.69260265340914,0.0513407786419652,0.664578712556679,11.1510532363624
"W1-163","GmJMC184","W1",163,1,96.7,1052,1567,3024,1322,20198.5,6924.25,0.29967130454551,0.642677681883542,0.0575831073322174,0.616918995799712,14.4964507549908
"W1-164","GmWMC087","W1",164,1,117.63,522,4437.5,5838.75,2982,26758,7100.75,0.214088896884415,0.357858226404683,-0.0559751426257318,0.455861157043567,-45.4566152234722
"W1-165","GmJMC028","W1",165,1,97.96,912.5,1981,3578,1640,21438.5,6954.25,0.291468935809825,0.586595955836001,0.0347339265517668,0.583964239202673,4.41615795438185
"W1-166","GmWMC190","W1",166,1,61.61,902.75,1573,3449,1360,22204,7152.5,0.351993149841457,0.658229928276556,0.0390907444591198,0.64441339419957,6.5757117004419
"W1-167","GmWMC188","W1",167,1,89.355,889.75,1776,3514.5,1507,21879,7073,0.323099591100798,0.62104958140037,0.0332639455521652,0.620215117145604,2.98428157939368
"W1-168","GmJMC097","W1",168,1,98.505,1004,1460,2953.5,1252,20465,7234,0.316582124290142,0.68208071077948,0.0852814360808925,0.640933587056509,29.3035776383809
"W1-169","GmJMC023","W1",169,0,73.05,1019.75,1561,3216,1303,21009,7028,0.332535476716566,0.652602154027232,0.0530185907966694,0.638307948478096,13.1218959242042
"W1-170","GmJMC082","W1",170,1,90.895,887.75,1932,3567,1548,22221,7219,0.310963020571611,0.612799415862205,0.0355227852779503,0.617565549867098,4.37058969329084
"W1-171","GmWMC122","W1",171,0,60.475,475.25,3586,5307.5,2653,25530,7346.5,0.25017834197592,0.419289109162058,-0.0213019970393558,0.49205845822746,-26.0115174234369
"W1-172","C0394","W1",172,0,55.585,527.25,2482,4106,1954,22941,7115,0.284640853357676,0.524785694108966,0.0214367279893713,0.558569688681772,-1.3436713939802
"W1-173","GmJMC167","W1",173,1,81.735,425,4239.5,5844.25,2963.5,26828,7363,0.23335806238383,0.367520429575481,-0.0455376548191732,0.44828095354289,-39.0525344617508
"W1-174","GmJMC117","W1",174,1,34.53,425,3585.5,4785,2272,23271,6563.75,0.255697994184502,0.412290489136153,-0.0327857367908797,0.519093851456736,-26.9937380639406
"W1-175","GmJMC032","W1",175,1,41.655,379.25,4555,5865.5,2962,25094,6697.5,0.2282603623539,0.318013021058233,-0.0666738064261116,0.43267837888162,-48.0738841604433
"W1-176","GmWMC162","W1",176,1,85.39,860.25,2829,4355,2246,22523,6905,0.232286361281027,0.465841106617944,0.00536231460456192,0.500441951196106,-10.0200507413266
"W1-177","GmJMC050","W1",177,0,39.75,547.5,3053,4740.5,2191.5,23488,6714.75,0.27088613638009,0.465715342919247,-0.0253500248684417,0.503158555514133,-25.3996882327557
"W1-178","GmJMC039","W1",178,0,46.82,737.25,2853,4169,2183,21132,6782.5,0.22606783243123,0.472568922141331,0.0313409200259001,0.496821235466444,3.52718340697645
"W1-179","GmJMC112","W1",179,1,83.785,894.75,2156,3757,1690,21879,6922,0.284694780107939,0.573094104428887,0.0203463323961989,0.571894311236023,-3.125860863265
"W1-180","GmWMC168","W1",180,1,74.98,709.25,2434,4062.5,1911,22769,7179.5,0.275680498673271,0.549448589527713,0.0246910173844802,0.554487718777899,-0.844221177323847
"W1-181","GmJMC128","W1",181,0,68.265,613,2596,4332.5,2001,23979,7314.5,0.27165116559971,0.531148763403477,0.0163934440278994,0.559646279415995,-5.45685405167947
"W1-182","GmJMC088","W1",182,0,34.5,136.333333333333,5282,6357,3308,25897,6645,0.195389491407914,0.283581018185434,-0.0923689780181071,0.391618062699254,-61.1861476832794
"W1-183","GmWMC109","W1",183,1,35.295,155.75,5923,6934,3663,31698,7374,0.185197045483526,0.272771295360997,-0.140132936949498,0.437429921605406,-103.703242753412
"W1-184","GmJMC121","W1",184,1,30.26,274.75,4476,5789,2982,26346,7216,0.214113014223395,0.344658959935202,-0.0657812599038103,0.444325680746488,-50.4158416873295
"W1-185","GmJMC106","W1",185,1,51.375,711.5,1804.5,3515.25,1601,20372,6667,0.282437702895609,0.55913273560365,0.039490779124284,0.546601080605581,7.120395372617
"W1-186","GmJMC137","W1",186,1,83.235,898.75,1792,3408,1447,21059,7042.5,0.317304085195792,0.633622763722567,0.0445220978887091,0.612107060546312,9.06782420799174
"W1-187","GmJMC158","W1",187,1,45.055,508.25,3449,5456.5,2630,26943,7836.5,0.263742518763346,0.455431900180163,-0.0117559043469307,0.502014150699788,-21.4445539777307
"W1-188","GmWMC042","W1",188,0,15.5,255.25,3437,5440.5,2406,26185,7433.5,0.297982643645948,0.461908885627039,-0.0192022733592618,0.516887511846849,-24.7272553320015
"W1-189","GmJMC076","W1",189,1,63.06,610.5,3176,4975.25,2414.5,25131.5,7464,0.257250948750962,0.464134722811026,-0.00329824148426984,0.494383119057111,-15.2707686156789
"W1-190","GmWMC173","W1",190,1,47.09,594.25,2892,4773.5,2247,25445,7772.5,0.277581262731514,0.512986416614793,0.0140847741575452,0.5243043511202,-5.51625917807469
"W1-191","GmWMC192","W1",191,1,38.67,386,3815.5,5685,2923,25698.5,7404.25,0.228073535754916,0.387025521455632,-0.0254298606177933,0.442268402753416,-26.4818568726872
"W1-192","GmWMC074","W1",192,1,47.765,216,3618,5298.5,2690,24628.5,7250.5,0.239369728822662,0.394283955862847,-0.0153340137628642,0.448233655440974,-21.0193493679159
"W1-193","GmJMC026","W1",193,0,38.275,382.5,3128,4781.25,2301,23472.5,7175.75,0.273240356940648,0.470452053058915,0.00329923285188285,0.479859430175615,-10.723085064592
"W1-194","GmWMC187","W1",194,1,47.755,262.25,4126,5936,3065,25998,7374.5,0.237458377422223,0.362817039554735,-0.0327162032873116,0.414097127205747,-29.6581884758082
"W1-195","GmJMC131","W1",195,1,45.92,367,4805.5,6527.75,3411,27420,7480.5,0.214399185454984,0.318880186343955,-0.0432917997052072,0.393380075079739,-36.5345751870383
"W1-196","GmWMC153","W1",196,1,37.11,298,4212,6254.75,2954.5,28305,7705.25,0.267774893965862,0.389767750846455,-0.052646584878334,0.46224975458907,-45.3814173301069
"W1-197","GmWMC181","W1",197,1,29.175,262.25,4482,5795,2819,27609,7457,0.244644870349493,0.331404065942416,-0.0576857642212589,0.414066376954564,-45.6022315258441
"W1-198","GmJMC037","W1",198,0,41.12,279,4268.5,5997.5,3215,27626.5,7723,0.219675876364605,0.358303336210382,-0.0393697612683685,0.424806042827337,-37.9148149033355
"W1-199","GmJMC047","W1",199,0,57.425,313.25,5491,7331.5,4028,33947,8500,0.187579227945318,0.270528085895451,-0.104599800939342,0.407791618136018,-90.06691385265
"W1-200","GmJMC060","W1",200,0,46.13,519,4739.5,6685.5,3389,31333.5,8493.75,0.227767565850935,0.374853647097975,-0.053392574798138,0.452602526389144,-50.1296706574977
"W2-001","GmWMC019","W2",1,0,19.5,241.75,4076,5520,2932,30082,7265.5,0.222826534508186,0.357344295540682,-0.127453043675866,0.489628879172443,-97.1263544045249
"W2-002","GmWMC129","W2",2,1,37.775,311.5,4640,5852,2812,30754,6943,0.234946018085288,0.310968040937724,-0.156015037448074,0.491798956499532,-111.869987411234
"W2-003","GmWMC192","W2",3,1,34.445,226,4092.5,6033.75,3002,29863.5,7230,0.239130468346037,0.329132596492759,-0.124643866760812,0.470542678349622,-91.286946231147
"W2-004","GmWMC024","W2",4,1,33.325,353.25,4310,6331,3236,32018,7457,0.231079101317854,0.321581025790967,-0.139999170195036,0.47073867359806,-109.301787392802
"W2-005","GmJMC088","W2",5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W2-006","GmJMC133","W2",6,1,27.17,143,5460.5,6881.25,3479.5,38072,7069.75,0.213073343935631,0.2140028709245,-0.22135795753158,0.44987170736418,-189.337369681064
"W2-007","GmJMC104","W2",7,1,43.075,388.5,4066.5,5101.75,2637,28662,7089,0.221893287697741,0.342424475365579,-0.122493492209943,0.481536491571228,-89.1169877182512
"W2-008","GmJMC047","W2",8,1,27.485,154.25,5431,6669.5,3638,33819,7297,0.179025185554441,0.194348584032471,-0.195094556538259,0.430561505199977,-146.906638887379
"W2-009","GmWMC071","W2",9,1,38.435,352.75,3463,5039,2433,27313,7124,0.241098046697989,0.421641480831584,-0.0746644205029752,0.532227945072221,-58.9251117903478
"W2-010","GmWMC182","W2",10,1,22.02,238,5797.5,7349,3688.5,37117.5,7256.75,0.2167715171886,0.22645006812687,-0.228889539378892,0.444646675281502,-177.798656966484
"W2-011","GmWMC143","W2",11,1,38.865,454.25,3991,5507.5,2990,27778,7266.5,0.210172047403366,0.343066376352923,-0.0764685869780287,0.458015707591653,-62.9151458710793
"W2-012","GmJMC052","W2",12,0,29.145,311.5,5590,6578.75,3479,32302,7094.5,0.195926494536727,0.230436284289012,-0.174622714414487,0.422294920477928,-131.568067496916
"W2-013","GmJMC040","W2",13,1,48.785,444.75,4379,5825,3109,28679,7341.5,0.212106096549484,0.317024698073732,-0.0992760214456848,0.453747840561808,-75.4125681326333
"W2-014","GmWMC175","W2",14,1,42.55,482.75,4589,5905,3154,28991,7201.5,0.209078818985268,0.305003443421486,-0.106322918656863,0.437918274789909,-80.2866547835651
"W2-015","GmJMC096","W2",15,1,52.1,429,3699.5,5199.25,2650.5,27596.5,7194,0.238250699272075,0.386275047512667,-0.0810042266778722,0.492472910127483,-63.1088785135859
"W2-016","GmJMC009","W2",16,0,13.95,211.25,5593,6922,3779,32414,7131,0.18270347608533,0.225151478390926,-0.170988494602863,0.417082714883282,-128.888210052066
"W2-017","GmWMC153","W2",17,1,23.33,292.5,4395,5853.75,2901.5,29892,7164.5,0.24123018023229,0.333950574763385,-0.114471068874987,0.47279592111025,-83.4864539060983
"W2-018","GmWMC010","W2",18,0,32.57,390.75,3319,4737,2462,26321,7210,0.226780451260301,0.419607722967617,-0.0596662578091303,0.498222782922394,-49.2716048918982
"W2-019","GmJMC080","W2",19,1,37.99,243.75,4049,5555,2896,27600,7101,0.230948769438282,0.336692500425605,-0.0858089132696661,0.457638622954278,-64.3923035499376
"W2-020","GmWMC074","W2",20,1,19.905,149.5,5382.5,6520.5,3320.5,33529,6800.75,0.209193116643425,0.265037792323383,-0.206957000910344,0.463150845911744,-154.546904068965
"W2-021","GmWMC140","W2",21,1,24.28,257.75,4257,5440,2667,27998,6728,0.243016732806149,0.345099032203964,-0.0906383799089028,0.472474928618282,-65.2194862070428
"W2-022","GmJMC076","W2",22,1,53.835,599.25,2983,4595.5,2174,26411,7325,0.274965074537127,0.468301615943439,-0.048002771693655,0.536182914155061,-44.04781224808
"W2-023","GmJMC059","W2",23,1,49.79,522,3468,4787.25,2515.5,26729,7148.75,0.229225665732102,0.392174199118841,-0.0657041314560235,0.48625422157801,-53.1950328894024
"W2-024","C1329","W2",24,1,48.69,443.75,4892,6161,3205,29104,7141,0.217558484398365,0.274208004412424,-0.109263057846696,0.415417277987159,-79.0657798027284
"W2-025","GmJMC039","W2",25,0,50.84,467.5,3740,5147,2785,26635.5,6987,0.208844260137544,0.346130229723423,-0.0930546307464114,0.461436742311338,-66.5584100518917
"W2-026","5002T","W2",26,1,53.91,351.666666666667,3701,4895.5,2483,25425,6947,0.23613842605415,0.365538399604508,-0.0540226432517919,0.465649641807968,-43.957772343373
"W2-027","GmJMC021","W2",27,0,49.52,565.25,2620,4025,1932,23859,6732.5,0.253706946876824,0.479428379856933,-0.0376783201941378,0.538753531776828,-34.1997564929596
"W2-028","GmWMC134","W2",28,1,18.485,208.5,3820.5,5715,2625,29734,7374.25,0.26641487188783,0.4000891366315,-0.0994598903016937,0.532219056942615,-79.5624366400135
"W2-029","GmJMC139","W2",29,1,39.18,527.75,3427,4660.5,2384,24792,6883.5,0.240959347410693,0.402514426273201,-0.0506856437122492,0.482304993809327,-40.613459618623
"W2-030","GmJMC126","W2",30,1,60.4,562.75,2966,4440.5,2189,25114,7064,0.248428613126265,0.455081060854175,-0.0356324219433195,0.524315555055452,-35.0821191631185
"W2-031","GmJMC105","W2",31,1,45.38,512,3573,4652,2266.5,25455,6789,0.248463861654311,0.395420029901444,-0.0703442401255832,0.490931004092287,-51.8230549340597
"W2-032","GmJMC031","W2",32,1,52.09,540.5,3476,4908.75,2413.5,26701,6976.25,0.246677359070203,0.392461242256857,-0.0804623573823349,0.485599036247133,-62.4578014661888
"W2-033","GmWMC014","W2",33,0,41.095,297.333333333333,3226.5,4859.5,2328,26003,6902.25,0.248645500183378,0.418055188946662,-0.0520432240810245,0.489802265067407,-41.5906476715704
"W2-034","GmJMC068","W2",34,1,51.865,499.5,2746.5,4094.75,2043,24152.5,6861,0.244528169644847,0.475870085545131,-0.0332288963177093,0.53158179719035,-33.9456154580551
"W2-035","GmWMC142","W2",35,0,37.455,366,4558,6323,3371,28865.5,7212,0.20204932219178,0.278773430456977,-0.0920098457336712,0.392850399785935,-67.7790971170065
"W2-036","GmJMC053","W2",36,0,30.84,239,4791,6389.75,3466,28461.5,6651,0.203616657756556,0.21429095689623,-0.117725337779882,0.36920520151227,-85.1708736724364
"W2-037","GmWMC070","W2",37,0,29.845,304.5,4615,6281.5,3277,28741.5,7318,0.2115914709173,0.26864928056824,-0.0746305573377523,0.382478418259973,-59.7274981119023
"W2-038","GmWMC020","W2",38,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W2-039","GmJMC100","W2",39,1,42.97,415,4741.5,6100,3448.5,28565.5,7061.75,0.180826095424738,0.25256850414104,-0.0940578679287259,0.379782745360302,-72.6186993181013
"W2-040","GmWMC001","W2",40,0,17.345,282.75,4017,5535.5,2854,26542,7060,0.219160211184926,0.342243778479446,-0.0681109418641171,0.438756574415895,-54.7500347532833
"W2-041","GmJMC128","W2",41,0,31.2,216.666666666667,4610.5,6207,3138.5,26823,6877.5,0.223514196889675,0.280107831872312,-0.0830599081715226,0.378631834890733,-59.2669397263735
"W2-042","GmJMC082","W2",42,1,51.13,242,4231.5,6062,2777,28489.5,7470.75,0.25201319683287,0.354516663287695,-0.0727528467269871,0.447920193827003,-60.5523533581139
"W2-043","GmWMC151","W2",43,1,33.85,388,4853.5,6613.75,3558.5,29348,7490.5,0.210260717323609,0.263594205779697,-0.0860884218019437,0.368180689466424,-67.955540135816
"W2-044","GmJMC172","W2",44,1,19.445,223.5,5125,6687.5,3672,29423,7738,0.198542775661594,0.268725241163459,-0.0705924015226168,0.370516760677662,-59.0443583078687
"W2-045","GmJMC056","W2",45,1,48.585,325.5,4707,6308,3343,28142.5,7333,0.215783352060266,0.271104847849258,-0.0716795622351406,0.374319948115935,-54.6492115919198
"W2-046","GmWMC125","W2",46,1,65.915,615,2867.5,4726.5,2166.5,27117,7697.75,0.281982670476139,0.485604084246178,-0.0245809734697072,0.53536650793487,-30.3046955298632
"W2-047","GmJMC058","W2",47,1,25.72,246,5704.5,7051.75,3572.5,32328.5,7783.75,0.208419550246418,0.269915631493726,-0.0918379228599253,0.429707843490715,-80.4272043954055
"W2-048","GmJMC117","W2",48,1,41.345,407.5,3919,5474.75,2454,30546.5,8082.75,0.276867933676855,0.408498050372902,-0.0499670129176365,0.50154502636607,-48.1889980778567
"W2-049","GmJMC005","W2",49,0,33.44,330.75,3338,4869,2282,27251,8306,0.275827938605306,0.491930181256987,0.0110095567729487,0.5393661434467,-10.6533289287762
"W2-050","GmJMC060","W2",50,1,37.85,461.75,4604,6766.5,3242,32499,8819.5,0.249000253624015,0.359600953813545,-0.0475224000412165,0.448263171044334,-48.9717291775292
"W2-051","GmWMC087","W2",51,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W2-052","GmWMC178","W2",52,1,32.635,318.75,4439,6025.5,3040,30809,7520,0.233872743005631,0.324462284942153,-0.114662005148721,0.459726137588816,-91.2356462992942
"W2-053","GmJMC055","W2",53,0,9.43,128.666666666667,5101.5,6884.75,3587.5,32751.5,7324,0.2237530932963,0.203622873867843,-0.146936987442084,0.399732822409083,-105.237190973309
"W2-054","GmJMC062","W2",54,1,31.65,481.5,4078.5,6041,3028.5,30098.5,7438.75,0.242165414773462,0.336020360410891,-0.106998473120807,0.458819177415538,-83.06608086752
"W2-055","GmJMC025","W2",55,0,30.865,265.5,5274,6946,3700.5,32640,7158.75,0.196485288909385,0.215709065777202,-0.152150191670236,0.394432333398352,-118.590827481103
"W2-056","GmJMC079","W2",56,0,29.045,218,5193.5,6388.25,3480,30914.5,7461,0.198612070580748,0.260607183769874,-0.124219912465697,0.401268275071132,-93.5714173860856
"W2-057","GmJMC102","W2",57,0,46.18,401,4568,5723.5,3242,29779,7052.5,0.180436689577442,0.269575528392566,-0.114740481767735,0.399186619174509,-83.8731592474457
"W2-058","GmWMC148","W2",58,1,48.955,513.5,3022,4862.75,2328.5,28908.5,7635,0.262497634925197,0.451759895180823,-0.0734880740758979,0.549953596676534,-60.8380270809612
"W2-059","C1290","W2",59,1,42.085,392,2735.5,4624,2035.5,28490,7807.25,0.306078801757523,0.520630643111649,-0.0503448520762864,0.593324733205322,-51.8792615571848
"W2-060","GmWMC191","W2",60,1,73.905,400.25,3809,5277.5,2460,29258,7334,0.263170821564534,0.382501107079757,-0.101659781868893,0.524234222251356,-80.9413512665625
"W2-061","GmWMC035","W2",61,0,46.25,641.5,3003,4804.5,2297,27154.5,7610.5,0.269469520900617,0.478020761833225,-0.039955344745265,0.540586476838236,-39.6622946245397
"W2-062","GmWMC174","W2",62,1,62.22,618.5,3550,5255.75,2721.5,27932,7773,0.225336130268363,0.419118349381012,-0.039438727823442,0.488579177556847,-40.4698123538183
"W2-063","GmWMC072","W2",63,1,70.07,549.5,3161.5,4586.25,2326,26028,7288.75,0.241032183715663,0.436184492384096,-0.0534033090062569,0.522312344820132,-44.888533372878
"W2-064","GmJMC110","W2",64,1,89.175,654.75,2943,4732.5,2110,27888,7293.5,0.284690795977038,0.484045568788275,-0.0615001914700655,0.57260186498662,-55.4679056191507
"W2-065","GmJMC030","W2",65,0,28.18,355,4196,5620.75,2887,30097.5,7652,0.231661566926524,0.356762804004157,-0.087350956015301,0.481955547062959,-72.3456240257741
"W2-066","GmWMC155","W2",66,1,55.83,370.5,3632.5,5861.25,2692.5,31787.5,7684.5,0.282820983714886,0.407820609288346,-0.111769886459047,0.533928095492075,-94.1999614841537
"W2-067","GmWMC086","W2",67,0,42.91,408.5,4201,5722.25,3256.5,29032,7434.5,0.185313342706203,0.316793242516503,-0.0809562393784297,0.434726864384551,-67.0776145492316
"W2-068","GmWMC164","W2",68,1,53.975,462.25,2184,3926,1672,25717,7318.5,0.320747519888887,0.581214069672402,-0.0434051619273191,0.620930640054441,-40.4757418995535
"W2-069","GmWMC146","W2",69,1,57.64,211.75,3606,5527,2696,30474,6938,0.254283167728518,0.369242767074138,-0.137528251418122,0.516757422683956,-97.942509332522
"W2-070","GmWMC038","W2",70,0,36.23,429.5,3905,5743.5,2894.5,30706.5,7910.5,0.242908249673015,0.397334677578926,-0.0883321509465985,0.499325445087419,-76.1528108081598
"W2-071","GmWMC138","W2",71,1,44.735,442.5,2580.5,4471.5,2108.5,26920.5,7808.25,0.282062349583033,0.523050365686748,-0.0259742220195021,0.568266689528493,-33.0754341762209
"W2-072","GmWMC186","W2",72,1,39.06,336.75,5490,7025,3827,32870,7604.5,0.192598502982636,0.246957455364788,-0.127912220148257,0.394273773956568,-105.222080830476
"W2-073","GmWMC183","W2",73,1,44.215,516.5,4935,6491.5,3388,30131,7302,0.213451192863595,0.277699374905601,-0.0990914567249916,0.425288318570864,-80.8776826867367
"W2-074","Tachiutaka","W2",74,0,33.52,394,4497.5,5739,3183.5,29542.5,7674,0.192936495357361,0.310051539544157,-0.0821087463818998,0.433411938857281,-68.0411401140524
"W2-075","C0394","W2",75,1,49.515,465.5,3419.5,5094.75,2499.5,28624,7711.5,0.244095055389171,0.42729691830409,-0.0537301621105635,0.513881694598191,-49.541473290446
"W2-076","GmJMC069","W2",76,0,65.83,692,3583.5,5140.5,2586,27021,7450.25,0.244054960181487,0.40224839304471,-0.0480624457599853,0.484644944696189,-44.7730161573736
"W2-077","GmWMC189","W2",77,1,31.02,413.75,4389,6399,3291,31383,7811.5,0.227538061227245,0.323689732383966,-0.0892052221495304,0.451665812871382,-76.6700484540886
"W2-078","GmJMC149","W2",78,1,63.82,708.5,3185.5,4689.75,2347.5,26124,7412.5,0.251017428390014,0.438562542292513,-0.0318476510573264,0.512990414472205,-33.4598278333248
"W2-079","GmJMC131","W2",79,1,42.49,516,3921,5602,2918.5,28883.5,7373.75,0.226186443349718,0.356065072648798,-0.0859073234618485,0.470997280069301,-69.5251213203129
"W2-080","GmJMC023","W2",80,0,44.69,535,3489,5208,2585,27683,7337.5,0.241875944586238,0.40540760964601,-0.0643191370977108,0.489627437997953,-54.595729311171
"W2-081","GmWMC018","W2",81,0,32.235,278,3497.5,5318.5,2535,27883,7156,0.259520582928005,0.418290978104423,-0.065165716494161,0.514803308795664,-51.6277425070869
"W2-082","GmJMC033","W2",82,0,29.345,387.666666666667,4069,5535.5,2854,26327,6877,0.231513693076299,0.328514517341942,-0.0704613856576779,0.41842665052482,-54.5081985117552
"W2-083","GmWMC176","W2",83,1,38.75,434.75,4064,6126,2930,30996,7730,0.254418595483239,0.368562726829055,-0.0958610566207083,0.479358269346523,-79.9051639816506
"W2-084","GmJMC032","W2",84,1,23.89,181.5,4640,6634.75,3401.5,30851.5,7191.5,0.220782588789513,0.279210432302804,-0.126145022101994,0.426392074516551,-98.0653933298761
"W2-085","GmWMC118","W2",85,0,27.785,324,3252,5238.75,2340.5,27503.5,7186,0.280629404697666,0.426897066326265,-0.0654786440772827,0.511477255938923,-54.2084602915367
"W2-086","GmWMC083","W2",86,1,19.56,138.333333333333,5002,6901,3662,31482,7150,0.212346792005504,0.238569772056935,-0.111097601196376,0.406848687999291,-88.3016290674998
"W2-087","Houjaku Kuwazu","W2",87,1,30.37,240.75,4380,5890.5,3078,27903,7135,0.212917333375896,0.27958134847526,-0.0845755791229952,0.376661815849839,-62.7909674540409
"W2-088","GmJMC064","W2",88,0,20.585,77.5,5169,6436.75,3708.5,26677,6637.5,0.164697472716353,0.195083236617297,-0.0864649151202539,0.310146839126381,-58.6470836385495
"W2-089","UA-4805","W2",89,1,17.86,128.666666666667,5492.5,6938.75,3808,29452,7267.25,0.191172749435467,0.20331085864698,-0.106569405420599,0.335874976395346,-75.911129001165
"W2-090","GmWMC109","W2",90,1,25.245,114,5108,6828,3592.5,30505,7112.5,0.196337981531954,0.213789611389999,-0.12675512731375,0.371287684266701,-96.1849207012873
"W2-091","GmJMC049","W2",91,1,35.32,202.75,5343,7065.5,3742,28651,7255.5,0.19406322635713,0.222903065178954,-0.0914577156237134,0.335765784973478,-69.3604410896619
"W2-092","GmJMC114","W2",92,1,54.375,311.75,4045,5649.5,3026,28571,7435,0.219862519450506,0.326651226494689,-0.0776585556439498,0.409082871883573,-61.6989266434626
"W2-093","GmJMC085","W2",93,1,51.485,166.5,4598,6064,3113.5,27452.5,7170.5,0.226377508812246,0.284716757977583,-0.0709836510153297,0.398544021817757,-57.1451551328809
"W2-094","GmWMC147","W2",94,1,74.03,432.5,4407.5,5766,3167,27054,7106.5,0.209197296753093,0.293145349365502,-0.0720121390379702,0.39000315732376,-54.6358976300256
"W2-095","GmJMC091","W2",95,1,42.5,451,3712,5441.75,2641.5,28110,7479.5,0.253544344863372,0.395114223145413,-0.059017289605927,0.468517452189132,-53.8478396012639
"W2-096","GmWMC157","W2",96,1,15.17,147.5,6696,8598.75,3900.5,35293,8266,0.237085411425276,0.233524929666017,-0.119539782072207,0.403915367414087,-104.762017881197
"W2-097","GmJMC007","W2",97,0,27.745,395.75,3714,5354,2747,28326,8137,0.22375635103239,0.423131916582306,-0.0212630221345795,0.48774143111623,-29.0481061759823
"W2-098","GmWMC173","W2",98,1,49.045,441.5,3658,5704.75,2754,31217,8682.75,0.260506556336594,0.449558112725545,-0.0355951560131768,0.524566354598573,-43.8085693788256
"W2-099","GmJMC090","W2",99,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W2-100","GmJMC145","W2",100,1,38.795,422.75,4814,6591.5,3282,34113,8763,0.22812404990539,0.350989794488556,-0.0708148762186483,0.459286521646735,-68.4927925550478
"W2-101","GmWMC135","W2",101,1,62.74,392.25,3804,4981,2710,24255,6272,0.209698584994901,0.297986504964575,-0.0949467023730714,0.410410555864891,-60.8626900845439
"W2-102","GmJMC093","W2",102,1,35.935,511.25,3274,4659.5,2364,25806,6722,0.236018312436492,0.38230389177226,-0.0749545925116763,0.489187896517604,-54.0002078217706
"W2-103","GmWMC094","W2",103,1,24.455,394.25,4002,4995,2491,26410,6611.5,0.225258804276243,0.331632692886298,-0.090785870902589,0.465977582969137,-65.0158631143481
"W2-104","GmWMC190","W2",104,1,43.9,481.5,3169.5,4802.75,2278,27250,7042.5,0.263873686628619,0.420367653191211,-0.0976957118816354,0.532110130934224,-70.5862566502292
"W2-105","GmWMC046","W2",105,0,28.115,361.75,3851,5076,2858,25957,6823.5,0.179161224114482,0.322244156891121,-0.0761524572492152,0.429026682218592,-54.9839698032672
"W2-106","GmJMC158","W2",106,1,48.395,517.25,3351,4978.5,2397,27357,7262.5,0.25900614679357,0.420292851734224,-0.0709475683870271,0.515142338910047,-57.2824899813789
"W2-107","GmJMC167","W2",107,1,45.615,618,3275,4640.5,2357.5,25813,6919,0.234616566480273,0.401685286280206,-0.0757855770335666,0.510945010550509,-57.6000844550259
"W2-108","GmJMC111","W2",108,1,68.035,517,3165,4242.25,2102,24665.5,6299,0.24290208671299,0.39987005087929,-0.0731412460557175,0.50985231109585,-48.945195382337
"W2-109","GmWMC162","W2",109,1,50.79,519.25,3921,5164.5,2788,25873,6686.5,0.21066628395941,0.316510274256097,-0.0926962161960844,0.453654627696675,-65.1689005309641
"W2-110","GmJMC028","W2",110,1,47.91,336.75,4116,5423,2914,26071,6623.5,0.213291596075633,0.295010194455851,-0.108698281061991,0.425804663078703,-72.1806117931758
"W2-111","GmJMC051","W2",111,1,63.8,747.5,2870,4113.25,2117.5,23855.5,6819,0.231979706335668,0.443847879986181,-0.0424976157248591,0.506265808796641,-37.5158969006448
"W2-112","GmJMC034","W2",112,0,54.125,750,2139.5,3437.25,1729,22756,6935.25,0.24491040865354,0.546544669941287,0.00601061107188888,0.561057587556291,-11.3911306121044
"W2-113","GmJMC106","W2",113,1,42.97,542.25,2737,4566,2174,26778,7120.5,0.267761926433958,0.46971965923295,-0.0782881504315929,0.554734718518753,-60.6346171287827
"W2-114","GmWMC165","W2",114,0,37.615,351.25,3983,5337.5,2913,26684,6975,0.201875678399513,0.323602469162472,-0.094055290466448,0.459842443707742,-67.5619149902104
"W2-115","GmJMC095","W2",115,1,90.3,705.25,1813,3126.75,1394,21638.5,6562.75,0.295281059641296,0.604772349333986,-0.00747806298927725,0.623950302707514,-18.102914437157
"W2-116","GmJMC041","W2",116,0,35.11,449.5,2980,4164.75,2259.5,23989,6830.5,0.215223807392935,0.421946258269522,-0.0358137158600957,0.496635740945585,-31.382337639852
