"","variety","treatment","plot","flower","dryWeight","plantArea","spectral475","spectral550","spectral660","spectral725","spectral850","GRVI","NDVI","NDRE","NDI","RTVI"
"W1-056","GmWMC166","W1",56,1,54.855,254.5,5408,7155,3773.5,30933,7990.25,0.206178631962503,0.294360484048388,-0.0729131989886533,0.402102256998941,-60.1070938622501
"W1-057","Houjaku Kuwazu","W1",57,1,65.675,671,2197.5,4274,1760.5,24658,8041.5,0.319795395498322,0.603826342438448,0.0374139726796176,0.607957091174263,7.46889886344361
"W1-058","GmWMC163","W1",58,1,80.14,215.666666666667,2632,4690.5,2020,25258,7591,0.303402424442192,0.535467471383998,-0.00887604387642542,0.556380350716655,-18.8986117383219
"W1-059","GmJMC095","W1",59,1,37.175,556.25,3792,5445,2699,26886,8008,0.230952938911187,0.405531563710357,-0.00995421289289267,0.477202242516262,-19.3472251402648
"W1-060","GmJMC172","W1",60,1,72.12,590.25,2839,4770,2279,25345,8249.5,0.254704997971778,0.518578738073587,0.0308159122004876,0.539181158369,3.74116900522006
"W1-061","GmJMC003","W1",61,0,37.33,515.75,4018,5696.5,2945,26719,8087,0.217983626914931,0.420721739212374,0.00603236450807653,0.472603832376517,-10.5600576677589
"W1-062","GmWMC174","W1",62,1,51.23,287,6634,8061.5,4122.5,32220,8399.75,0.189441400262258,0.278365637550582,-0.0812732754939647,0.386230012639445,-71.1596083937818
"W1-063","GmJMC085","W1",63,1,59.835,701,3489,5480,2689,26846,8379,0.243703246091236,0.468925357466871,0.0151132553779484,0.504180457357786,-2.98814296913559
"W1-064","GmJMC078","W1",64,0,62.355,566.75,4486,5931,2919,26887,7946,0.237801172625605,0.36574826958264,-0.0139995692605298,0.454077770232618,-19.4945568397269
"W1-065","GmJMC179","W1",65,1,81.4,765.75,3130,4888.5,2371,24961,8193,0.252519733588919,0.505049089424148,0.043657946687495,0.516414305217883,12.717242951824
"W1-066","GmWMC119","W1",66,0,60.94,573.75,2568,4521.5,1978,25276,8391.5,0.296228344140838,0.584305348311727,0.0481984962029621,0.579422744312871,15.8053600088917
"W1-067","GmJMC126","W1",67,1,76.66,496.75,4056,5681.5,2861,26740,8337.5,0.239585549659149,0.435680993227256,0.0093577963455753,0.477230313763177,-7.72969692684373
"W1-068","GmWMC182","W1",68,1,40.835,293.75,6710,7872,3840,34638,8419,0.21729707741571,0.292711280331299,-0.0926965984922471,0.426698941683012,-83.3280302313234
"W1-069","GmWMC019","W1",69,0,23.13,274.25,4681,6282.5,3209,28985,8132,0.237798319371142,0.380598258209952,-0.0401429016958654,0.475441733815864,-42.8246345918732
"W1-070","GmJMC177","W1",70,1,73.695,691,2834,4832,2189,25610.5,8307.75,0.291928342984944,0.54078083972002,0.0336513715627336,0.553566945982353,5.42214660124638
"W1-071","GmWMC127","W1",71,1,54.145,599.5,4120,6052.75,2940.5,27827.5,8204.75,0.240209722636277,0.423986133408363,-0.0146745813035142,0.469917700075099,-22.1415737389167
"W1-072","GmWMC115","W1",72,0,67.51,442,4311,5705.25,2741,26038.5,7613,0.255321415923291,0.397350295181761,0.016138064971442,0.468340804321879,0.428716735698791
"W1-073","GmWMC038","W1",73,0,23.58,NA,6847,8078.5,3979,34373,8296,0.219216183757069,0.247226417305434,-0.128115809632953,0.40917991718597,-113.981440369651
"W1-074","GmJMC021","W1",74,0,42.335,548.5,4481.5,5780,3035.5,26870.5,8169,0.211903088737038,0.39778076026275,0.0101993955956425,0.45508511305974,-6.9012649043195
"W1-075","GmWMC160","W1",75,1,27.58,205,7346,8716.25,4215.5,35927,8855.75,0.228117610214212,0.2548627062269,-0.103689062154274,0.405273475552744,-96.993821779674
"W1-076","GmJMC055","W1",76,0,36.565,539.5,3801.5,5758.25,2784,26094.5,8001.75,0.258805307795753,0.44114992860912,0.0160574846801198,0.472916242282815,-2.37578575979734
"W1-077","GmWMC046","W1",77,0,30.865,396.25,4116,5847,3230,25548,7972.5,0.196276983371854,0.379934693688039,0.0209550821151265,0.415154871730724,2.01063591982032
"W1-078","GmJMC030","W1",78,0,25.335,226.75,5263,6922.5,3568,28275,7982,0.21252188028998,0.31963020096791,-0.0301187870729349,0.410044251302488,-29.7910044530616
"W1-079","GmWMC070","W1",79,0,36.885,476.25,4862,6680.5,3389,28503,8444,0.231218887527269,0.370689168215061,-0.0121692027394412,0.433941554455268,-19.8985362575127
"W1-080","GmJMC092","W1",80,0,73.705,869,3082,4788,2354,24221.5,8027,0.249474523031385,0.493723258623965,0.0522111611179344,0.499468241646463,17.3756948272676
"W1-081","GmJMC180","W1",81,0,35.145,346,4302,5872.75,2709.5,26065.5,7759.75,0.263033438306396,0.412175313786486,-0.013245048807654,0.474278289454839,-21.0808296727032
"W1-082","GmJMC104","W1",82,1,40.195,485.5,3964,5482.75,2821.5,25584,8085.5,0.233328454632327,0.416465556204474,0.0197787180984759,0.463000932626812,0.321215229439233
"W1-083","GmWMC089","W1",83,0,47.23,396.25,4281,6129,3196,26301,7951,0.219356333693428,0.382836230756815,0.00666088934772033,0.409241094226431,-7.16684809483458
"W1-084","5002T","W1",84,1,30.21,293,5245.5,7166,3640,29489.5,8299,0.227611138359038,0.348620239181308,-0.0273801781653214,0.398874042772128,-27.7196181363803
"W1-085","GmWMC020","W1",85,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W1-086","GmWMC156","W1",86,1,43.82,378.25,4254,6582,2995,29177,8536.5,0.289330797268021,0.424298735977765,-0.0158402168850949,0.47494397582831,-22.653128622408
"W1-087","GmJMC096","W1",87,1,74.585,444,3973,5878.75,2789.5,26287.5,8166,0.265634049553458,0.428917016413466,0.0193999360526424,0.469601195995332,-0.202903059763205
"W1-088","GmJMC093","W1",88,1,45.765,674.25,3248,5526,2431,26335,8365,0.294803334100966,0.501687416174511,0.0347340526696433,0.499528157218015,9.8516164246442
"W1-089","GmWMC169","W1",89,0,33.465,505.25,2608,4665.5,2062,25349,8368.5,0.296055933466128,0.567899427573855,0.0539819985227443,0.552931439420065,19.4459148207891
"W1-090","GmWMC134","W1",90,1,20.49,248.75,3554,6373,2744,28846,8575,0.312376583000544,0.476773911535068,0.00389998519798799,0.49853624964717,-10.3348094401804
"W1-091","GmWMC120","W1",91,1,29.615,204.5,5907.5,7402.75,3662.5,26958.5,7730.25,0.227510721187721,0.279889456857471,-0.0229284840981875,0.337077670273048,-22.6548483101318
"W1-092","GmJMC080","W1",92,1,64.23,714.25,2694,4543.5,2063,24211,8478,0.280424667680419,0.575694118382868,0.07691054419929,0.538534666791833,32.5943217311383
"W1-093","GmJMC100","W1",93,1,67.745,766.25,3537,5519,2670,25800,8548,0.255452640981741,0.468239676870121,0.0464203076641555,0.456021842288601,16.2223292244625
"W1-094","GmWMC140","W1",94,1,26.32,225.75,5435,6991.5,3634,27334,8243,0.219156765319127,0.302325717065103,0.000936203858994805,0.325269331325736,-7.8496171581324
"W1-095","GmJMC145","W1",95,1,56.68,530.5,4123.5,5573.25,2864.5,25707,8478,0.23141448232018,0.417966704984089,0.0479810092709761,0.415558983597293,17.6046864159012
"W1-096","GmJMC098","W1",96,1,56.59,600.25,4350,6651.5,3101,29724,9255,0.268278608435824,0.42030637929625,0.0106393686960799,0.448147010437178,-5.58123485518712
"W1-097","GmJMC116","W1",97,1,58.99,589.75,4544,6149.5,3109,27882,8702,0.228840696972114,0.390719469257632,0.0169061809961851,0.420242629112791,0.342551078967677
"W1-098","GmJMC041","W1",98,0,39.845,525.75,4304,6102.5,3374,27980,9405,0.197653898097496,0.422783450552428,0.0565872643652567,0.413260667737281,25.5097540901941
"W1-099","GmWMC154","W1",99,1,55.95,639,3181.5,5384,2469.5,28969,9888,0.283674188704932,0.560948200267596,0.0573315812805355,0.553194729880243,23.4247700538776
"W1-100","GmJMC114","W1",100,1,68.795,535,4073.5,5931.25,2904,30989.5,9922,0.249481208277061,0.503665787880597,0.013988058366235,0.515820700426298,-8.39594409402162
"W1-101","GmWMC191","W1",101,1,77.42,467.5,3031.5,4754.25,2224.5,23948,6660.25,0.266806422470697,0.446235305784023,-0.0369767974893395,0.510621745991913,-33.211147439857
"W1-102","GmJMC063","W1",102,1,42.45,633,3195,4471,2264,21458,6462,0.23919821860012,0.425588849076663,0.00108317030622395,0.473472556787641,-10.4627724124504
"W1-103","C1329","W1",103,1,61.635,531.5,3808,5142.25,2552.5,24379.5,6732.25,0.235478481629669,0.361395016981938,-0.0442521235940119,0.434218544185305,-32.8906847425854
"W1-104","GmWMC027","W1",104,0,58.36,512.75,3713,5092,2612,23612,6698,0.223701629265142,0.372992281648241,-0.0328164738412238,0.445201585385658,-27.0272138948798
"W1-105","GmWMC022","W1",105,1,26.615,483.25,2348,3951,1820,22291,6936.75,0.278944640278586,0.55458035243442,0.0150480619366663,0.573650665529314,-5.54879101271997
"W1-106","GmJMC044","W1",106,0,38.07,585.75,2370,3790.75,1837,20921.5,6632.5,0.26361663063182,0.518386554794947,0.0160065556119182,0.519254368976259,-4.02760079008907
"W1-107","GmWMC107","W1",107,0,47.59,588.25,2274,3750,1688,21321,6618,0.291544111142098,0.545611780990446,0.0097207459554448,0.557537166631254,-7.17078251124794
"W1-108","GmWMC029","W1",108,0,54.545,512.75,3540,4635.5,2378,23203,6807,0.231785934964991,0.401760345333919,-0.0198847657266067,0.466654435048737,-21.0392742672095
"W1-109","GmWMC142","W1",109,1,53.225,386.75,3999,5616.75,2900.5,25639.5,6815.75,0.217146121442705,0.343698353502799,-0.0678689854595026,0.438481808106782,-50.4460558540002
"W1-110","GmJMC031","W1",110,1,47.045,439.25,3658,4974.5,2476,23235,6547,0.232535066950749,0.384370781199225,-0.0405947146928007,0.458801825965364,-32.5062643475794
"W1-111","GmJMC105","W1",111,1,35.59,455.75,3431,4448.5,2254,22578,6634.5,0.23691877914521,0.420603075098676,-0.0162958420129036,0.476824462391867,-18.6596644728751
"W1-112","GmJMC069","W1",112,0,48.85,431.25,4606,5778.5,2910,24957,6532,0.220853156247668,0.300405968943978,-0.0679807344696032,0.41582921908409,-45.9583988237598
"W1-113","GmWMC150","W1",113,1,20.855,238.5,3264.5,4697,2200,24904,6920.75,0.263774017824662,0.460375402425323,-0.0443140799185451,0.545656968625774,-37.1964354817135
"W1-114","GmWMC083","W1",114,0,17.565,295.5,3879,5507.75,2535.5,25889.5,6548,0.25918296368625,0.372004590295897,-0.0858069266691612,0.464992984140729,-57.597142991116
"W1-115","GmWMC113","W1",115,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W1-116","GmWMC151","W1",116,1,49.535,527.5,3576,5130.25,2457.5,24957,6857.5,0.250947147519375,0.421417366502547,-0.0452474348915039,0.490962616452711,-39.6024923068057
"W1-117","GmWMC010","W1",117,0,8.745,118,6213.5,6571.5,3340,29012.5,6693.25,0.191762737492848,0.271607971166458,-0.140041565963252,0.457532355164257,-102.881334937472
"W1-118","GmJMC016","W1",118,0,44.135,540.5,2964,3989,1965,21433,6623,0.250873956795161,0.490551471922722,0.0132037430369536,0.522384470539703,-5.00376847445827
"W1-119","GmWMC183","W1",119,1,54.09,357,4934,5981,3007,27811,6775.5,0.215983425732318,0.30935629867105,-0.105826598040621,0.4289421550735,-75.8972806744548
"W1-120","GmWMC124","W1",120,1,37.865,299,4613,5458.5,2768,26247,6597.5,0.210710221033085,0.335257025913084,-0.0853131927134573,0.443714011599363,-62.1293989241589
"W1-121","GmWMC123","W1",121,1,66.92,514.25,2416,3897,1785,21746,6694.5,0.282622222420227,0.526695674658725,0.0101168567874445,0.55867871731116,-6.6994659128008
"W1-122","GmJMC004","W1",122,0,16.05,287.75,4109,5049.5,2628,23743,7026,0.231154174683566,0.356489479878322,-0.0140359984635273,0.465751090632759,-18.7433395239445
"W1-123","GmJMC091","W1",123,1,49.39,462,2807,4162.75,1903.5,21570,6275,0.282428519563893,0.48023304090428,-0.031318183138181,0.521463860032731,-24.7030785056049
"W1-124","GmWMC129","W1",124,1,29.355,154,6622.5,7285.75,3721.5,31500.5,7055.25,0.186936446679554,0.227312323427729,-0.123396157447119,0.37908245183137,-92.8181872260099
"W1-125","GmWMC012","W1",125,0,62.335,350,3084,4369.75,2170,22506.5,6502.25,0.251163162768536,0.458535827134537,-0.0151755233041225,0.507266465193708,-19.6618731560927
"W1-126","GmWMC045","W1",126,0,23.06,311.666666666667,3968,5162.5,2457,24178,6660,0.23359770532027,0.38474038922552,-0.0530512066257739,0.461552414178129,-38.4206310228489
"W1-127","GmJMC040","W1",127,0,40.8,346,4088,5272.75,2660,24843.5,6683.5,0.227639336374034,0.343954882901376,-0.062104903809419,0.443245581437887,-42.611052711886
"W1-128","GmJMC079","W1",128,0,62.48,505.75,3259,4522,2264,21930,6808,0.233360293996941,0.439008612438681,0.0199530136660719,0.476445964161342,-1.72766453405466
"W1-129","GmWMC018","W1",129,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W1-130","GmWMC015","W1",130,0,31.04,360,3233,4701,2172,24169,7098.5,0.26958691797465,0.458415960560189,-0.0208033998725153,0.51695824270327,-22.4376306808385
"W1-131","GmJMC102","W1",131,0,30.835,453.75,3774,4924.5,2582,23119,6462,0.207177158903316,0.356613494147518,-0.0267541520161604,0.433611411046704,-24.8249324070764
"W1-132","GmJMC043","W1",132,0,27.595,284.25,4560,5777,2993,23539,6484.5,0.212968787014875,0.310590086943082,-0.0409541590527845,0.398814632074043,-30.4813637989626
"W1-133","GmWMC066","W1",133,0,37.345,298,3924.5,5228.25,2753.5,24677.5,6669,0.206280108153529,0.346067653383432,-0.057862017785063,0.442912947014507,-42.628692013455
"W1-134","GmWMC073","W1",134,0,24.625,214.5,4693,5733.5,2842,26224,6711.5,0.229623075979145,0.349124517374337,-0.0604641652251249,0.45929305595322,-44.0067462858194
"W1-135","GmWMC132","W1",135,0,54.675,350.25,3044,4078.5,2118,20718,6228.5,0.229745878191125,0.435252796799311,0.0122949856963986,0.474925931836978,-3.51825661786195
"W1-136","GmWMC170","W1",136,1,52.145,466,2124,3705,1652,21797.5,6988.25,0.297932241752794,0.584980546807429,0.0303083587708202,0.576560948714498,2.10686532909342
"W1-137","GmJMC033","W1",137,0,46.42,537.75,1781,3277.5,1447,19818,6536,0.292541391912411,0.60876353091048,0.0417725466174375,0.587748603888386,7.16268479070106
"W1-138","GmWMC144","W1",138,1,52.545,462.25,3402.5,4752.25,2408,22498,6621.25,0.237662776156768,0.407311892309229,-0.011522920386356,0.448475395601786,-16.9418037976366
"W1-139","GmWMC118","W1",139,0,58.585,582.25,1766,3380,1443,20518,6716.5,0.309780982774873,0.621552208349007,0.044401384585356,0.600900041559069,8.6177352934553
"W1-140","GmJMC139","W1",140,1,76.59,833,1846,3280,1398,20375,6912.5,0.301658393618229,0.615493197980979,0.055129133570007,0.594866126584598,13.946193489153
"W1-141","GmWMC171","W1",141,0,69.97,741.75,1644,3438,1377,21246,7025.5,0.338918983077753,0.637866494291369,0.0412199490958756,0.625320639614362,7.28050841735211
"W1-142","GmJMC002","W1",142,0,16.78,285.25,4418,5905.5,3408,24426,7213,0.175391079736759,0.31386728140454,-0.0140714968067417,0.352084355036451,-16.6314117259033
"W1-143","GmWMC048","W1",143,1,44.625,460,3675.5,5404.5,2625,24018.5,7149.75,0.256886105210327,0.408986407583853,-0.0129027075322418,0.431528530295647,-17.7626870282425
"W1-144","GmJMC057","W1",144,1,28.015,310.5,4773.5,6465.25,3409.5,25848.5,7361.75,0.214036910262371,0.297254730118269,-0.0328618421097425,0.340002273800168,-28.2162228249503
"W1-145","GmWMC186","W1",145,1,24.86,135.25,5621,7363.5,3908,27844,7343,0.212877051504712,0.218086736491569,-0.0798716417363901,0.328656634858974,-58.5258279113778
"W1-146","GmWMC075","W1",146,0,49.205,239.75,4705,6108,3306,25900,6797,0.198407148425718,0.280963892730337,-0.0678732468795271,0.358412384220138,-49.6299264350825
"W1-147","GmWMC011","W1",147,1,16.57,321.5,5495,7090.5,3832,31672,7627.5,0.206354573926674,0.251896492737791,-0.111476074195281,0.378542167783556,-93.8368099881826
"W1-148","GmJMC081","W1",148,0,47.005,373,4993.5,6560,3412,29094,7190.25,0.210670143201222,0.283671430371964,-0.094705629537945,0.421032906104029,-71.7665402032139
"W1-149","GmJMC130","W1",149,0,52.07,314,5195.5,6516.75,3579.5,29292,7513.75,0.180984453150294,0.2822814839768,-0.0774417320668283,0.386432220462059,-61.3681741053053
"W1-150","GmWMC071","W1",150,1,49.26,665.5,2763.5,4474.75,2101.5,25870,8581.5,0.265246676290199,0.561079295550447,0.0323006223404792,0.556117719312015,4.97520531584172
"W1-151","GmJMC062","W1",151,1,16.775,356.5,4803,6353,3514.5,26180,7118.25,0.198820366781969,0.279833133636807,-0.0609787424323152,0.375562664995226,-44.7635697739625
"W1-152","GmWMC178","W1",152,1,48.22,310.5,3924,5268,2518.5,25496,7021.25,0.248218544337043,0.387263780499788,-0.0398671982419854,0.469834493897891,-35.3536866093012
"W1-153","GmWMC157","W1",153,1,15.23,111.5,6412,7899,3831,33884,7431.25,0.223139113896497,0.24005329250304,-0.166271742437763,0.422556421410481,-128.255380755959
"W1-154","GmWMC001","W1",154,0,18.05,284.5,4359,5736.5,3003.5,26180,7366.75,0.206197339658336,0.366779185834204,-0.0403465865002851,0.4535943136131,-37.6393763985306
"W1-155","GmJMC161","W1",155,1,49.54,620.75,3223,4911.5,2386,24237,6976.5,0.2505610564178,0.446755044161458,-0.0272022845830569,0.501974686081904,-26.0955495983181
"W1-156","GmJMC149","W1",156,1,74.505,814.75,2239,4108,1896,23142,7070,0.289155828936516,0.545983655604143,0.00909277543840342,0.570655291081159,-8.65401717260199
"W1-157","GmJMC065","W1",157,0,60.68,604,3264,4746.5,2356,23477.5,6762.5,0.239668205747933,0.409376504239865,-0.00532549088046199,0.473355330256672,-12.773604480041
"W1-158","GmJMC058","W1",158,1,61.435,649,2496.5,4065.25,1990,23013,7328.75,0.256155498026536,0.540216613901438,0.0294154880177026,0.55545937894198,2.2704364070669
