"","variety","treatment","plot","flower","dryWeight","plantArea","spectral475","spectral550","spectral660","spectral725","spectral850","GRVI","NDVI","NDRE","NDI","RTVI"
"W1-042","GmWMC143","W1",42,1,44.875,263,6123.5,7662.25,4400.5,30656,8179.75,0.189814417262867,0.223815455804984,-0.0945148072468507,0.351947405177272,-79.2047789751645
"W1-043","GmJMC064","W1",43,1,25.87,48,5384,6778.25,3626,27747.5,7396.5,0.215970287088106,0.25675598826913,-0.085229446629282,0.39377821435154,-62.9266369039525
"W1-044","GmWMC175","W1",44,1,74.94,313.75,5159,6544,3605,28380,7744,0.224402888147471,0.297567218652688,-0.0687986782649284,0.404915106911486,-59.5468794530958
"W1-045","GmWMC141","W1",45,1,34.365,99.75,6662,8574,4588,31026,8067,0.203728571704649,0.191858297384895,-0.0785681107244398,0.318229546952827,-65.6720592716672
"W1-046","GmJMC051","W1",46,1,54.33,275.5,5300.5,7018.75,3686,27027.5,8103.75,0.213241208908909,0.276678972522725,-0.00737706758137839,0.342636137683177,-12.1173087258488
"W1-047","GmWMC159","W1",47,1,36.46,69,6541.5,8746,4477.5,34812,8571.25,0.235870268050601,0.239044604283645,-0.145060446041208,0.413825567448767,-130.225555030926
"W1-048","GmJMC101","W1",48,1,75.305,386,4658,6736.25,3131.5,30848.5,8975.25,0.267823870193334,0.397872750188709,-0.0373114131865943,0.492802192233287,-45.7585557953004
"W1-049","UA-4805","W1",49,1,38.765,117.666666666667,8512,9302.5,4763,34090,8636.5,0.21890016314676,0.221854969646562,-0.10230234081237,0.358037970351219,-93.1487975646724
"W1-050","GmWMC147","W1",50,1,85.305,359.25,5503,8042.5,4015,34582,9180,0.247711424476448,0.318766592909984,-0.0852884333562665,0.436348958398653,-84.9459904267688
"W1-051","GmJMC054","W1",51,1,81.075,155,6006.5,7349,3785,36801,8158.75,0.216932511096434,0.301524754205487,-0.204394220640392,0.503163094366933,-187.88292188468
"W1-052","GmWMC125","W1",52,1,87,392.25,4063,6021.5,3043,31448,7868,0.238322100928268,0.375708629837943,-0.14200563225034,0.524839316789574,-122.178503662551
"W1-053","GmWMC155","W1",53,1,48.83,176.25,6623,8430.5,3989,45598,8101.5,0.234860007462328,0.251697789702853,-0.286184521548074,0.516335021081831,-307.905533975924
"W1-054","GmWMC108","W1",54,1,23.97,83.75,7010,8450,4502,50695,8516,0.19447196510386,0.230114584958816,-0.291654495777235,0.502671599155709,-341.828315895285
"W1-055","GmJMC056","W1",55,1,33.38,133.75,5342,6901,3949,40713,7462,0.196784979307777,0.218846581446399,-0.25833001082663,0.478369818423136,-236.984305635736
"W1-056","GmWMC166","W1",56,1,54.855,105.25,5424,7190.5,4096,40021,7937.5,0.204365795976813,0.246432034185449,-0.252902863267098,0.470483839237056,-244.526269379547
"W1-057","Houjaku Kuwazu","W1",57,1,65.675,334.75,3989,5849.5,3034,32177,7643.5,0.240911297275399,0.365879051221372,-0.192669369767938,0.530356379937139,-155.525969330928
"W1-058","GmWMC163","W1",58,1,80.14,82,6079.5,7281.5,3521,45699.5,8013,0.231789956268135,0.269360915310239,-0.289789499662433,0.546813104127567,-313.494249371266
"W1-059","GmJMC095","W1",59,1,37.175,179.5,4899,6118.25,2958.5,45665,7718.25,0.228175674061416,0.370560255107408,-0.282239056183578,0.591410575250897,-313.309071306706
"W1-060","GmJMC172","W1",60,1,72.12,213,6130.5,7075,3841,38648.5,8027.25,0.180856680914674,0.288725733075035,-0.231382589175001,0.489323367841632,-216.444563463377
"W1-061","GmJMC003","W1",61,0,37.33,288.5,6149.5,7250.75,4000.5,42314,8178.5,0.177301129324635,0.264527823968336,-0.24118523772139,0.504620788937423,-254.156312777381
"W1-062","GmWMC174","W1",62,1,51.23,62.75,8926,8949,4549,51102,8213.5,0.17746977012928,0.205201639399588,-0.307585342067108,0.513116065475294,-348.244710755539
"W1-063","GmJMC085","W1",63,1,59.835,313.25,4758,6409,3161,36483,8107.5,0.25420375192397,0.370247919282731,-0.194456937655514,0.533206580668989,-179.558056571384
"W1-064","GmJMC078","W1",64,1,62.355,235.75,4940,6789,3482,44689,7819.5,0.234866430012298,0.279149276854816,-0.302112024990162,0.538914308846486,-309.535462011727
"W1-065","GmJMC179","W1",65,1,81.4,388.75,4380,6061.5,3203,34731,7949,0.224520281496647,0.348660228249407,-0.181818620045188,0.522203449882432,-158.685701777301
"W1-066","GmWMC119","W1",66,1,60.94,290.5,4670,6313,2943,39704.5,7842.75,0.267580005082337,0.374158372772441,-0.239734559783479,0.566643505344253,-248.7466996134
"W1-067","GmJMC126","W1",67,1,76.66,211,4571.5,6378.75,3089.5,42825,7766.5,0.256321726309279,0.37627189364507,-0.237099079433534,0.581576710061141,-254.60748245298
"W1-068","GmWMC182","W1",68,1,40.835,105,9001.5,9343.75,4668,51003.5,8045.25,0.204858190944239,0.19427633996315,-0.319112560743949,0.497795415661385,-355.404766842881
"W1-069","GmWMC019","W1",69,0,23.13,112,6463,7035.25,3454,54528.5,7841.75,0.237160022924691,0.329985899417587,-0.354053379819943,0.622497214075248,-406.600818527468
"W1-070","GmJMC177","W1",70,1,73.695,303.75,4567,6407,3273,34823,7716,0.244651224644895,0.348941985333795,-0.194222084888454,0.525506736321756,-170.654937305184
"W1-071","GmWMC127","W1",71,1,54.145,187.75,6551,7661.5,4205,43911,7861.5,0.206056143193581,0.234033120731936,-0.287312960300815,0.482362517487971,-304.110855012716
"W1-072","GmWMC115","W1",72,1,67.51,236,4576.5,6122.75,3051.5,41262,7539.5,0.250719804119425,0.308015938035239,-0.270788753462959,0.563031010956546,-251.913641971983
"W1-073","GmWMC038","W1",73,1,23.58,NA,9756,9936.5,4961,54523,8263,0.188100374798448,0.180935802491872,-0.367701845402305,0.518466487851905,-418.47527400218
"W1-074","GmJMC021","W1",74,0,42.335,217,5263.5,6695.25,3601.5,41477.5,7548.5,0.202781222057507,0.276022363419672,-0.248096928787567,0.499216836927053,-244.278663691956
"W1-075","GmWMC160","W1",75,1,27.58,60.75,7570,9241,4948,53784,8519,0.188903516482397,0.19515801924816,-0.326578180899982,0.508292567167559,-386.780517955091
"W1-076","GmJMC055","W1",76,1,36.565,192.25,5539,6890.5,3577,41804,7681,0.213967849349425,0.258165535097061,-0.286119021754116,0.539589053027009,-284.933796349288
"W1-077","GmWMC046","W1",77,0,30.865,207,4425,5734.5,3217,32302,7435,0.177890527909877,0.322390493258677,-0.165424964625427,0.492226587109631,-145.355694962143
"W1-078","GmJMC030","W1",78,1,25.335,96,6510,7701,4220.5,48726.5,7852.5,0.194927261940863,0.242002245916948,-0.305840233276167,0.525550825889685,-344.316444904092
"W1-079","GmWMC070","W1",79,0,36.885,170.5,5050.5,7007.25,3631.5,52061.5,7929,0.230175096728075,0.289750058056646,-0.325056567385462,0.57607117276583,-371.013282052064
"W1-080","GmJMC092","W1",80,1,73.705,432.75,4787,6538,3668,30372,7990,0.209532932050371,0.301036089938403,-0.125416479691077,0.437893791398611,-105.98861124054
"W1-081","GmJMC180","W1",81,1,35.145,161,5179.5,7127.25,3904,42037.5,7857.25,0.229210711363228,0.269219191688852,-0.236890350832482,0.487172959935161,-235.503870244708
"W1-082","GmJMC104","W1",82,1,40.195,182.25,5126,6574,3618,34734,7766,0.214986092641787,0.274293340579073,-0.206679941837848,0.496340104591395,-182.520544819487
"W1-083","GmWMC089","W1",83,1,47.23,152.25,5789,7257,4070,38422,7609,0.194014426221037,0.252250950455007,-0.224378078420508,0.465578583172913,-203.549731908844
"W1-084","5002T","W1",84,1,30.21,115,5914.5,7813.5,4021.5,48134,8043,0.226659610341858,0.262565725005202,-0.271580178122627,0.517951406456151,-305.429634397659
"W1-085","GmWMC020","W1",85,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W1-086","GmWMC156","W1",86,1,43.82,140.5,5745.5,7769.5,4013,37668.5,8256,0.231986404570065,0.253847850876131,-0.216153586489562,0.456554858138888,-194.403461199318
"W1-087","GmJMC096","W1",87,1,74.585,152.5,5746,7161.5,3494,36832,8193.25,0.237519185542827,0.322202890229842,-0.191711990689418,0.51223518006101,-173.946717406173
"W1-088","GmJMC093","W1",88,1,45.765,257.5,4816,7027.5,3679.5,34334,8379.25,0.236021873551366,0.302304225544301,-0.133148163132396,0.454500737156123,-118.746268568556
"W1-089","GmWMC169","W1",89,0,33.465,184.5,3755,5758,2720.5,29486,8072.25,0.27620433842052,0.417187266756195,-0.0781680583435271,0.540279338061718,-70.9682332364208
"W1-090","GmWMC134","W1",90,1,20.49,99.75,4825,7709,3782,32394,8296.5,0.260630755147098,0.317419523492152,-0.109900228967178,0.470946284518373,-92.3011042518491
"W1-091","GmWMC120","W1",91,1,29.615,162.5,5296,7348.25,4207,31055,8257.75,0.197874476229384,0.260625138861177,-0.0626293457212009,0.377668998658609,-62.1450187384664
"W1-092","GmJMC080","W1",92,1,64.23,332,4202.5,6045,3203.5,28944,8284.25,0.239697089322299,0.392744782195907,-0.0547600873474574,0.489879633731645,-53.7816037531163
"W1-093","GmJMC100","W1",93,1,67.745,296.25,5528,7388,4438,32036,8236,0.198998569223591,0.232157304400001,-0.112356401392621,0.378156809010893,-96.6088556360681
"W1-094","GmWMC140","W1",94,1,26.32,66.75,5848,7431.5,4382,31736,7671,0.189668195286818,0.203444738964511,-0.145035022224505,0.372762536671496,-113.997313292851
"W1-095","GmJMC145","W1",95,1,56.68,208.75,5007,6617,3506,27776,8094.5,0.226940537348748,0.31207067130864,-0.0476728093302981,0.405412751958516,-43.3239836617684
"W1-096","GmJMC098","W1",96,1,56.59,243.25,5469,8200,4049,34254,9098,0.247989185003627,0.295332926549073,-0.0959134186827192,0.426284378996488,-90.7553875044676
"W1-097","GmJMC116","W1",97,1,58.99,209.5,6001.5,8174.25,4354.5,32524,8686,0.215840809945856,0.246313154972276,-0.0804137417938003,0.362732134339266,-72.2397845297382
"W1-098","GmJMC041","W1",98,0,39.845,211,6324.5,7948.5,4618,33963.5,8809.75,0.192254826043799,0.245136335249707,-0.0906912129888683,0.387997939288502,-92.6330555858513
"W1-099","GmWMC154","W1",99,1,55.95,243.25,5925,8237,4432,38133,9491.5,0.228199803149448,0.29165702743804,-0.122076941457384,0.454377630808232,-128.248987469253
"W1-100","GmJMC114","W1",100,1,68.795,228.5,6479,8710,4846.5,37813.5,9820.75,0.213588235693872,0.282228305463745,-0.101988739383277,0.430633935672789,-115.836088907823
"W1-101","GmWMC191","W1",101,1,77.42,161.5,4628.5,6068.75,3274,30891,6210.5,0.215369056434777,0.222448411366701,-0.247932727945377,0.464374425710945,-176.781650471834
"W1-102","GmJMC063","W1",102,1,42.45,248.333333333333,4180,5620,3137,29544,6317,0.210091232882686,0.282015785307721,-0.190685592970818,0.495405846322853,-143.74867689319
"W1-103","C1329","W1",103,1,61.635,167,5247,6351.25,3407.5,34602,6370.75,0.204544167275477,0.220426864602493,-0.278443547068204,0.496418656016737,-218.519072420024
"W1-104","GmWMC027","W1",104,1,58.36,182.5,5485.5,6592.75,3423.5,34158.5,6432.25,0.216728690532894,0.220241875552827,-0.275639818018888,0.487252661819668,-223.789196036493
"W1-105","GmWMC022","W1",105,1,26.615,211,3276.5,4675.5,2112,40148,6657.75,0.282242369421593,0.450937169481916,-0.278220248374886,0.656555205324284,-282.227791629052
"W1-106","GmJMC044","W1",106,1,38.07,243,4600,5641.5,2893.5,32477,6524.25,0.222760127197283,0.262543914631979,-0.248747473876959,0.511150031848223,-183.504534275728
"W1-107","GmWMC107","W1",107,0,47.59,280.25,3413,4736.5,2342,28562,6312,0.264555033316814,0.371426204424182,-0.242570885387667,0.559664758926692,-158.457704643792
"W1-108","GmWMC029","W1",108,1,54.545,180.5,4462,5665,3103,36646,6652,0.224384348310991,0.262423098042489,-0.316791583064626,0.548382055503874,-259.093760976996
"W1-109","GmWMC142","W1",109,1,53.225,118,5578,6596.5,3330,39072.5,6707.75,0.216504016097612,0.235105262632676,-0.302408956806898,0.529948154524985,-282.928548499016
"W1-110","GmJMC031","W1",110,1,47.045,144.5,5659,6515.5,3662.5,42159,6743.5,0.18927134508083,0.213603331795857,-0.322532690574673,0.519608866027089,-304.387150976731
"W1-111","GmJMC105","W1",111,1,35.59,147,4395,5291,3005,35274,6132.25,0.175777013101252,0.256951271851886,-0.290753126215179,0.526032036582259,-229.507686842369
"W1-112","GmJMC069","W1",112,1,48.85,154,4779,5890.75,3259,39305.5,6221.25,0.192470795978432,0.24006059773803,-0.32334533725982,0.536436493177149,-297.687176641052
"W1-113","GmWMC150","W1",113,1,20.855,102.5,5105.5,5285.25,2415,48370.5,6013.25,0.254015657183419,0.346735146903931,-0.38189451307683,0.645436830497593,-368.892827287958
"W1-114","GmWMC083","W1",114,1,17.565,86.75,6774,7350.5,3427,50228,6673.5,0.236247665683908,0.207903078389048,-0.377724120185752,0.580777006941334,-400.132830247306
"W1-115","GmWMC113","W1",115,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W1-116","GmWMC151","W1",116,1,49.535,190,5857.5,6573.75,3323,40440,6752,0.207994938847035,0.250432563166656,-0.301401831536594,0.518721070575288,-291.702522071855
"W1-117","GmWMC010","W1",117,0,8.745,64.5,4648.5,5652.75,3031.5,49519.5,6236.25,0.197733823375507,0.266581979840276,-0.406982857181907,0.618231813613274,-426.273716480535
"W1-118","GmJMC016","W1",118,1,44.135,207.75,4159,5312.5,2720,35614,6344,0.232251517993968,0.280561782570802,-0.305294669772454,0.563896178390681,-254.348298197205
"W1-119","GmWMC183","W1",119,1,54.09,97.5,5251,6229.25,3270.5,41263,6224.25,0.21038158938031,0.215263177511018,-0.351261253491672,0.546024863523171,-309.959484838046
"W1-120","GmWMC124","W1",120,1,37.865,134.25,4897,5773.5,3299,40961,6194.5,0.179202057629264,0.228724800001236,-0.370800045392841,0.549226558983283,-334.031553905056
"W1-121","GmWMC123","W1",121,1,66.92,218.75,4716.5,5649.25,2928.5,38489.5,6544,0.21811073184563,0.303872258097427,-0.319164611779963,0.572184857203395,-278.547174403697
"W1-122","GmJMC004","W1",122,0,16.05,98.75,5572.5,6190,3387,45873.5,6634,0.195470990485674,0.243665581795866,-0.324015643233849,0.537329291374883,-319.932518976382
"W1-123","GmJMC091","W1",123,1,49.39,191.25,4815,6084.5,2907,37175,6393,0.234458031501919,0.265671940451791,-0.302549588003751,0.554277021247077,-249.087339136676
"W1-124","GmWMC129","W1",124,1,29.355,71,6044.5,6911,3247,52951.5,6694.5,0.203354376803484,0.203386176952592,-0.403518002706629,0.620820630752277,-421.12391386374
"W1-125","GmWMC012","W1",125,1,62.335,102.25,5122,5748.5,3029,40870,6336.5,0.211058261355486,0.230995583158784,-0.352149425389886,0.571687952307397,-294.540970745751
"W1-126","GmWMC045","W1",126,1,23.06,111.666666666667,4067,5432,2791,42839,6569.5,0.23574739169278,0.283565967532239,-0.383990778229061,0.605608078691496,-362.233605628618
"W1-127","GmJMC040","W1",127,1,40.8,93.75,4990,6416,3707,39345,6863,0.198565125541671,0.220774031805752,-0.302244660362808,0.52731679694522,-265.22584786277
"W1-128","GmJMC079","W1",128,1,62.48,197.5,5166.5,6270.25,3429.5,34758.5,6845.75,0.185468569222363,0.233869818594879,-0.25492997064227,0.483147448137476,-211.547725347034
"W1-129","GmWMC018","W1",129,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W1-130","GmWMC015","W1",130,1,31.04,120.25,5724,6804.5,3471,36954,6803,0.218448838801411,0.224119133670299,-0.276600525349414,0.503900870627612,-238.730669862321
"W1-131","GmJMC102","W1",131,1,30.835,157.25,5289,6305.5,3664,31982,6562.5,0.174636052889846,0.20816918902264,-0.220760110643315,0.437337060014096,-177.387489968997
"W1-132","GmJMC043","W1",132,1,27.595,87.25,5487,6319.5,3396,38903,6326,0.20553486418032,0.218099791582698,-0.322770943129254,0.529847665869295,-291.55852904793
"W1-133","GmWMC066","W1",133,1,37.345,106.25,5033,5836.5,3211,35493,6613.5,0.192530391033417,0.248513785013648,-0.279559942659347,0.511392518935794,-229.55484428611
"W1-134","GmWMC073","W1",134,1,24.625,111,6487,7244,3880.5,41371,7439,0.189197135017304,0.231895700024791,-0.294735763069848,0.47897840843281,-281.539231198119
"W1-135","GmWMC132","W1",135,1,54.675,106.75,4500,5372.25,2988.5,37771,6546,0.205237281416033,0.283389781831887,-0.302391052867471,0.539313036280134,-269.96733200633
"W1-136","GmWMC170","W1",136,1,52.145,175.25,3877,5422.5,2957,28883,7099,0.231556043752193,0.346439058504275,-0.141285980884284,0.524679135651645,-110.916062651725
"W1-137","GmJMC033","W1",137,0,46.42,241,2976.5,4237.5,2140.5,23570,6272.75,0.267510980095313,0.432565289845086,-0.0963574988674308,0.541167989323224,-68.4280124468971
"W1-138","GmWMC144","W1",138,1,52.545,166.5,4745.5,5772.25,3223.5,29044.5,6742.25,0.212559728670317,0.273265462652949,-0.171312069735664,0.471821226211864,-127.499694155043
"W1-139","GmWMC118","W1",139,0,58.585,293.75,2811,4477.25,2248.5,23190,6488.25,0.256819432701423,0.412228906466825,-0.0889007687856399,0.520031672003958,-62.1943774847993
"W1-140","GmJMC139","W1",140,1,76.59,410.25,2998,4512,2211,23631,6718.5,0.258416537146466,0.42465229973337,-0.0657106307607047,0.505104448226974,-51.0596430657325
"W1-141","GmWMC171","W1",141,1,69.97,310.75,3357,4979.5,2506,24671,6645.5,0.248864907400897,0.386384312420482,-0.0923454715637553,0.497409075586763,-66.9995785781128
"W1-142","GmJMC002","W1",142,0,16.78,176,4596,5801.25,3373.5,24629.5,6814.75,0.186480682909753,0.266974577786021,-0.0729206171664523,0.37797976481853,-52.8270959179872
"W1-143","GmWMC048","W1",143,1,44.625,138.5,5495,6590.5,3421,25049,6891,0.209057305883541,0.231194607193231,-0.0826323222186138,0.357937827762443,-60.9097240641688
"W1-144","GmJMC057","W1",144,1,28.015,79.75,6589,7837.5,4009,27002,7369.5,0.214213796049103,0.206664447911859,-0.083503234147368,0.328871185028796,-63.5802069379565
"W1-145","GmWMC186","W1",145,1,24.86,32.5,6290.5,7423,4032,30850,6631.75,0.192344784227696,0.159924342921687,-0.158829828981729,0.374089026629662,-125.585582712034
"W1-146","GmWMC075","W1",146,1,49.205,69.75,4524,5838.5,3300,27954,6349,0.176647221070675,0.236567960546003,-0.168213210287526,0.409289965859908,-120.033194487513
"W1-147","GmWMC011","W1",147,1,16.57,70,7535,8399.25,3892.5,31419,7427.25,0.209716410379741,0.194074464998878,-0.132802578710501,0.359858939933401,-103.391485308971
"W1-148","GmJMC081","W1",148,1,47.005,101.5,5604,7258,4280,32524,7281.5,0.183077120192406,0.190021495229296,-0.148365537880905,0.381920552265044,-129.422243145278
"W1-149","GmJMC130","W1",149,1,52.07,106.75,7399,7854.5,4083,32069,7429,0.172465532508474,0.195510389353676,-0.153430286918883,0.360035968433004,-123.189080316695
"W1-150","GmWMC071","W1",150,1,49.26,228.25,4584,6179,3148,31424,8184.5,0.230693974014048,0.351010127827046,-0.115328337647767,0.480114642744416,-100.659371821144
"W1-151","GmJMC062","W1",151,1,16.775,98.5,5436,6521.5,3591,36685.5,6644.5,0.211993164403753,0.230185081806223,-0.265806795911678,0.493208047776194,-229.890643948912
"W1-152","GmWMC178","W1",152,1,48.22,74.5,6260,7180.75,3957,38671.5,7139,0.185010163817685,0.190502008411619,-0.278757422000769,0.457194297127629,-231.178786949538
"W1-153","GmWMC157","W1",153,1,15.23,31,5479.5,7539.25,4093.5,42116,7051.25,0.216211581242771,0.174167458324892,-0.320618047853379,0.492609344650314,-312.952677920501
"W1-154","GmWMC001","W1",154,0,18.05,156.75,4175,5822.5,3121,42211,6777.5,0.215175613481351,0.295350071760447,-0.3186595765941,0.575331017372614,-312.043897167579
"W1-155","GmJMC161","W1",155,1,49.54,221.5,4442.5,6137,3133,33841,6853.5,0.241731210748541,0.287046485612821,-0.257045173770665,0.524636287435069,-205.834893851421
"W1-156","GmJMC149","W1",156,1,74.505,342,4060.5,5795.5,3026.5,31612.5,6937,0.241763751776919,0.329226734743616,-0.197339496636136,0.525872566657398,-150.506170602576
"W1-157","GmJMC065","W1",157,1,60.68,189,5296,6106.75,3286.5,35152,6569.25,0.213774192709187,0.256237401239901,-0.249634016008386,0.509726778880919,-206.238845321754
"W1-158","GmJMC058","W1",158,1,61.435,234.25,4041,5230,3004,33518,6842.5,0.21338821840832,0.309053027027266,-0.242338673584118,0.538669059612603,-198.807299648773
